region_name,state_name,yearly_sunlight_kwh_kw_threshold_avg,yearly_sunlight_kwh_total,existing_installs_count,percent_covered,count_qualified,number_of_panels_total,estimated_max_panels
1606,Massachusetts,978.35,106571232.69939277,123.0,98.02348045772032,5432.0,377744.0,108929.55762190705
1607,Massachusetts,978.35,41943608.28983766,22.0,97.22909450766949,1562.0,146524.0,42871.78237832847
1608,Massachusetts,978.35,23588575.39116517,0.0,97.31543624161074,276.0,83746.0,24110.569214662617
1609,Massachusetts,978.35,49553105.50864872,39.0,98.27413706853427,2973.0,176857.0,50649.67088327155
1610,Massachusetts,978.35,63030048.43478391,14.0,98.28926905132192,2725.0,220661.0,64424.84635844423
1611,Massachusetts,978.35,6883881.907073973,22.0,93.78947368421052,552.0,24843.0,7036.215983108266
1612,Massachusetts,978.35,20464152.63811035,12.0,94.45843828715364,1436.0,73686.0,20917.005813983083
1701,Massachusetts,970.7,83938115.75164191,98.0,35.99716487995038,2739.0,298517.0,86471.73766523325
1702,Massachusetts,970.7,120482235.77812198,127.0,97.91969741053244,4903.0,428638.0,124118.92013817036
1721,Massachusetts,970.7023743016756,60036558.09882202,103.0,96.33339633339634,3274.0,214156.0,61848.57448403007
1730,Massachusetts,970.7,78957626.845581,98.0,75.48168536946856,2133.0,282288.0,81340.91567485422
1731,Massachusetts,970.7,18199528.54129639,4.0,89.08296943231441,357.0,64925.0,18748.870445344997
1741,Massachusetts,970.7,7371821.120379637,47.0,46.45879732739421,608.0,27114.0,7594.335139981083
1742,Massachusetts,970.7,1869559.8303222656,0.0,0.1200660363199759,8.0,6569.0,1925.9913776885398
1745,Massachusetts,978.35,3033265.827703857,1.0,94.34782608695652,149.0,10725.0,3100.389255076258
1746,Massachusetts,970.7008029810014,75108800.49194945,97.0,94.58101561098152,3353.0,268263.0,77375.85078872083
1747,Massachusetts,978.35,29695064.667468265,8.0,97.2262075561932,1534.0,104897.0,30352.18957169547
1748,Massachusetts,970.7,66430374.80199585,58.0,83.61049202811589,3207.0,236512.0,68435.53600700098
1756,Massachusetts,978.35,23869125.15886231,28.0,80.00740466493892,1566.0,85099.0,24397.327294794613
1757,Massachusetts,978.3368395183096,148333644.48428035,29.0,96.64647824136384,6664.0,519919.0,151618.17330451685
1760,Massachusetts,970.7,124939219.00819091,266.0,93.68809652440125,6463.0,448907.0,128710.43474625621
1770,Massachusetts,970.7,11457706.297918702,38.0,91.95876288659794,936.0,42038.0,11803.550322363964
1772,Massachusetts,978.35,48043220.09002076,17.0,79.36939385702637,1987.0,170156.0,49106.37306691957
1773,Massachusetts,970.7,2377339.325268554,11.0,17.145343777197564,195.0,8814.0,2449.097893549556
1778,Massachusetts,970.7,133972.4539733887,0.0,0.1122124555825696,5.0,490.0,138.01633251611074
1801,Massachusetts,970.7,290234301.3911377,363.0,97.44013931214629,8764.0,1020808.0,298994.8505111133
1803,Massachusetts,970.7,140030470.8375824,167.0,97.35226400613968,5298.0,500994.0,144257.20700276337
1810,Massachusetts,974.1,175551100.1167053,150.0,96.92854538826104,6838.0,630505.0,180218.7661602559
1821,Massachusetts,970.7,155080134.52174982,180.0,95.5428024868484,6364.0,553013.0,159761.13580071065
1824,Massachusetts,970.7,129737615.52030028,176.0,88.68321879849258,5331.0,463520.0,133653.66799247995
1826,Massachusetts,970.7115079090968,88115317.91387942,197.0,81.9973981787251,6352.0,316569.0,90773.95003143516
1827,Massachusetts,970.7,10593022.059210204,42.0,86.70076726342711,919.0,38814.0,10912.766106119505
1830,Massachusetts,974.1,66655910.05554199,85.0,85.33219519135012,4443.0,237468.0,68428.20044712246
1832,Massachusetts,974.1,79611360.80455929,91.0,95.89936284920763,4564.0,282597.0,81728.11908896345
1833,Massachusetts,974.1,13720.5439453125,0.0,0.0601684717208182,1.0,46.0,14.085354630235601
1834,Massachusetts,974.1,20122111.739965823,4.0,75.62170308967596,1336.0,72318.0,20657.13144437514
1835,Massachusetts,974.1,76449682.01714174,44.0,97.0623358012897,3089.0,270302.0,78482.37554372419
1840,Massachusetts,974.1,29306567.53869323,4.0,99.3987975951904,460.0,104348.0,30085.78948639075
1841,Massachusetts,974.1,83501029.70768434,48.0,99.4603507719982,5722.0,295422.0,85721.20902133697
1843,Massachusetts,974.1,110686164.39666744,91.0,99.22385620915033,3957.0,391737.0,113629.15963111326
1844,Massachusetts,974.0984113291644,186793757.1723818,215.0,97.02019865342312,11728.0,663652.0,191760.66298835282
1845,Massachusetts,974.1,118191441.21351008,90.0,85.25702046644454,5424.0,422732.0,121333.9915958424
1850,Massachusetts,970.7,28934972.401763912,30.0,99.00293255131965,2677.0,103303.0,29808.357269768116
1851,Massachusetts,970.7,81037253.41534114,78.0,98.96164796516496,4683.0,288205.0,83483.31453110244
1852,Massachusetts,970.7,111147185.47804566,95.0,79.35933147632312,4658.0,394637.0,114502.0969177353
1854,Massachusetts,970.7,75498278.05173038,138.0,98.90698671238748,3968.0,268976.0,77777.1485028643
1862,Massachusetts,970.7,67709747.53340451,67.0,71.81663837011885,1756.0,240434.0,69753.52584053211
1863,Massachusetts,970.7,31909939.493109114,38.0,96.65454545454546,1763.0,114030.0,32873.121966734434
1864,Massachusetts,970.7,64547810.10386351,23.0,94.6273516642547,3241.0,231623.0,66496.14721733131
1867,Massachusetts,970.7,66419644.26005249,26.0,97.77130555907308,4782.0,238878.0,68424.4815700551
1876,Massachusetts,970.7013762953368,100681990.47843625,61.0,70.09281875915974,4861.0,360002.0,103720.86919531024
1879,Massachusetts,970.7,49997256.308825664,126.0,95.4664914586071,2905.0,180658.0,51506.39364255245
1880,Massachusetts,970.7,94075519.12932134,26.0,97.72754599014068,5725.0,336108.0,96915.1325119206
1886,Massachusetts,970.7,53341425.28272399,122.0,67.33679692794217,3684.0,192870.0,54951.50436048624
1887,Massachusetts,970.7,193149160.76873165,21.0,96.63072776280325,5040.0,681785.0,198979.25287805876
1890,Massachusetts,970.7,59926951.3941406,117.0,97.73222852158744,4368.0,215521.0,61735.810646070466
1901,Massachusetts,974.1,17630410.062219247,1.0,97.28506787330316,204.0,61086.0,18099.178792956827
1902,Massachusetts,974.1,79714164.3440491,83.0,99.30042238648365,6361.0,277533.0,81833.65603536504
1904,Massachusetts,974.1,46191769.40241093,207.0,98.52866565195332,4723.0,163223.0,47419.94600391226
1905,Massachusetts,974.1,81163031.55902094,92.0,98.38984656184884,4311.0,283203.0,83321.04666771475
1906,Massachusetts,974.1004112737384,102683607.23159792,335.0,97.48372144354929,6861.0,363705.0,105413.7808004088
1907,Massachusetts,974.1,46148020.01011355,122.0,98.52678571428572,3529.0,162736.0,47375.03337451345
1908,Massachusetts,974.1,13114731.735510249,52.0,95.15226848974518,1275.0,46108.0,13463.434694087104
1915,Massachusetts,974.1,128956059.30367129,377.0,82.17870659865065,7957.0,456344.0,132384.82630497002
1921,Massachusetts,974.1,1881685.3533142088,10.0,8.091603053435115,164.0,6841.0,1931.7168189243494
1923,Massachusetts,974.1,174843004.16783452,55.0,96.816091954023,6944.0,615379.0,179491.84289891645
1940,Massachusetts,974.1,42068712.366345234,10.0,96.1123595505618,2544.0,151602.0,43187.262464167165
1945,Massachusetts,974.1,61855143.36668093,54.0,86.63809894818854,5415.0,219360.0,63499.78787258077
1949,Massachusetts,974.1,42859432.53330993,16.0,92.95774647887325,1956.0,152825.0,43999.00680968066
1960,Massachusetts,974.1,255965348.43377385,43.0,98.20545811606962,12390.0,900963.0,262771.12045352
1970,Massachusetts,974.1,151692747.88077387,322.0,98.35082458770614,8615.0,530428.0,155726.0526442602
1982,Massachusetts,974.1,12073040.943896484,25.0,45.65077319587629,865.0,43656.0,12394.04675484702
1983,Massachusetts,974.1,1980990.3922058104,5.0,7.166853303471445,156.0,7145.0,2033.6622443340625
1984,Massachusetts,974.1,9527485.986315915,20.0,77.7431421446384,866.0,34970.0,9780.808937805066
1985,Massachusetts,974.1,229385.80999145508,1.0,2.421652421652422,29.0,859.0,235.48486807458687
2019,Massachusetts,970.7007100426956,87468152.17114866,32.0,93.85421629347309,4198.0,309964.0,90108.26021472822
2021,Massachusetts,970.7,178083763.66134644,95.0,96.4349376114082,4999.0,625566.0,183459.1157529066
2025,Massachusetts,970.7,18988997.135296624,18.0,52.19412961348445,1212.0,67657.0,19562.1686775488
2026,Massachusetts,970.7043086454512,100776473.14126275,130.0,97.46535591614357,5765.0,355897.0,103817.89000389744
2030,Massachusetts,970.7,17613238.031951897,36.0,92.23263075722092,1287.0,64444.0,18144.883106986603
2032,Massachusetts,970.7,20709002.81104126,26.0,93.7888198757764,1027.0,73479.0,21334.0916977864
2035,Massachusetts,970.7282835751918,97307807.1545898,51.0,95.3971419076105,3813.0,347332.0,100242.06443867608
2038,Massachusetts,970.7,127504468.73367916,142.0,76.03520704140828,5317.0,449987.0,131353.1150032751
2043,Massachusetts,970.7,71426423.26025693,19.0,61.46323795726186,3265.0,255434.0,73582.3872053744
2048,Massachusetts,991.1,156098115.64625257,29.0,96.88839717881343,4680.0,547055.0,157499.8644397665
2052,Massachusetts,970.7,40038360.53917541,48.0,96.69324577861164,2708.0,144457.0,41246.89454947503
2053,Massachusetts,970.7110217313,48460354.67774355,139.0,95.1921058156624,3116.0,173264.0,49922.534712042994
2054,Massachusetts,970.7,31041192.61102296,38.0,94.25729868463266,1799.0,110841.0,31978.152478647327
2056,Massachusetts,970.7,35573321.91492919,50.0,92.74151436031332,2040.0,126651.0,36647.08139994765
2061,Massachusetts,970.7,38665787.8544464,39.0,62.5503355704698,1849.0,137714.0,39832.8915776722
2062,Massachusetts,970.7,189109915.8068753,25.0,98.30929297706314,6566.0,666187.0,194818.08571842514
2066,Massachusetts,970.7,45087171.60566403,72.0,76.67871900826447,4307.0,161983.0,46448.10096390649
2067,Massachusetts,970.709798270893,52910984.50447395,138.0,96.40172717095794,3642.0,191064.0,54507.52078399052
2071,Massachusetts,970.7,4118076.7141357423,6.0,92.28650137741047,226.0,14841.0,4242.378401293646
2072,Massachusetts,970.7,156928617.0983337,107.0,96.5680473372781,6491.0,551726.0,161665.41372033962
2081,Massachusetts,970.7,79868515.25998531,83.0,95.76542269611576,4207.0,285138.0,82279.29871225436
2090,Massachusetts,970.7,87790349.2523499,95.0,96.91310975609755,3518.0,311465.0,90440.24853440805
2093,Massachusetts,970.7,29202715.31683963,31.0,51.50431306543236,1697.0,102996.0,30084.181844895054
2108,Massachusetts,980.8758865248228,8022937.175543212,1.0,95.5223880597015,389.0,29031.0,8179.360187931562
2109,Massachusetts,980.9,10755466.76500244,2.0,98.16272965879266,300.0,38015.0,10964.896284027363
2110,Massachusetts,980.9,8740910.825415034,2.0,93.6,87.0,31763.0,8911.113085345127
2111,Massachusetts,980.9,9937201.434536736,0.0,98.47328244274809,199.0,36201.0,10130.697761786865
2113,Massachusetts,980.9,6054910.688348391,0.0,97.29729729729728,440.0,21195.0,6172.811385817506
2114,Massachusetts,980.8837751855776,23263392.367926028,0.0,96.54747225647348,532.0,82772.0,23716.767425911115
2115,Massachusetts,980.9,46147391.55983278,2.0,97.61686526122824,963.0,164235.0,47045.969578787626
2116,Massachusetts,980.9,35087417.84784545,2.0,97.65258215962442,1448.0,125175.0,35770.63701482868
2118,Massachusetts,980.9,68582320.40587768,3.0,98.226395409494,1629.0,238381.0,69917.74941979579
2119,Massachusetts,980.9,72798041.01372069,36.0,98.5791418016482,2812.0,253456.0,74215.55817486053
2120,Massachusetts,980.9,29762256.016046148,4.0,98.76543209876544,963.0,104050.0,30341.78409220731
2121,Massachusetts,980.9,48426502.3315735,20.0,98.9365237620472,2476.0,169006.0,49369.45899844378
2122,Massachusetts,980.9,65219337.530578606,29.0,99.51690821256038,3573.0,228374.0,66489.28283268285
2124,Massachusetts,980.9,93247749.68525396,58.0,99.17773561037318,6237.0,328173.0,95063.46180574367
2125,Massachusetts,980.9,104082178.34939584,28.0,98.4653670676068,4165.0,361368.0,106108.85752818416
2126,Massachusetts,980.9,48753422.506982446,74.0,98.8115095913261,3773.0,170823.0,49702.74493524564
2127,Massachusetts,980.9,99162006.9652832,16.0,98.13688212927757,4450.0,343334.0,101092.88099223489
2128,Massachusetts,980.9,111625226.22760618,17.0,98.5100485100485,4905.0,386136.0,113798.78298257334
2129,Massachusetts,980.8822608695648,64773419.58299558,14.0,98.6397201710066,2101.0,224635.0,66035.87623816656
2130,Massachusetts,980.9,69874759.11378784,55.0,98.79372738238844,4387.0,247378.0,71235.35438249347
2131,Massachusetts,980.9,52410797.34296266,158.0,98.9429804972458,5177.0,184217.0,53431.33585784755
2132,Massachusetts,980.9,66842788.30798337,145.0,98.62832390807364,6152.0,236135.0,68144.34530327594
2134,Massachusetts,980.9,59363863.27637941,9.0,98.4087518647439,1595.0,207049.0,60519.791290018766
2135,Massachusetts,980.8977448596064,93987779.00563347,45.0,99.05088852988692,4138.0,329415.0,95818.12120394438
2136,Massachusetts,980.8981088347084,69413073.82371216,102.0,98.56028794241152,4960.0,244407.0,70764.8156302124
2138,Massachusetts,970.7020479871504,97387146.942334,67.0,98.04241435562804,3582.0,344330.0,100326.50816414384
2139,Massachusetts,970.7,90083736.01948236,51.0,98.42864502833592,3196.0,317240.0,92802.85981197318
2140,Massachusetts,970.7,42820903.33238216,37.0,98.7956487956488,2024.0,150373.0,44113.42673573932
2141,Massachusetts,970.722242990654,41323673.26502989,6.0,97.79630732578916,1423.0,145401.0,42570.028206748066
2142,Massachusetts,970.7,23464317.114462268,4.0,97.45222929936304,140.0,84016.0,24172.573518555957
2143,Massachusetts,970.7,90103029.33058472,26.0,99.18809201623816,3798.0,312846.0,92822.7354801532
2144,Massachusetts,970.7,43010664.886248775,39.0,99.84173637802397,3970.0,150168.0,44308.91612882329
2145,Massachusetts,970.7,61339287.40726928,18.0,99.2248062015504,3813.0,212681.0,63190.77717860232
2148,Massachusetts,970.7,149605768.8609741,121.0,99.2778841134505,9253.0,526011.0,154121.52968061614
2149,Massachusetts,970.7034760087248,143894466.32815248,78.0,99.1615020051039,7219.0,499729.0,148237.3040630372
2150,Massachusetts,980.8962366252612,111937481.06923208,38.0,98.92170651664324,3688.0,386324.0,114117.55585315428
