zip,state_code,group_id
93105,CA,1
93108,CA,1
93109,CA,1
93110,CA,1
93111,CA,1
93117,CA,1
93202,CA,1
93215,CA,1
93221,CA,1
93223,CA,1
93230,CA,1
93235,CA,1
93245,CA,1
93247,CA,1
93250,CA,1
93257,CA,1
93267,CA,1
93274,CA,1
93277,CA,1
93291,CA,1
93292,CA,1
93301,CA,1
93304,CA,1
93305,CA,1
93306,CA,1
93307,CA,1
93308,CA,1
93309,CA,1
93311,CA,1
93312,CA,1
93313,CA,1
93314,CA,1
93401,CA,1
93405,CA,1
93420,CA,1
93422,CA,1
93424,CA,1
93433,CA,1
93444,CA,1
93445,CA,1
93446,CA,1
93449,CA,1
93454,CA,1
93455,CA,1
93458,CA,1
93465,CA,1
93534,CA,1
93535,CA,1
93536,CA,1
93543,CA,1
93550,CA,1
93551,CA,1
93552,CA,1
93611,CA,1
93612,CA,1
93616,CA,1
93618,CA,1
93619,CA,1
93625,CA,1
93631,CA,1
93635,CA,1
93636,CA,1
93637,CA,1
93638,CA,1
93646,CA,1
93648,CA,1
93650,CA,1
93654,CA,1
93657,CA,1
93662,CA,1
93673,CA,1
93701,CA,1
93702,CA,1
93703,CA,1
93704,CA,1
93705,CA,1
93706,CA,1
93710,CA,1
93711,CA,1
93720,CA,1
93721,CA,1
93722,CA,1
93723,CA,1
93725,CA,1
93726,CA,1
93727,CA,1
93728,CA,1
93730,CA,1
93737,CA,1
93901,CA,1
93905,CA,1
93906,CA,1
93907,CA,1
93908,CA,1
93923,CA,1
93924,CA,1
93933,CA,1
93940,CA,1
93950,CA,1
93953,CA,1
93955,CA,1
94002,CA,1
94005,CA,1
94010,CA,1
94014,CA,1
94015,CA,1
94018,CA,1
94019,CA,1
94022,CA,1
94024,CA,1
94025,CA,1
94027,CA,1
94028,CA,1
94030,CA,1
94037,CA,1
94038,CA,1
94040,CA,1
94041,CA,1
94043,CA,1
94044,CA,1
94061,CA,1
94062,CA,1
94063,CA,1
94065,CA,1
94066,CA,1
94070,CA,1
94080,CA,1
94085,CA,1
94086,CA,1
94087,CA,1
94089,CA,1
94102,CA,1
94103,CA,1
94104,CA,1
94105,CA,1
94107,CA,1
94108,CA,1
94109,CA,1
94110,CA,1
94111,CA,1
94112,CA,1
94114,CA,1
94115,CA,1
94116,CA,1
94117,CA,1
94118,CA,1
94121,CA,1
94122,CA,1
94123,CA,1
94124,CA,1
94127,CA,1
94129,CA,1
94130,CA,1
94131,CA,1
94132,CA,1
94133,CA,1
94134,CA,1
94158,CA,1
94301,CA,1
94303,CA,1
94304,CA,1
94305,CA,1
94306,CA,1
94401,CA,1
94402,CA,1
94403,CA,1
94404,CA,1
94501,CA,1
94502,CA,1
94503,CA,1
94505,CA,1
94506,CA,1
94507,CA,1
94508,CA,1
94509,CA,1
94510,CA,1
94513,CA,1
94514,CA,1
94515,CA,1
94517,CA,1
94518,CA,1
94519,CA,1
94520,CA,1
94521,CA,1
94523,CA,1
94525,CA,1
94526,CA,1
94530,CA,1
94531,CA,1
94533,CA,1
94534,CA,1
94535,CA,1
94536,CA,1
94538,CA,1
94539,CA,1
94541,CA,1
94542,CA,1
94544,CA,1
94545,CA,1
94546,CA,1
94547,CA,1
94549,CA,1
94550,CA,1
94551,CA,1
94552,CA,1
94553,CA,1
94555,CA,1
94556,CA,1
94558,CA,1
94559,CA,1
94560,CA,1
94561,CA,1
94563,CA,1
94564,CA,1
94565,CA,1
94566,CA,1
94568,CA,1
94572,CA,1
94574,CA,1
94576,CA,1
94577,CA,1
94578,CA,1
94579,CA,1
94580,CA,1
94582,CA,1
94583,CA,1
94585,CA,1
94587,CA,1
94588,CA,1
94589,CA,1
94590,CA,1
94591,CA,1
94592,CA,1
94595,CA,1
94596,CA,1
94597,CA,1
94598,CA,1
94599,CA,1
94601,CA,1
94602,CA,1
94603,CA,1
94605,CA,1
94606,CA,1
94607,CA,1
94608,CA,1
94609,CA,1
94610,CA,1
94611,CA,1
94612,CA,1
94618,CA,1
94619,CA,1
94621,CA,1
94702,CA,1
94703,CA,1
94704,CA,1
94705,CA,1
94706,CA,1
94707,CA,1
94708,CA,1
94709,CA,1
94710,CA,1
94720,CA,1
94801,CA,1
94803,CA,1
94804,CA,1
94805,CA,1
94806,CA,1
94901,CA,1
94903,CA,1
94904,CA,1
94920,CA,1
94925,CA,1
94928,CA,1
94930,CA,1
94931,CA,1
94939,CA,1
94941,CA,1
94945,CA,1
94947,CA,1
94949,CA,1
94951,CA,1
94952,CA,1
94954,CA,1
94957,CA,1
94960,CA,1
94965,CA,1
95002,CA,1
95003,CA,1
95004,CA,1
95005,CA,1
95006,CA,1
95007,CA,1
95008,CA,1
95010,CA,1
95012,CA,1
95014,CA,1
95018,CA,1
95019,CA,1
95020,CA,1
95023,CA,1
95030,CA,1
95032,CA,1
95033,CA,1
95035,CA,1
95037,CA,1
95039,CA,1
95043,CA,1
95045,CA,1
95050,CA,1
95051,CA,1
95054,CA,1
95060,CA,1
95062,CA,1
95064,CA,1
95065,CA,1
95066,CA,1
95070,CA,1
95073,CA,1
95076,CA,1
95110,CA,1
95111,CA,1
95112,CA,1
95113,CA,1
95116,CA,1
95117,CA,1
95118,CA,1
95119,CA,1
95120,CA,1
95121,CA,1
95122,CA,1
95123,CA,1
95124,CA,1
95125,CA,1
95126,CA,1
95127,CA,1
95128,CA,1
95129,CA,1
95130,CA,1
95131,CA,1
95132,CA,1
95133,CA,1
95134,CA,1
95135,CA,1
95136,CA,1
95138,CA,1
95139,CA,1
95140,CA,1
95148,CA,1
95202,CA,1
95203,CA,1
95204,CA,1
95205,CA,1
95206,CA,1
95207,CA,1
95209,CA,1
95210,CA,1
95212,CA,1
95215,CA,1
95219,CA,1
95220,CA,1
95231,CA,1
95240,CA,1
95242,CA,1
95258,CA,1
95301,CA,1
95307,CA,1
95316,CA,1
95319,CA,1
95320,CA,1
95322,CA,1
95326,CA,1
95328,CA,1
95330,CA,1
95334,CA,1
95336,CA,1
95337,CA,1
95340,CA,1
95341,CA,1
95348,CA,1
95350,CA,1
95351,CA,1
95354,CA,1
95355,CA,1
95356,CA,1
95357,CA,1
95358,CA,1
95361,CA,1
95366,CA,1
95367,CA,1
95368,CA,1
95380,CA,1
95382,CA,1
95388,CA,1
95389,CA,1
95401,CA,1
95403,CA,1
95404,CA,1
95405,CA,1
95407,CA,1
95409,CA,1
95436,CA,1
95439,CA,1
95441,CA,1
95442,CA,1
95448,CA,1
95452,CA,1
95470,CA,1
95472,CA,1
95476,CA,1
95482,CA,1
95492,CA,1
95501,CA,1
95503,CA,1
95519,CA,1
95521,CA,1
95537,CA,0
95564,CA,1
95602,CA,1
95603,CA,1
95605,CA,1
95608,CA,1
95610,CA,1
95612,CA,1
95616,CA,1
95618,CA,1
95619,CA,1
95620,CA,1
95621,CA,1
95623,CA,1
95624,CA,1
95626,CA,1
95628,CA,1
95630,CA,1
95648,CA,1
95650,CA,1
95652,CA,1
95655,CA,1
95658,CA,1
95660,CA,1
95661,CA,1
95662,CA,1
95663,CA,1
95664,CA,1
95667,CA,1
95670,CA,1
95672,CA,1
95673,CA,1
95677,CA,1
95678,CA,1
95682,CA,1
95683,CA,1
95687,CA,1
95688,CA,1
95691,CA,1
95692,CA,1
95695,CA,1
95703,CA,1
95713,CA,1
95722,CA,1
95742,CA,1
95746,CA,1
95747,CA,1
95757,CA,1
95758,CA,1
95762,CA,1
95765,CA,1
95776,CA,1
95811,CA,1
95814,CA,1
95815,CA,1
95816,CA,1
95817,CA,1
95818,CA,1
95819,CA,1
95820,CA,1
95821,CA,1
95822,CA,1
95823,CA,1
95824,CA,1
95825,CA,1
95826,CA,1
95827,CA,1
95828,CA,1
95829,CA,1
95830,CA,1
95831,CA,1
95832,CA,1
95833,CA,1
95834,CA,1
95835,CA,1
95837,CA,1
95838,CA,1
95841,CA,1
95842,CA,1
95843,CA,1
95864,CA,1
95901,CA,1
95917,CA,1
95926,CA,1
95928,CA,1
95938,CA,1
95945,CA,1
95949,CA,1
95953,CA,1
95959,CA,1
95961,CA,1
95965,CA,1
95966,CA,1
95968,CA,1
95973,CA,1
95982,CA,1
95991,CA,1
95993,CA,1
96001,CA,1
96002,CA,1
96003,CA,1
96007,CA,1
96008,CA,1
96019,CA,1
96022,CA,1
96062,CA,1
96069,CA,1
96073,CA,1
96087,CA,1
96161,CA,1
80002,CO,0
80003,CO,0
80004,CO,0
80005,CO,0
80007,CO,0
80010,CO,0
80011,CO,0
80012,CO,0
80013,CO,0
80014,CO,0
80015,CO,0
80016,CO,0
80017,CO,0
80018,CO,0
80019,CO,0
80020,CO,0
80021,CO,0
80022,CO,0
80023,CO,0
80026,CO,0
80027,CO,0
80030,CO,0
80031,CO,0
80033,CO,0
80045,CO,0
80108,CO,0
80110,CO,0
80111,CO,0
80112,CO,0
80113,CO,0
80118,CO,0
80120,CO,0
80121,CO,0
80122,CO,0
80123,CO,0
80124,CO,0
80125,CO,0
80126,CO,0
80127,CO,0
80128,CO,0
80129,CO,0
80130,CO,0
80132,CO,0
80133,CO,0
80134,CO,0
80137,CO,0
80138,CO,0
80202,CO,0
80203,CO,0
80204,CO,0
80205,CO,0
80206,CO,0
80207,CO,0
80209,CO,0
80210,CO,0
80211,CO,0
80212,CO,0
80214,CO,0
80215,CO,0
80216,CO,0
80218,CO,0
80219,CO,0
80220,CO,0
80221,CO,0
80222,CO,0
80223,CO,0
80224,CO,0
80226,CO,0
80227,CO,0
80228,CO,0
80229,CO,0
80230,CO,0
80231,CO,0
80232,CO,0
80233,CO,0
80234,CO,0
80235,CO,0
80236,CO,0
80237,CO,0
80238,CO,0
80239,CO,0
80241,CO,0
80246,CO,0
80247,CO,0
80249,CO,0
80260,CO,0
80301,CO,0
80302,CO,0
80303,CO,0
80304,CO,1
80305,CO,1
80401,CO,0
80403,CO,0
80465,CO,0
80503,CO,0
80512,CO,0
80514,CO,0
80516,CO,0
80521,CO,0
80524,CO,0
80525,CO,0
80526,CO,0
80528,CO,0
