zip,avg_payback_period,avg_needed_incentives,prop_adopt_1_years_-5500_incentive,prop_adopt_2_years_-5500_incentive,prop_adopt_3_years_-5500_incentive,prop_adopt_4_years_-5500_incentive,prop_adopt_5_years_-5500_incentive
91737,7.060377525862952,12314.637156713005,0.0,0.011,0.794,0.994,1.0
91739,7.066849895059192,12233.889809345517,0.0,0.001,0.788,0.999,1.0
91740,7.224198830328052,12513.599443866175,0.0,0.005,0.734,0.998,1.0
91741,7.223250919789663,12415.957411001176,0.0,0.005,0.74,0.999,1.003
91744,7.225658155832382,12539.479863518776,0.0,0.006,0.766,0.998,1.0
91745,7.234570004649364,12452.761892586108,0.0,0.011,0.742,0.995,1.0
91746,7.222222094357012,12511.067603725143,0.0,0.006,0.755,0.999,1.002
91748,7.2337741834102784,12524.603543058034,0.0,0.0,0.747,0.998,1.001
91750,7.228088249938882,12438.426569286717,0.0,0.004,0.731,0.997,0.999
91752,7.459596055620503,12653.152579579524,0.0,0.003,0.632,0.994,1.0
91754,7.2232154983288765,12423.531819987302,0.0,0.019,0.722,0.991,0.997
91755,7.219311105512999,12436.12643775753,0.0,0.015,0.744,0.99,0.998
91761,7.065558107305384,12456.283227281774,0.0,0.007,0.828,0.998,1.001
91762,7.058665771861537,12433.810735617692,0.0,0.01,0.851,0.997,1.001
91763,7.068140799172225,12492.555375947466,0.0,0.006,0.837,1.002,1.002
91764,7.0604160723790805,12434.746163060885,0.0,0.014,0.844,0.996,0.998
91765,7.230222492166626,12382.291978003284,0.0,0.014,0.73,0.994,0.999
91766,7.223526877812667,12499.655113699311,0.0,0.01,0.756,0.993,1.0
91767,7.224183499779611,12521.9202017543,0.0,0.009,0.757,0.998,1.0
91768,7.223484891578008,12568.196527667465,0.0,0.005,0.765,0.996,1.0
91770,7.234085437828847,12554.249596586178,0.0,0.005,0.763,0.996,1.0
91773,7.236807619849931,12433.556519846905,0.0,0.01,0.742,0.995,1.001
91775,7.224063016361164,12438.329134378082,0.0,0.0,0.747,0.998,1.0
91776,7.219795068785563,12464.7417423235,0.0,0.017,0.742,0.995,0.999
91780,7.232146624082776,12418.630613117717,0.0,0.014,0.753,0.988,1.0
91784,7.06655118123291,12237.653812762926,0.0,0.0,0.771,0.999,1.001
91786,7.073334922160966,12412.481041593364,0.0,0.011,0.829,0.997,1.0
91789,7.227534144823462,12422.07384348565,0.0,0.003,0.717,0.99,0.997
91790,7.223868316682569,12501.709782546019,0.0,0.003,0.746,0.997,1.001
91791,7.231496851619834,12459.361060516452,0.0,0.009,0.734,0.995,0.999
91792,7.226617215509329,12511.736709521969,0.0,0.012,0.753,0.994,1.0
91801,7.216666826751176,12495.029436157038,0.0,0.008,0.745,0.995,0.999
91803,7.2416074221126445,12508.077282102984,0.0,0.014,0.741,0.995,0.999
91902,5.094431451844712,10363.058246948087,0.0,0.069,0.965,1.001,1.002
91910,5.094520225198081,10371.85541927004,0.0,0.06,0.966,1.0,1.0
91911,5.096229269333448,10517.541056228985,0.0,0.034,0.979,0.999,1.0
91913,5.101029756517407,10246.420516930717,0.0,0.085,0.952,1.0,1.001
91914,5.097451681750354,10263.763964502024,0.0,0.092,0.955,0.998,0.999
91915,5.093486420632087,10378.070686882775,0.0,0.062,0.966,1.002,1.002
91932,5.103320814640504,10468.048915231793,0.0,0.04,0.979,0.999,1.0
91935,5.098158136025012,10116.87700105758,0.0,0.124,0.94,1.0,1.0
91941,5.0911754219114345,10391.199327583472,0.0,0.067,0.965,1.001,1.001
91942,5.1105804723989,10406.64159184647,0.0,0.061,0.974,0.997,0.999
91945,5.101500297933827,10518.010493240383,0.0,0.036,0.986,1.001,1.001
91950,5.104629615349881,10504.281599468766,0.0,0.032,0.987,0.999,1.002
91977,5.098215786024915,10461.62134022846,0.0,0.05,0.976,0.998,0.999
91978,5.090418460808163,10469.62364687275,0.0,0.045,0.975,1.001,1.001
92003,5.1017599043362285,10330.704212784982,0.0,0.075,0.96,0.998,0.999
92007,5.093294501953995,10076.037751544078,0.0,0.14,0.932,1.001,1.001
92008,5.096863345582993,10321.211092856054,0.0,0.078,0.962,0.999,1.0
92009,5.095333645367357,10061.840115926767,0.0,0.137,0.923,1.0,1.0
92010,5.099996648670045,10331.884774791995,0.0,0.08,0.956,0.999,1.0
92011,5.092494567116235,10172.369547922915,0.0,0.117,0.945,1.0,1.001
92014,5.089134636449487,10010.707562735057,0.0,0.151,0.921,1.0,1.0
92019,5.101765699131538,10360.391570894137,0.0,0.069,0.966,1.002,1.002
92020,5.098384211611431,10414.500893733135,0.0,0.058,0.979,1.002,1.003
92021,5.097733591486008,10497.081702998448,0.0,0.038,0.979,0.997,0.998
92024,5.095221872411196,10092.783747529318,0.0,0.125,0.935,1.0,1.001
92025,5.10751656479805,10333.35803117268,0.0,0.073,0.963,1.0,1.002
92026,5.102345466527158,10322.571285536405,0.0,0.074,0.963,1.0,1.001
92027,5.104962181227056,10364.436184166403,0.0,0.06,0.972,1.002,1.003
92028,5.0964071688288834,10339.577426304233,0.0,0.069,0.964,1.0,1.0
92029,5.093676797641009,10229.143677336408,0.0,0.1,0.953,1.002,1.002
92037,5.096309721550821,10130.738511208014,0.0,0.126,0.941,1.002,1.002
92040,5.100526725289296,10387.484578266743,0.0,0.068,0.964,0.999,0.999
92054,5.104896616252548,10517.380796295023,0.0,0.032,0.983,0.997,0.999
92056,5.098534408078948,10446.127834551331,0.0,0.042,0.975,0.997,0.999
92057,5.096537150690834,10378.92114728139,0.0,0.07,0.967,0.999,1.0
92058,5.095689290770568,10531.08436859273,0.0,0.026,0.984,0.999,1.0
92059,4.8390303905227166,10010.209163538058,0.0,0.081,0.977,1.003,1.003
92064,5.096615800734088,10310.921221329052,0.0,0.089,0.958,0.999,1.0
92067,5.100882786216241,9817.919360588396,0.0,0.194,0.897,0.999,1.001
92069,5.103559136353516,10375.911893493478,0.0,0.065,0.971,0.999,1.0
92071,5.096746714603322,10390.249523611394,0.0,0.069,0.969,1.0,1.0
92075,5.103226759127868,10119.757165051133,0.0,0.114,0.934,1.0,1.0
92078,5.100551940128747,10246.851833849396,0.0,0.096,0.955,1.0,1.001
92081,5.088988709862309,10385.418056559742,0.0,0.058,0.965,1.0,1.0
92082,5.092011593562909,10375.15679981008,0.0,0.063,0.966,0.999,0.999
92083,5.098471678136454,10509.871120333142,0.0,0.036,0.982,1.0,1.0
92084,5.10352041709955,10383.307414598972,0.0,0.059,0.965,0.998,1.0
92091,5.1242949494114045,9960.590141576396,0.0,0.147,0.926,0.995,0.998
92101,5.103992499220284,10261.631368584762,0.0,0.084,0.956,0.997,0.998
92102,5.094944327238771,10480.986109120902,0.0,0.033,0.983,1.0,1.0
92103,5.098526403018708,10378.582413017639,0.0,0.068,0.967,0.999,1.0
92104,5.095371181225454,10465.178475555174,0.0,0.048,0.977,0.999,1.0
92105,5.091713390347944,10495.582385233174,0.0,0.033,0.98,0.999,0.999
92106,5.103171552397075,10088.587654261819,0.0,0.134,0.932,0.997,0.999
92107,5.096702421542693,10282.664469248288,0.0,0.08,0.959,1.0,1.0
92108,5.104306826424628,10403.402057218076,0.0,0.054,0.971,0.998,0.998
92109,5.094251971182884,10321.415527626574,0.0,0.082,0.963,1.0,1.0
92110,5.0999312966019605,10348.168698075386,0.0,0.069,0.965,1.001,1.001
92111,5.096993058267572,10442.948234632782,0.0,0.05,0.975,0.998,0.999
92113,5.10186053271062,10517.740530477326,0.0,0.035,0.978,0.996,0.998
92114,5.100284821582721,10501.353339259531,0.0,0.038,0.978,0.999,1.0
92115,5.097598370266533,10463.199967746199,0.0,0.053,0.977,0.998,0.999
92116,5.098507629020655,10430.683085552824,0.0,0.053,0.975,1.0,1.001
92117,5.0930037699510535,10384.165596509956,0.0,0.066,0.963,1.0,1.001
92118,5.10599137759969,10167.155444419272,0.0,0.115,0.942,0.999,1.001
92119,5.093080699720484,10331.211503748362,0.0,0.076,0.961,1.0,1.0
92120,5.096471101147632,10228.10538742023,0.0,0.089,0.949,1.0,1.0
92121,5.110283247108013,10151.819689873748,0.0,0.115,0.946,0.999,1.002
92122,5.102535316630201,10202.105716526952,0.0,0.107,0.949,0.998,1.0
92123,5.096804045827545,10341.253027850082,0.0,0.072,0.964,1.0,1.0
92124,5.097304168482709,10361.515250592856,0.0,0.067,0.961,0.998,0.998
92126,5.096259785148696,10314.391940132899,0.0,0.073,0.959,1.0,1.001
92127,5.090691493488246,10059.200252301876,0.0,0.139,0.924,1.0,1.0
92128,5.0988750710051765,10291.34441479393,0.0,0.091,0.95,0.997,0.998
92129,5.097291185094432,10181.123970369248,0.0,0.115,0.937,1.0,1.001
92130,5.101566718078237,9908.791592488757,0.0,0.166,0.905,0.999,1.0
92131,5.097131566938513,10068.12782816192,0.0,0.131,0.929,1.0,1.0
92139,5.096962172841192,10492.482003688177,0.0,0.037,0.977,0.999,0.999
92154,5.098048365579629,10504.022583409205,0.0,0.042,0.983,1.0,1.001
92173,5.095001241051253,10385.992581445578,0.0,0.05,0.976,1.001,1.002
92201,7.454349281306016,12714.680146041665,0.0,0.005,0.632,0.997,1.0
92203,7.454401622215446,12642.570913558811,0.0,0.0,0.639,0.993,1.0
92210,7.4588275979428955,12477.155557647351,0.0,0.004,0.622,0.984,0.999
92211,7.451641170587288,12623.797223057807,0.0,0.004,0.635,0.997,1.001
92220,7.461007538945835,12698.468306484503,0.0,0.011,0.625,0.995,1.0
92223,7.451497555120134,12701.820789772704,0.0,0.004,0.634,0.996,1.0
92231,7.073500293743466,12442.533459477141,0.0,0.001,0.839,0.996,1.001
92234,7.459706303019395,12642.959281251184,0.0,0.006,0.632,0.993,1.001
92236,7.1090092321499965,12525.741240483801,0.0,0.006,0.835,0.996,0.999
92240,7.466741458983468,12735.192654605173,0.0,0.0,0.62,0.996,1.0
92241,7.465129769292778,12671.612091461828,0.0,0.013,0.639,0.992,0.998
92243,7.062477902817717,12414.96967336203,0.0,0.01,0.855,0.995,1.001
92249,7.081367468917831,12280.570449565355,0.0,0.026,0.809,0.991,1.0
92251,4.821318349383148,10016.456919439726,0.0,0.052,0.98,1.001,1.001
92253,7.45439364479832,12611.358865297072,0.0,0.002,0.627,0.994,0.998
92260,7.466922206198497,12630.912683592578,0.0,0.004,0.616,0.996,1.002
92262,7.461823118969356,12605.05416062253,0.0,0.005,0.627,0.994,0.999
92264,7.465100745837943,12622.553234307275,0.0,0.006,0.638,0.994,0.999
92270,7.451141836465591,12489.610921488818,0.0,0.008,0.628,0.993,1.001
92274,4.847702343736062,10166.126676308279,0.0,0.03,0.988,1.0,1.0
92276,7.456255969379834,12770.844609890115,0.0,0.006,0.632,0.998,1.0
92277,7.066923615178184,12415.054074740307,0.0,0.019,0.867,0.994,1.0
92283,7.410149623412117,12575.735813085823,0.0,0.019,0.648,0.994,1.0
92301,7.065871713391603,12482.300562999908,0.0,0.004,0.861,0.995,0.999
92307,7.069797635448372,12403.742258267375,0.0,0.011,0.828,0.998,1.001
92308,7.070138400925922,12435.891403390448,0.0,0.014,0.844,0.999,1.002
92311,7.060846409407443,12357.418075950658,0.0,0.016,0.845,0.992,0.999
92313,7.06084656877823,12478.130049809111,0.0,0.0,0.834,0.998,0.998
92314,7.073534813802568,12394.394630406056,0.0,0.008,0.835,0.993,0.999
92315,7.072493670483787,12368.634087822453,0.0,0.013,0.829,0.997,1.001
92316,7.060713100279891,12463.200848462438,0.0,0.008,0.844,0.994,0.997
92320,7.462187824995946,12750.487164140852,0.0,0.0,0.623,0.999,1.002
92321,7.075905219016937,12158.31792043357,0.0,0.032,0.857,0.986,1.0
92324,7.0794495655912915,12501.679898434939,0.0,0.001,0.841,0.997,0.999
92325,7.0622279219812825,12458.771339690764,0.0,0.008,0.847,1.0,1.003
92333,5.669930136899672,11261.891178688802,0.0,0.02,0.981,0.999,1.0
92335,7.06388106892331,12485.923540274021,0.0,0.005,0.847,0.998,1.002
92336,7.063091024230362,12355.699831199128,0.0,0.002,0.806,0.997,0.998
92337,7.067142689852409,12478.811414455322,0.0,0.004,0.819,1.001,1.001
92342,7.069228063873042,12463.919615337194,0.0,0.005,0.839,0.998,0.999
92344,7.056674558361607,12383.925671321691,0.0,0.008,0.821,0.996,1.0
92345,7.062226134235347,12466.921770040222,0.0,0.012,0.853,0.998,1.0
92346,7.061778664872189,12403.785616128316,0.0,0.011,0.827,0.999,1.001
92352,7.066446284495938,12353.984888940062,0.0,0.0,0.805,0.998,1.0
92354,7.060990172853354,12345.293712532617,0.0,0.018,0.827,0.998,1.003
92358,7.06542427229529,12544.610483190625,0.0,0.0,0.863,0.996,0.998
92359,7.057379782206967,12464.47006758974,0.0,0.004,0.83,0.999,1.001
92363,7.047943561453508,12370.144985012283,0.0,0.019,0.825,0.997,1.001
92373,7.072481086212896,12364.067108020281,0.0,0.0,0.812,0.998,1.002
92374,7.0600406117801375,12400.409913504573,0.0,0.009,0.82,0.998,1.001
92376,7.053531582748961,12434.928709081254,0.0,0.012,0.837,0.995,0.999
92377,7.066051298828196,12381.32501892852,0.0,0.0,0.823,0.997,0.998
92378,7.0595688351061705,12582.850519837759,0.0,0.0,0.852,1.0,1.0
92386,7.0716676742057185,12350.396924130342,0.0,0.023,0.847,0.992,1.0
92391,7.047715455848144,12455.743303219564,0.0,0.013,0.822,0.995,1.0
92392,7.071521905319759,12471.571853608764,0.0,0.006,0.838,0.998,1.0
92394,7.05326890743976,12359.15564837212,0.0,0.014,0.838,0.991,0.999
92395,7.063207807201617,12431.205457027927,0.0,0.011,0.845,0.994,0.999
92399,7.069611668366453,12369.857472028247,0.0,0.013,0.811,0.997,1.0
92401,7.055069245692109,12427.607548806413,0.0,0.007,0.826,0.998,1.001
92404,7.064163721125075,12417.772639927738,0.0,0.015,0.843,0.995,1.0
92405,7.07442465528497,12405.041447705344,0.0,0.011,0.864,0.993,1.001
92407,7.059725940963859,12434.708391390042,0.0,0.005,0.826,0.996,0.999
92408,7.069626122125644,12336.035301851667,0.0,0.025,0.84,0.993,1.0
92410,7.064829414131504,12421.895814626061,0.0,0.018,0.843,0.995,1.0
92411,7.065072162180916,12466.023495517795,0.0,0.007,0.841,0.996,0.999
92501,7.465052330374442,12632.839103188899,0.0,0.01,0.627,0.991,0.998
92503,7.459269743789914,12679.779988005352,0.0,0.0,0.616,0.995,1.001
92504,7.4545477315700515,12695.499883329823,0.0,0.004,0.638,0.993,1.0
92505,7.447531868972248,12685.669268805881,0.0,0.008,0.618,0.997,1.0
92506,7.459120382099818,12642.511304207392,0.0,0.0,0.621,0.993,1.0
92507,7.462624594302825,12665.539253333149,0.0,0.002,0.614,0.993,1.0
92508,7.461528198950208,12551.923844717114,0.0,0.0,0.632,0.989,0.998
92509,7.444316389887226,12700.073256111695,0.0,0.004,0.636,0.997,1.001
92518,7.457514285556999,12633.874428107883,0.0,0.017,0.629,0.993,1.0
92530,4.845852821692115,10164.118550841931,0.0,0.039,0.986,0.999,1.0
92532,7.455042021002112,12655.143188446436,0.0,0.006,0.61,0.995,0.999
92543,7.455386418449719,12615.142542841295,0.0,0.02,0.632,0.993,0.999
92544,7.459571893428473,12696.76044758869,0.0,0.005,0.618,0.997,1.001
92545,7.458981995143231,12712.35606657328,0.0,0.002,0.623,0.994,0.999
92548,7.461838047435685,12780.388663149031,0.0,0.0,0.632,0.998,1.001
92551,7.454877281967212,12727.877665402806,0.0,0.008,0.618,0.999,1.002
92553,7.459074083242291,12705.223112382688,0.0,0.009,0.633,0.993,0.999
92555,7.453311020265935,12659.131348131637,0.0,0.003,0.616,0.993,0.997
92557,7.454587624697163,12697.607916420875,0.0,0.005,0.616,0.997,1.001
92562,4.845052439316236,9985.621743318748,0.0,0.081,0.968,1.0,1.0
92563,7.458209151851015,12614.838822163163,0.0,0.006,0.602,0.994,1.0
92567,7.4553101827817,12619.560687970064,0.0,0.006,0.637,0.991,1.001
92570,7.457235244923655,12673.567093582558,0.0,0.011,0.605,0.995,1.0
92571,7.459943256077155,12723.630859772005,0.0,0.0,0.616,0.997,1.001
92582,7.441292137827149,12636.643036944102,0.0,0.008,0.612,0.992,0.999
92583,7.455616892529533,12739.161114396617,0.0,0.009,0.625,0.997,1.001
92584,7.4543330082585975,12663.470575948919,0.0,0.002,0.607,0.996,0.999
92585,7.462695707831754,12670.780085423547,0.0,0.0,0.629,0.992,1.0
92586,7.452523810863108,12732.553508666279,0.0,0.008,0.623,0.998,1.002
92587,7.4543106964599595,12617.207471567946,0.0,0.005,0.613,0.991,0.999
92590,4.853609508574284,9978.746874615046,0.0,0.074,0.969,0.998,0.999
92591,7.45527441495346,12613.622774569607,0.0,0.006,0.615,0.998,1.001
92592,4.843901955449243,9920.680197806696,0.0,0.106,0.96,1.001,1.002
92595,7.455770332858836,12623.852162198193,0.0,0.006,0.604,0.996,1.0
92596,7.450178229205852,12646.207271169005,0.0,0.005,0.62,0.995,1.001
92602,8.124057373898752,12907.180023175966,0.0,0.004,0.333,0.98,1.0
92603,8.125632839262385,12794.40209966679,0.0,0.0,0.413,0.973,1.002
92604,8.114368190903201,12955.502962427676,0.0,0.002,0.312,0.992,1.0
92606,8.127655694335076,12816.894680876532,0.0,0.004,0.36,0.98,1.0
92610,8.112717029555464,12876.754996648759,0.0,0.0,0.337,0.985,1.0
92612,8.133286471484794,12959.576584903602,0.0,0.0,0.31,0.986,1.0
92614,8.114770333214432,12837.512018143416,0.0,0.013,0.331,0.981,1.0
92617,8.097957870036225,12694.802975379858,0.0,0.024,0.361,0.971,0.999
92618,8.111069377822115,12814.70107086679,0.0,0.014,0.339,0.983,1.002
92620,8.111751188342271,12807.31966569717,0.0,0.011,0.337,0.983,0.999
92624,5.266275826216153,10477.088219597119,0.0,0.097,0.939,1.001,1.001
92625,8.110303905630023,12777.264255729788,0.0,0.004,0.385,0.985,1.001
92626,8.11185213408045,12955.952551070892,0.0,0.009,0.295,0.989,1.0
92627,8.115730297232217,13009.97164932507,0.0,0.0,0.307,0.987,0.999
92629,5.279333401494337,10449.978758729812,0.0,0.09,0.942,0.997,0.999
92630,5.272509873802634,10493.054423796675,0.0,0.084,0.946,1.001,1.002
92637,5.286583935706443,10711.170963486837,0.0,0.039,0.982,0.996,1.0
92646,8.11747082694717,12991.647101851153,0.0,0.0,0.308,0.989,0.999
92647,8.106679576038657,12964.534859427278,0.0,0.006,0.289,0.991,1.001
92648,8.110886726754696,12973.84428088643,0.0,0.005,0.304,0.988,1.002
92649,8.121922470498918,12967.256825587758,0.0,0.0,0.321,0.992,0.999
92651,5.272239854638225,10269.168949692914,0.0,0.137,0.917,1.0,1.0
92653,5.273411482315163,10523.226908523693,0.0,0.079,0.949,0.997,0.998
92655,8.12228661822897,12927.484558806409,0.0,0.016,0.291,0.983,1.001
92656,5.275397976941979,10510.716569483782,0.0,0.09,0.95,1.001,1.002
92657,8.102013820589494,12741.67078043803,0.0,0.008,0.394,0.985,1.001
92660,8.123307425031975,12811.544995343924,0.0,0.0,0.379,0.978,1.0
92661,8.108036069409964,12710.58780158759,0.0,0.002,0.423,0.97,0.999
92662,8.114800929515473,12890.850847191512,0.0,0.0,0.368,0.979,1.0
92663,8.107307428991469,12856.957393930286,0.0,0.008,0.35,0.979,1.0
92672,5.27451148028216,10512.354148896842,0.0,0.088,0.943,0.997,0.998
92673,5.272758537563616,10274.155823457779,0.0,0.134,0.92,1.001,1.002
92675,5.271588591559802,10538.0068242408,0.0,0.074,0.95,1.001,1.001
92676,8.117011774658216,12899.950967613953,0.0,0.004,0.35,0.985,1.001
92677,5.269248222114998,10440.460809390996,0.0,0.095,0.939,0.999,0.999
92679,5.2687198891807565,10196.30891433667,0.0,0.157,0.908,1.002,1.002
92683,8.134808858209249,12975.4734523713,0.0,0.0,0.284,0.982,0.999
92688,5.2710551287559175,10431.337689714004,0.0,0.101,0.939,0.998,0.999
92691,5.271161010793584,10542.599975937093,0.0,0.079,0.948,1.0,1.0
92692,5.272206548518498,10382.600681831726,0.0,0.116,0.932,0.997,0.998
92694,5.276942936372922,10211.55780156582,0.0,0.154,0.91,0.997,0.998
92701,8.11904621122132,13124.474689330988,0.0,0.0,0.236,0.994,0.999
92703,8.121637504672508,13080.953720592915,0.0,0.003,0.248,0.995,1.0
92704,8.116204366274575,13097.033819714985,0.0,0.0,0.264,0.99,0.999
92705,8.113977498148126,12890.044906148038,0.0,0.004,0.341,0.98,1.0
92706,8.119103931404762,13043.114512225753,0.0,0.0,0.282,0.993,1.0
92707,8.118572680106178,13103.149334387834,0.0,0.0,0.254,0.992,1.0
92708,8.125953353192113,13004.980927571305,0.0,0.0,0.297,0.989,1.001
92780,8.116180352732908,13040.917110423155,0.0,0.001,0.288,0.991,1.001
92782,8.116197671489049,12906.671623208425,0.0,0.002,0.353,0.982,0.999
92801,8.121762400054491,13131.024941510788,0.0,0.0,0.248,0.992,1.001
92802,8.10708263552009,13042.27340040813,0.0,0.005,0.249,0.992,1.0
92804,8.11778423292204,13026.380635173025,0.0,0.005,0.261,0.987,0.998
92805,8.109669945233415,13078.047080254779,0.0,0.003,0.274,0.993,1.0
92806,8.105456476428383,13008.09490883259,0.0,0.004,0.292,0.985,0.999
92807,8.115994356342693,12947.760017151182,0.0,0.001,0.329,0.982,0.999
92808,8.111210919335033,12945.552481988874,0.0,0.0,0.342,0.986,1.0
92821,8.102441167237771,12947.061498216763,0.0,0.006,0.314,0.982,0.999
92823,8.101657228846056,12782.846667779248,0.0,0.008,0.392,0.976,1.0
92831,8.117344641274656,12926.811654710611,0.0,0.003,0.303,0.985,1.0
92832,8.122461401020884,13036.772661539619,0.0,0.0,0.276,0.992,1.0
92833,8.10534228968104,12957.28765435874,0.0,0.011,0.302,0.988,1.0
92835,8.101995587003103,12878.095469045915,0.0,0.007,0.333,0.984,1.001
92840,8.104974866909345,13069.960743845124,0.0,0.0,0.263,0.991,1.0
92841,8.113006271972553,13039.34565904098,0.0,0.009,0.266,0.991,1.001
92843,8.119512296257293,13070.957674075215,0.0,0.001,0.268,0.993,0.999
92844,8.119693679213453,13006.058946059311,0.0,0.002,0.287,0.986,1.0
92845,8.11005977202094,12986.159741889138,0.0,0.003,0.317,0.984,1.0
92860,7.460449628455646,12575.349662231227,0.0,0.004,0.619,0.99,0.999
92861,8.116495995670567,12735.660955809944,0.0,0.003,0.392,0.975,1.001
92865,8.109408450058988,12997.26282275661,0.0,0.003,0.304,0.984,0.999
92866,8.130584896536964,12957.188635356937,0.0,0.005,0.287,0.985,1.002
92867,8.115134359949176,12936.079146874481,0.0,0.002,0.333,0.983,1.0
92868,8.109327959891756,13047.554267343223,0.0,0.007,0.278,0.992,0.999
92869,8.11745552460269,12955.531414429066,0.0,0.0,0.348,0.993,1.001
92870,8.12541033440918,13009.137523487829,0.0,0.0,0.301,0.983,0.998
92879,7.4580701068111,12687.33293898864,0.0,0.0,0.617,0.995,1.0
92880,7.4472954976134496,12501.05219217668,0.0,0.001,0.628,0.994,1.0
92881,7.451536810100755,12521.303693945145,0.0,0.005,0.604,0.992,1.0
92882,7.445132579363138,12603.611216034627,0.0,0.007,0.625,0.997,0.999
92883,7.451319085221164,12504.512636675252,0.0,0.012,0.634,0.986,1.0
92886,8.112165992228267,12925.448392564465,0.0,0.003,0.346,0.986,1.001
92887,8.1148293554348,12854.11292977641,0.0,0.0,0.366,0.98,1.002
93001,7.757746000319766,12869.931165862352,0.0,0.001,0.454,0.995,1.0
93003,7.75890128566397,12795.237545673028,0.0,0.003,0.469,0.989,0.998
93004,7.752835224648514,12819.363489158484,0.0,0.001,0.481,0.993,1.001
93010,7.746056086338165,12776.148953279442,0.0,0.008,0.474,0.994,1.001
93012,7.755495586297346,12790.89410468493,0.0,0.003,0.475,0.992,1.001
93013,7.714159166197453,12706.68965220951,0.0,0.0,0.509,0.993,1.0
93021,7.747774459321868,12746.732765402694,0.0,0.0,0.492,0.987,1.001
93022,7.757031046772393,12841.170298774026,0.0,0.0,0.448,0.992,1.001
93023,7.755625895561003,12802.727219335788,0.0,0.0,0.478,0.988,0.999
93030,7.754405023349092,12866.896276547337,0.0,0.007,0.458,0.994,1.002
93033,7.752186439912074,12921.754701553315,0.0,0.001,0.45,0.998,1.002
93035,7.746933266039706,12804.38981520132,0.0,0.006,0.48,0.989,0.999
93036,7.741671238810251,12872.683108716074,0.0,0.006,0.452,0.994,1.0
93041,7.749052465756475,12916.478466795757,0.0,0.003,0.433,0.996,1.0
93060,7.751411143955509,12912.877370056582,0.0,0.0,0.434,0.995,0.999
93063,7.747802694442677,12785.602722676244,0.0,0.007,0.466,0.993,1.0
93065,7.7525838725755,12801.796194048393,0.0,0.006,0.466,0.996,1.0
93066,7.751364095930176,12697.958618658538,0.0,0.0,0.498,0.986,0.999
93101,7.698437748092876,12749.417541322297,0.0,0.009,0.486,0.986,1.0
93103,7.7035366183433815,12725.490477218591,0.0,0.005,0.484,0.994,1.0
93105,6.127938160292759,11368.663282680041,0.0,0.055,0.898,0.997,0.999
93108,7.693569410116553,12420.654078681742,0.0,0.007,0.571,0.975,0.998
93109,7.70771507536163,12598.724758940281,0.0,0.007,0.525,0.985,0.999
93110,7.724022743469497,12692.711760916107,0.0,0.0,0.491,0.991,1.0
93111,7.702904285186791,12675.709376297556,0.0,0.006,0.509,0.99,0.998
93117,6.151680636028157,11399.552749111694,0.0,0.056,0.919,0.994,1.0
93202,8.121776759488588,13152.156290795148,0.0,0.0,0.183,0.996,1.001
93215,6.426633312863852,11983.404470321584,0.0,0.012,0.978,0.998,1.0
93221,8.17103399594297,13122.010851704623,0.0,0.0,0.22,0.993,1.0
93223,8.160419471273563,13192.457202392068,0.0,0.003,0.191,0.998,1.001
93230,6.452560040128519,11969.815444298387,0.0,0.014,0.969,0.996,0.999
93235,8.16435971186091,13106.355077675113,0.0,0.009,0.17,0.99,1.001
93245,6.45141194985587,11941.780004071337,0.0,0.016,0.961,0.997,0.998
93247,8.18829859321175,13063.937429218697,0.0,0.009,0.207,0.99,1.0
93250,6.43574468533842,11940.695733950874,0.0,0.025,0.976,0.993,0.999
93257,8.180009856808908,13153.372805472873,0.0,0.0,0.191,0.993,1.001
93267,8.173430520895613,13098.591443671885,0.0,0.004,0.184,0.993,1.001
93274,6.504796022570366,12001.632178789328,0.0,0.018,0.974,0.998,1.002
93277,8.170238108775216,13113.305543302806,0.0,0.0,0.202,0.991,1.0
93291,6.495603977671526,11944.073622566624,0.0,0.017,0.955,0.994,0.998
93292,6.493923387372737,11980.715523873554,0.0,0.019,0.958,0.995,0.998
93301,6.446042176621465,11839.071684862438,0.0,0.027,0.962,0.994,1.001
93304,6.442579188100452,11925.169026088659,0.0,0.025,0.963,0.996,0.999
93305,6.4339583772017175,11923.557624804673,0.0,0.02,0.967,0.996,1.001
93306,6.43545821064984,11946.50297156367,0.0,0.012,0.964,0.997,1.0
93307,6.43111341209711,12003.3286397926,0.0,0.013,0.972,0.997,0.999
93308,6.440345725075963,11934.543083624183,0.0,0.015,0.967,0.994,0.999
93309,6.435247934830776,11932.124501011807,0.0,0.016,0.969,0.996,1.001
93311,6.42665221662658,11827.430993923796,0.0,0.007,0.927,0.998,0.999
93312,6.43145707783393,11832.006411528784,0.0,0.03,0.948,1.0,1.002
93313,6.431327600522968,11962.19065514709,0.0,0.013,0.97,1.002,1.002
93314,6.431274480853145,11822.447369577269,0.0,0.022,0.924,0.996,0.998
93401,6.099674768927692,11445.875569223712,0.0,0.05,0.941,0.998,1.001
93405,6.114183073536641,11410.82379717857,0.0,0.041,0.941,0.996,1.001
93420,6.089781863167758,11529.784301347721,0.0,0.043,0.947,0.998,0.999
93422,6.080504807705702,11537.78940819605,0.0,0.042,0.951,1.001,1.001
93424,6.0950148518856935,11425.092313752073,0.0,0.032,0.921,1.0,1.001
93433,6.095067983163111,11647.820391068231,0.0,0.007,0.971,1.002,1.002
