zip,avg_payback_period,avg_needed_incentives,prop_adopt_1_years_500_incentive,prop_adopt_2_years_500_incentive,prop_adopt_3_years_500_incentive,prop_adopt_4_years_500_incentive,prop_adopt_5_years_500_incentive
36607,14.447451493513856,10503.985256326278,0.012,0.012,0.012,0.012,0.012
36608,14.421220899756289,10418.817851437421,0.019,0.019,0.019,0.019,0.019
36609,14.448986009958638,10501.289199466859,0.009,0.009,0.009,0.009,0.009
36610,14.43569768487497,10525.332795177324,0.006,0.006,0.006,0.006,0.006
36611,14.446124999185608,10499.722745898853,0.007,0.007,0.007,0.007,0.007
36612,14.414280576908025,10514.581244893454,0.009,0.009,0.009,0.009,0.009
36613,14.498739963413819,10733.901145271057,0.006,0.006,0.006,0.006,0.006
36617,14.50226788852039,10665.203854100235,0.005,0.005,0.005,0.005,0.005
36618,14.540249520806451,10760.226491223231,0.0,0.0,0.0,0.0,0.0
36619,14.478344773225636,10628.495303815911,0.013,0.013,0.013,0.013,0.013
36693,14.511419019584396,10659.060201983799,0.007,0.007,0.007,0.007,0.007
36695,14.51729822586618,10636.854941976493,0.001,0.001,0.001,0.001,0.001
36752,14.717664170875773,10703.180892761566,0.011,0.011,0.011,0.011,0.011
36801,14.673028060825512,10668.245609876582,0.012,0.012,0.012,0.012,0.012
36804,14.644736187835656,10635.428424342103,0.008,0.008,0.008,0.008,0.008
36830,14.65087997781068,10472.004026842485,0.0,0.0,0.0,0.0,0.0
36832,14.513520758935458,10212.06147284552,0.014,0.014,0.014,0.014,0.014
36856,16.14789028960514,11440.476782588608,0.0,0.0,0.0,0.0,0.0
36867,14.660810731418351,10531.286500267383,0.015,0.015,0.015,0.015,0.015
36869,14.716263076368728,10658.980608269017,0.004,0.004,0.004,0.004,0.004
36870,14.583419178843172,10512.212638610628,0.02,0.02,0.02,0.02,0.02
36875,14.82731350003581,10930.95896595765,0.005,0.005,0.005,0.005,0.005
36877,14.709639875695352,10785.385461269161,0.004,0.004,0.004,0.004,0.004
36879,14.766991738054646,10832.511398809043,0.0,0.0,0.0,0.0,0.0
71601,18.44092998653012,11821.501705145358,0.0,0.014,0.036,0.09,0.972
71602,18.4981539597233,11889.094323489368,0.0,0.0,0.032,0.061,0.974
71603,18.500535859398756,11869.13714782852,0.0,0.0,0.044,0.076,0.97
71837,18.474955804953083,11783.809936203807,0.0,0.02,0.047,0.076,0.964
71854,18.551550263721726,11842.20053195958,0.0,0.01,0.039,0.088,0.965
71901,19.06071976164091,12008.32513194003,0.0,0.003,0.028,0.061,0.966
71913,19.061050203799176,12064.273151336092,0.0,0.0,0.02,0.056,0.969
71956,19.059937069991218,12104.981175130293,0.0,0.005,0.014,0.029,0.979
71964,19.05906064817507,12147.535968923434,0.0,0.0,0.005,0.013,0.993
71968,19.060805523193995,12113.320640353064,0.0,0.004,0.012,0.015,0.985
72002,18.819420033701274,12006.46981584511,0.0,0.0,0.021,0.06,0.967
72007,18.665735896622806,12003.46054786218,0.0,0.0,0.008,0.051,0.981
72011,18.765057158502188,12004.38099103902,0.0,0.001,0.021,0.047,0.976
72012,18.69576255925093,11976.17485703322,0.0,0.004,0.025,0.04,0.978
72015,18.81644925188868,12002.290836133829,0.0,0.0,0.028,0.055,0.979
72019,18.815797007483457,11971.594399991738,0.0,0.0,0.029,0.065,0.97
72022,18.764234270786798,11981.552093935856,0.0,0.01,0.022,0.044,0.976
72023,18.675776408102873,12000.772427408709,0.0,0.0,0.016,0.046,0.979
72065,18.816619474234113,11964.259282577976,0.0,0.0,0.029,0.068,0.958
72068,18.638636164171967,11981.606880848183,0.0,0.0,0.021,0.034,0.99
72076,18.735330715993143,11931.104017200309,0.0,0.005,0.033,0.061,0.976
72081,18.695566105951052,11998.471773703988,0.0,0.0,0.018,0.046,0.976
72082,18.6996162793985,12012.49217316421,0.0,0.0,0.016,0.031,0.986
72086,18.669105448034287,11947.067415028561,0.0,0.0,0.03,0.07,0.965
72103,18.76931568176707,12001.133828674965,0.0,0.006,0.019,0.037,0.982
72113,18.85992459184879,11993.353687810095,0.0,0.0,0.024,0.074,0.957
72114,18.864543859562282,11811.07624813592,0.0,0.0,0.068,0.115,0.934
72116,18.859280499358444,11989.727200218855,0.0,0.0,0.026,0.067,0.968
72117,18.712633088963425,11831.31272618619,0.0,0.012,0.056,0.085,0.957
72118,18.78763076177635,11963.351409983148,0.0,0.007,0.032,0.052,0.971
72120,18.858896184242443,12012.843582324793,0.0,0.003,0.02,0.053,0.974
72135,18.85845598451814,11969.58718529255,0.0,0.0,0.021,0.097,0.955
72142,18.659761044661014,11883.423333643881,0.0,0.003,0.044,0.076,0.973
72143,18.693900764575034,11940.91864542358,0.0,0.001,0.034,0.056,0.974
72167,18.821793532225307,11933.56600806597,0.0,0.003,0.036,0.083,0.944
72176,18.4999956495374,11844.81473908793,0.001,0.017,0.038,0.059,0.978
72201,18.732226160239495,11840.271195244331,0.0,0.004,0.053,0.111,0.944
72202,18.724433951237206,11826.382292460194,0.0,0.011,0.05,0.11,0.951
72204,18.725424140995624,11887.263829230578,0.0,0.012,0.045,0.07,0.972
72205,18.858920202404043,11965.550276918575,0.0,0.005,0.032,0.072,0.965
72206,18.85751122615062,11913.704692179474,0.0,0.0,0.039,0.084,0.959
72207,18.861834185491176,11892.053040806217,0.0,0.002,0.044,0.127,0.933
72209,18.861405731791717,11928.89090001853,0.0,0.002,0.042,0.062,0.969
72210,18.86182140859938,12030.51411147184,0.0,0.0,0.022,0.044,0.977
72211,18.796942913781113,11932.681218869986,0.0,0.004,0.038,0.086,0.961
72212,18.85981473974334,11880.240513373134,0.0,0.0,0.04,0.14,0.937
72223,18.86121417261182,11903.358718397873,0.0,0.0,0.04,0.126,0.93
72227,18.864435916799533,11868.048065795478,0.0,0.0,0.054,0.124,0.929
72364,18.77759656251126,11945.097263684094,0.0,0.005,0.035,0.07,0.974
72376,18.87304281424848,11989.155674979515,0.0,0.001,0.027,0.068,0.953
72401,18.713984197619556,11928.214631597846,0.0,0.0,0.036,0.072,0.961
72404,18.71182143908888,11965.237066716592,0.0,0.003,0.032,0.058,0.963
72411,18.711549115363887,12050.317977384972,0.0,0.002,0.007,0.016,0.994
72416,18.708456573691645,11980.746152333159,0.0,0.004,0.021,0.045,0.973
72417,18.70884823593149,12074.697547205591,0.0,0.0,0.003,0.007,1.001
72701,16.68947255533442,11172.578974995353,0.0,0.036,0.088,0.226,0.963
72703,16.91760180320478,11386.630378454049,0.0,0.011,0.055,0.237,0.963
72704,16.869176153847278,11444.98336634551,0.0,0.005,0.042,0.217,0.974
72712,16.48205300600011,11198.350234562124,0.0,0.007,0.078,0.348,0.955
72718,16.87785124363999,11343.179118774215,0.0,0.0,0.074,0.269,0.94
72719,16.872343995882503,11444.9980591504,0.0,0.004,0.046,0.224,0.966
72730,16.915510136138188,11548.36123939483,0.0,0.0,0.022,0.186,0.985
72745,16.872570866945935,11537.849158191899,0.0,0.0,0.023,0.158,0.984
72753,16.873752616887092,11475.91806474685,0.0,0.0,0.041,0.194,0.984
72756,18.373498199792785,11882.004876395664,0.0,0.0,0.033,0.061,0.977
72758,16.880807152886312,11452.95580921736,0.0,0.0,0.043,0.222,0.961
72762,16.52090126368269,11329.452817133308,0.0,0.006,0.05,0.281,0.974
72764,16.909044329314224,11509.981413398811,0.0,0.006,0.026,0.153,0.977
72774,17.740311466196207,11752.184328577794,0.0,0.0,0.026,0.083,0.984
72801,18.451925127084532,11824.558095919989,0.0,0.008,0.045,0.079,0.972
72802,18.57989915372076,11925.749230613072,0.0,0.008,0.026,0.053,0.972
72834,18.49796347889756,11918.369612332055,0.0,0.007,0.028,0.046,0.978
72837,18.575713145416163,11988.57024828963,0.0,0.0,0.01,0.052,0.979
72847,18.505142110576326,11867.106513659139,0.0,0.008,0.041,0.06,0.975
72858,18.51930568180923,11915.002682405828,0.0,0.001,0.031,0.059,0.971
72901,17.8139612516191,11776.43324983449,0.0,0.0,0.022,0.069,0.983
72903,17.810668286026704,11725.352910404019,0.0,0.0,0.04,0.084,0.97
72904,17.813910151768688,11708.939630321598,0.0,0.007,0.036,0.073,0.974
72908,17.754581988725533,11729.183914768051,0.0,0.006,0.029,0.068,0.978
72916,17.753672607362166,11572.349732862353,0.0,0.014,0.064,0.134,0.952
72921,17.81149273394746,11721.809207723898,0.0,0.006,0.038,0.071,0.974
72923,17.763697411046138,11754.903163147357,0.0,0.002,0.026,0.052,0.984
72941,17.81077179478674,11757.907101635086,0.0,0.005,0.023,0.054,0.976
72956,17.86831730549535,11778.160974066182,0.0,0.0,0.02,0.076,0.98
85003,13.261441452469207,11338.177057103325,0.0,0.088,0.964,0.998,1.0
85004,13.2603161796341,11293.5206367707,0.0,0.109,0.961,0.997,1.0
85006,13.25774577541378,11423.271211459007,0.0,0.059,0.974,0.998,1.0
85007,13.232794158911174,11432.160152304798,0.0,0.053,0.974,0.998,0.998
85008,13.21726253571274,11551.002500163568,0.0,0.034,0.987,0.998,0.999
85009,13.235536918943682,11507.976707647736,0.0,0.038,0.985,0.998,1.0
85012,13.239877394470083,11295.060579252266,0.0,0.108,0.955,0.998,1.0
85013,13.22838102257608,11469.648287593327,0.0,0.057,0.974,0.999,0.999
85014,13.22002520410242,11532.951760134858,0.0,0.045,0.978,0.997,0.998
85015,13.242830471890287,11425.439159133397,0.004,0.046,0.975,0.998,0.998
85016,13.223581815031126,11406.761031860338,0.0,0.075,0.971,1.001,1.001
85017,13.251761652696384,11486.099388004519,0.0,0.049,0.981,0.998,1.0
85018,13.220385848304733,11320.099646319832,0.0,0.116,0.963,1.0,1.001
85019,14.084181554465902,11882.081864523212,0.0,0.036,0.983,0.999,0.999
85020,13.222319915915664,11443.184335716336,0.0,0.062,0.973,1.0,1.0
85021,13.22450267945643,11494.125069224903,0.0,0.051,0.978,0.998,0.999
85022,13.219855105725104,11503.740961337076,0.0,0.05,0.979,1.001,1.001
85023,13.211032561145005,11533.25630447716,0.0,0.046,0.983,0.997,0.999
