zip,avg_payback_period,avg_needed_incentives,prop_adopt_1_years_10000_incentive,prop_adopt_2_years_10000_incentive,prop_adopt_3_years_10000_incentive,prop_adopt_4_years_10000_incentive,prop_adopt_5_years_10000_incentive
35040,15.024612712275738,10977.11846335433,0.049,0.049,0.049,0.049,0.049
35043,14.984060143194924,10823.52320218267,0.078,0.078,0.078,0.078,0.078
35044,14.833758869850083,10604.648165130464,0.087,0.087,0.087,0.087,0.087
35051,14.91501547796304,10658.567841767117,0.106,0.106,0.106,0.106,0.106
35055,15.166220173401602,10957.872209716055,0.068,0.068,0.068,0.068,0.068
35057,16.48319888237865,11537.580934803364,0.038,0.038,0.038,0.038,0.038
35058,15.184864888579037,11084.808284928968,0.033,0.033,0.033,0.033,0.033
35061,15.084749718285371,11060.282169740594,0.02,0.02,0.02,0.02,0.02
35064,15.122832303536846,11000.194020006984,0.063,0.063,0.063,0.063,0.063
35068,15.143153233716733,11077.646916507772,0.038,0.038,0.038,0.038,0.038
35071,15.116832406067582,10962.626293450976,0.088,0.088,0.088,0.088,0.088
35072,15.024567909649964,11019.179512658182,0.045,0.045,0.045,0.045,0.045
35073,15.053659564111289,10882.682741315431,0.062,0.062,0.062,0.062,0.062
35077,15.167451008239325,11007.112428051607,0.055,0.055,0.055,0.055,0.055
35080,15.021780519244661,10885.069751512561,0.089,0.089,0.089,0.089,0.089
35094,15.119555220014176,11051.337717364408,0.045,0.045,0.045,0.045,0.045
35096,14.976572511704044,10943.416147326647,0.051,0.051,0.051,0.051,0.051
35111,15.058762412410783,10878.50367996113,0.066,0.066,0.066,0.066,0.066
35114,15.020805658055556,10878.069347084014,0.09,0.09,0.09,0.09,0.09
35115,14.992718751867928,10983.22516162885,0.051,0.051,0.051,0.051,0.051
35116,15.114032035345764,10956.312673799956,0.075,0.075,0.075,0.075,0.075
35117,15.058702819964568,10887.206720647548,0.069,0.069,0.069,0.069,0.069
35118,15.06356656246592,10904.925322818237,0.056,0.056,0.056,0.056,0.056
35124,15.046596214692324,10954.535255775807,0.082,0.082,0.082,0.082,0.082
35126,15.142710420351856,11088.19824971465,0.028,0.028,0.028,0.028,0.028
35127,15.125494986047277,11048.662043619574,0.039,0.039,0.039,0.039,0.039
35147,15.008361147174494,10836.421307649467,0.087,0.087,0.087,0.087,0.087
35150,14.872990485962527,10736.595506043828,0.079,0.079,0.079,0.079,0.079
35151,15.024426236068217,11014.132749655299,0.047,0.047,0.047,0.047,0.047
35160,14.990901021013098,10933.412945368756,0.067,0.067,0.067,0.067,0.067
35173,15.133533975264827,10866.435972813155,0.112,0.112,0.112,0.112,0.112
35176,14.87250898613091,10484.523794991683,0.163,0.163,0.163,0.163,0.163
35179,16.54693614234198,11622.5458242416,0.029,0.029,0.029,0.029,0.029
35184,14.926652799090206,10819.435968913658,0.065,0.065,0.065,0.065,0.065
35188,14.971660470090931,11014.8293505362,0.031,0.031,0.031,0.031,0.031
35203,15.066852339561807,10920.719840958931,0.079,0.079,0.079,0.079,0.079
35204,14.890772475808575,10553.83755124633,0.103,0.103,0.103,0.103,0.103
35205,15.11885575698515,10923.105849632151,0.091,0.091,0.091,0.091,0.091
35206,15.03490301321338,10850.317565067815,0.083,0.083,0.083,0.083,0.083
35207,14.776435578090991,10376.333849533523,0.124,0.124,0.124,0.124,0.124
35208,15.029251305990549,10877.290769225549,0.061,0.061,0.061,0.061,0.061
35209,15.092626021528043,10830.021800026734,0.115,0.115,0.115,0.115,0.115
35210,15.060346933426896,10877.114692599613,0.066,0.066,0.066,0.066,0.066
35211,15.02283223766585,10819.840161180211,0.085,0.085,0.085,0.085,0.085
35212,14.922275938222713,10512.505036271039,0.14,0.14,0.14,0.14,0.14
35213,15.074561322030304,10510.688795606633,0.212,0.212,0.212,0.212,0.212
35214,14.998417894254592,10722.960899647456,0.09,0.09,0.09,0.09,0.09
35215,15.004061321684302,10813.821404728153,0.066,0.066,0.066,0.066,0.066
35216,15.013250738353888,10770.64996651656,0.101,0.101,0.101,0.101,0.101
35217,14.975606591424842,10693.679878315923,0.098,0.098,0.098,0.098,0.098
35218,15.016870753940056,10789.317161750916,0.092,0.092,0.092,0.092,0.092
35221,15.055663596606925,10889.001223950574,0.075,0.075,0.075,0.075,0.075
35222,15.115282255116067,10838.598708829051,0.118,0.118,0.118,0.118,0.118
35223,15.053480174027237,10455.683853976692,0.225,0.225,0.225,0.225,0.225
35224,15.031357576857003,10946.74515790782,0.046,0.046,0.046,0.046,0.046
35226,15.138997648595481,10879.261638958844,0.124,0.124,0.124,0.124,0.124
35228,14.952125317013671,10668.748971287467,0.096,0.096,0.096,0.096,0.096
35233,14.876710477055749,10385.222464703002,0.176,0.176,0.176,0.176,0.176
35234,14.873502807350068,10468.301620013304,0.133,0.133,0.133,0.133,0.133
35235,15.007024181063647,10804.371515702596,0.081,0.081,0.081,0.081,0.081
35242,15.018428472171,10722.425167469159,0.151,0.151,0.151,0.151,0.151
35243,15.086277555478944,10686.204977678284,0.152,0.152,0.152,0.152,0.152
35244,15.070888064847592,10846.62865256476,0.11,0.11,0.11,0.11,0.11
35401,14.72083043008901,10442.908274551979,0.14,0.14,0.14,0.14,0.14
35404,14.73650978500018,10497.846888321437,0.111,0.111,0.111,0.111,0.111
35405,14.889446887310731,10826.895844163162,0.07,0.07,0.07,0.07,0.07
35406,14.945847442051564,10729.025905883123,0.138,0.138,0.138,0.138,0.138
35444,14.858417170675294,10816.273525944764,0.055,0.055,0.055,0.055,0.055
35452,14.952821310927733,10989.598237371541,0.033,0.033,0.033,0.033,0.033
35453,14.95373962662122,10966.189750876974,0.045,0.045,0.045,0.045,0.045
35456,14.796737745781572,10697.509408408225,0.063,0.063,0.063,0.063,0.063
35463,14.874034470669537,10855.44779575816,0.043,0.043,0.043,0.043,0.043
35473,14.85100271669469,10707.753677565473,0.091,0.091,0.091,0.091,0.091
35474,14.898720873810174,10925.351919077222,0.067,0.067,0.067,0.067,0.067
35475,14.927311711428946,10884.355406987219,0.056,0.056,0.056,0.056,0.056
35476,14.815174435106474,10693.55717369132,0.091,0.091,0.091,0.091,0.091
35490,14.953121154771804,11036.028932748084,0.024,0.024,0.024,0.024,0.024
35601,16.43489944709336,11473.072290499034,0.047,0.047,0.047,0.047,0.047
35603,16.480420752028316,11478.506892061048,0.062,0.062,0.062,0.062,0.062
35611,16.56068263067952,11531.5328733147,0.053,0.053,0.053,0.053,0.053
35613,16.595548186956517,11560.044498543533,0.062,0.062,0.062,0.062,0.062
35614,16.562843200233175,11510.641194950867,0.057,0.057,0.057,0.057,0.057
35616,16.66997225816198,11601.19333104882,0.04,0.04,0.04,0.04,0.04
35630,16.436678888228872,11324.693172067542,0.078,0.078,0.078,0.078,0.078
35633,16.56867989300033,11586.61406633724,0.038,0.038,0.038,0.038,0.038
35634,16.641163883304085,11653.55745534125,0.031,0.031,0.031,0.031,0.031
35645,16.593487439642143,11593.490187708445,0.045,0.045,0.045,0.045,0.045
35660,16.432700146206045,11257.69932516623,0.087,0.087,0.087,0.087,0.087
35661,16.62701913179315,11537.811076167573,0.052,0.052,0.052,0.052,0.052
35671,16.6019280317177,11608.967803501464,0.04,0.04,0.04,0.04,0.04
35673,16.493512840904327,11541.612524474547,0.044,0.044,0.044,0.044,0.044
35674,16.626645357215562,11531.268949589848,0.049,0.049,0.049,0.049,0.049
35741,16.734418106099756,11456.802742819647,0.118,0.118,0.118,0.118,0.118
35748,16.734644471318084,11469.569754404367,0.104,0.104,0.104,0.104,0.104
35749,16.652734242235052,11509.637939111699,0.081,0.081,0.081,0.081,0.081
35750,16.703294269364672,11645.70224819869,0.041,0.041,0.041,0.041,0.041
35754,16.733115863803366,11574.109147572517,0.063,0.063,0.063,0.063,0.063
35756,16.625605443963085,11454.494316335797,0.095,0.095,0.095,0.095,0.095
35757,16.73483935606254,11575.805327248743,0.071,0.071,0.071,0.071,0.071
35758,16.644361326860498,11429.206213211575,0.091,0.091,0.091,0.091,0.091
35759,16.694600285816353,11509.564450234868,0.083,0.083,0.083,0.083,0.083
35761,16.668730333498917,11483.309670957442,0.07,0.07,0.07,0.07,0.07
35763,16.7017824778237,11469.188305035532,0.103,0.103,0.103,0.103,0.103
35773,16.624922724689394,11548.848864571866,0.052,0.052,0.052,0.052,0.052
35775,16.651796038522406,11609.960079952818,0.024,0.024,0.024,0.024,0.024
35801,16.701801554463273,11428.39398859669,0.117,0.117,0.117,0.117,0.117
35802,16.735478847115484,11586.436200822724,0.072,0.072,0.072,0.072,0.072
35803,16.642219299820972,11422.668810496256,0.087,0.087,0.087,0.087,0.087
35805,16.565695082511784,11345.170279309523,0.081,0.081,0.081,0.081,0.081
35806,16.694232820380908,11517.054232363713,0.076,0.076,0.076,0.076,0.076
35808,16.73528041586725,11333.323154363774,0.145,0.145,0.145,0.145,0.145
35810,16.696025633496266,11614.055529799227,0.038,0.038,0.038,0.038,0.038
35811,16.73548664675304,11564.69515624867,0.075,0.075,0.075,0.075,0.075
35816,16.508556171973133,11306.136063925876,0.086,0.086,0.086,0.086,0.086
35824,16.738766722834693,11401.465961412212,0.122,0.122,0.122,0.122,0.122
35901,15.137487091845308,10899.341976930678,0.079,0.079,0.079,0.079,0.079
35903,15.101376112036764,10963.031808964375,0.037,0.037,0.037,0.037,0.037
35904,15.061053740775368,10850.984373553958,0.062,0.062,0.062,0.062,0.062
35905,15.110721635524303,10938.496430784076,0.05,0.05,0.05,0.05,0.05
35906,15.191339550092453,11087.91813738684,0.039,0.039,0.039,0.039,0.039
35950,16.402160106558732,11511.484137198007,0.052,0.052,0.052,0.052,0.052
35951,16.337487706698408,11399.193007746411,0.065,0.065,0.065,0.065,0.065
35954,15.12305674289386,10955.296282204363,0.061,0.061,0.061,0.061,0.061
35956,15.149919608025545,11025.700587299234,0.048,0.048,0.048,0.048,0.048
35957,14.986014797587428,10882.460852803462,0.061,0.061,0.061,0.061,0.061
35976,15.037855443609415,10892.552088771185,0.077,0.077,0.077,0.077,0.077
35980,14.974169128439392,10869.285591394879,0.065,0.065,0.065,0.065,0.065
36020,14.529065773322127,10563.230764598138,0.073,0.073,0.073,0.073,0.073
36022,14.691504300445121,10818.461634291027,0.056,0.056,0.056,0.056,0.056
36025,14.676987191724427,10837.488822044339,0.064,0.064,0.064,0.064,0.064
36043,14.579031070799436,10612.671420040171,0.089,0.089,0.089,0.089,0.089
36054,14.691301954818803,10838.95539072309,0.046,0.046,0.046,0.046,0.046
36064,14.627129059185703,10625.156130686484,0.116,0.116,0.116,0.116,0.116
36066,14.71926216749742,10811.389731185633,0.066,0.066,0.066,0.066,0.066
36067,14.654385291016673,10769.08362689821,0.072,0.072,0.072,0.072,0.072
36079,14.667147252528881,10794.774039977141,0.059,0.059,0.059,0.059,0.059
36081,15.873555572193032,11068.921339951567,0.099,0.099,0.099,0.099,0.099
36092,14.670429746699243,10817.471020398478,0.049,0.049,0.049,0.049,0.049
36093,14.711620277849052,10800.116344288153,0.08,0.08,0.08,0.08,0.08
36104,14.63024141100252,10608.199087643756,0.125,0.125,0.125,0.125,0.125
36105,14.596598124487551,10715.917817203894,0.094,0.094,0.094,0.094,0.094
36106,14.590667808802937,10702.879698856499,0.075,0.075,0.075,0.075,0.075
36107,14.528017616529223,10579.742467319145,0.097,0.097,0.097,0.097,0.097
36108,14.395159067384267,10269.402564799308,0.147,0.147,0.147,0.147,0.147
36109,14.588998970097098,10654.313498146847,0.087,0.087,0.087,0.087,0.087
36110,14.614383039632791,10704.735025168922,0.077,0.077,0.077,0.077,0.077
36111,14.624263713026933,10692.800435108398,0.086,0.086,0.086,0.086,0.086
36112,14.652445304137052,10959.965672990618,0.005,0.005,0.005,0.005,0.005
36113,14.653083595634579,10895.28854704936,0.032,0.032,0.032,0.032,0.032
36115,14.651523147722923,10920.034082989407,0.023,0.023,0.023,0.023,0.023
36116,14.599635424337961,10666.521938604206,0.095,0.095,0.095,0.095,0.095
36117,14.630263182961343,10744.50750585705,0.071,0.071,0.071,0.071,0.071
36201,14.86332803134342,10672.796844387578,0.1,0.1,0.1,0.1,0.1
36203,14.970937071213474,10832.24824058126,0.079,0.079,0.079,0.079,0.079
36205,14.702362486875062,10274.704119998023,0.146,0.146,0.146,0.146,0.146
36206,15.047813783505761,10961.601580908322,0.065,0.065,0.065,0.065,0.065
36207,14.932258821139952,10792.278231349086,0.072,0.072,0.072,0.072,0.072
36250,15.046138218644604,11095.946737140182,0.01,0.01,0.01,0.01,0.01
36260,14.914260943567003,10774.376224621668,0.087,0.087,0.087,0.087,0.087
36265,14.984858346662897,10873.33473193663,0.069,0.069,0.069,0.069,0.069
36268,14.956552501662687,10908.343414613386,0.058,0.058,0.058,0.058,0.058
36277,14.986478306506166,10972.84983826195,0.031,0.031,0.031,0.031,0.031
36301,14.432756563958192,10648.354035666674,0.08,0.08,0.08,0.08,0.08
36303,14.45452498491063,10658.749216477314,0.115,0.115,0.115,0.115,0.115
36305,14.42615892693615,10545.429569332502,0.082,0.082,0.082,0.082,0.082
36312,14.472769115958094,10701.088663995923,0.097,0.097,0.097,0.097,0.097
36321,14.456142570768327,10723.72728885421,0.056,0.056,0.056,0.056,0.056
36322,14.513448184959138,10721.423638714145,0.051,0.051,0.051,0.051,0.051
36330,14.46545707830056,10637.234058795244,0.082,0.082,0.082,0.082,0.082
36345,14.434589894633527,10527.096187220091,0.077,0.077,0.077,0.077,0.077
36350,14.516698188358097,10719.290240368375,0.05,0.05,0.05,0.05,0.05
36351,14.495359667241635,10687.309759167452,0.073,0.073,0.073,0.073,0.073
36360,14.42102575368743,10414.883319532244,0.103,0.103,0.103,0.103,0.103
36362,14.320322931547578,10247.724491539633,0.094,0.094,0.094,0.094,0.094
36376,14.3574201443817,10480.307445277165,0.108,0.108,0.108,0.108,0.108
36509,14.457116036268687,10507.119380665492,0.116,0.116,0.116,0.116,0.116
36511,15.361523326454131,10840.18945311147,0.146,0.146,0.146,0.146,0.146
36523,14.450190717399916,10622.865238785282,0.071,0.071,0.071,0.071,0.071
36526,15.306971689279903,11025.684881560612,0.071,0.071,0.071,0.071,0.071
36527,14.130673054677883,10443.529608271418,0.153,0.153,0.153,0.153,0.153
36530,15.274470157808942,11029.92562226061,0.063,0.063,0.063,0.063,0.063
36532,14.033002955219112,10321.613825275459,0.179,0.179,0.179,0.179,0.179
36535,14.082044836998731,10425.281691907869,0.132,0.132,0.132,0.132,0.132
36541,14.550349903491298,10832.616311293981,0.04,0.04,0.04,0.04,0.04
36542,15.364503244200018,11102.82211875837,0.051,0.051,0.051,0.051,0.051
36544,14.432378250727044,10502.696787651728,0.089,0.089,0.089,0.089,0.089
36551,14.128620609721917,10591.375268478825,0.109,0.109,0.109,0.109,0.109
36555,15.289442988833692,10803.890894727147,0.116,0.116,0.116,0.116,0.116
36561,15.364420987562744,10998.505187989935,0.101,0.101,0.101,0.101,0.101
36567,15.3254290255793,11052.33490519605,0.054,0.054,0.054,0.054,0.054
36571,14.53286818804413,10703.775975435883,0.073,0.073,0.073,0.073,0.073
36572,14.541514728493299,10697.17339749391,0.086,0.086,0.086,0.086,0.086
36575,14.525107704845428,10747.897007054828,0.058,0.058,0.058,0.058,0.058
36576,15.305272413846541,11096.016448020251,0.04,0.04,0.04,0.04,0.04
36580,15.198243848916233,10838.499805232066,0.075,0.075,0.075,0.075,0.075
36582,14.515221367111813,10683.156841996044,0.068,0.068,0.068,0.068,0.068
36587,14.492716964941541,10651.195758817881,0.074,0.074,0.074,0.074,0.074
36602,14.45516212784191,10455.28525715856,0.128,0.128,0.128,0.128,0.128
36603,14.52103666112083,10532.901469561826,0.134,0.134,0.134,0.134,0.134
36604,14.433185326211033,10512.799824827258,0.093,0.093,0.093,0.093,0.093
36605,14.473208292405436,10598.39789661308,0.099,0.099,0.099,0.099,0.099
36606,14.482295270019188,10608.649976703999,0.079,0.079,0.079,0.079,0.079
36607,14.447451493513856,10503.985256326278,0.106,0.106,0.106,0.106,0.106
36608,14.421220899756289,10418.817851437421,0.116,0.116,0.116,0.116,0.116
36609,14.448986009958638,10501.289199466859,0.107,0.107,0.107,0.107,0.107
36610,14.43569768487497,10525.332795177324,0.107,0.107,0.107,0.107,0.107
36611,14.446124999185608,10499.722745898853,0.1,0.1,0.1,0.1,0.1
36612,14.414280576908025,10514.581244893454,0.092,0.092,0.092,0.092,0.092
36613,14.498739963413819,10733.901145271057,0.043,0.043,0.043,0.043,0.043
36617,14.50226788852039,10665.203854100235,0.069,0.069,0.069,0.069,0.069
36618,14.540249520806451,10760.226491223231,0.058,0.058,0.058,0.058,0.058
36619,14.478344773225636,10628.495303815911,0.07,0.07,0.07,0.07,0.07
36693,14.511419019584396,10659.060201983799,0.086,0.086,0.086,0.086,0.086
36695,14.51729822586618,10636.854941976493,0.089,0.089,0.089,0.089,0.089
36752,14.717664170875773,10703.180892761566,0.081,0.081,0.081,0.081,0.081
36801,14.673028060825512,10668.245609876582,0.079,0.079,0.079,0.079,0.079
36804,14.644736187835656,10635.428424342103,0.084,0.084,0.084,0.084,0.084
36830,14.65087997781068,10472.004026842485,0.161,0.161,0.161,0.161,0.161
36832,14.513520758935458,10212.06147284552,0.186,0.186,0.186,0.186,0.186
36856,16.14789028960514,11440.476782588608,0.044,0.044,0.044,0.044,0.044
36867,14.660810731418351,10531.286500267383,0.101,0.101,0.101,0.101,0.101
36869,14.716263076368728,10658.980608269017,0.093,0.093,0.093,0.093,0.093
36870,14.583419178843172,10512.212638610628,0.088,0.088,0.088,0.088,0.088
36875,14.82731350003581,10930.95896595765,0.021,0.021,0.021,0.021,0.021
36877,14.709639875695352,10785.385461269161,0.061,0.061,0.061,0.061,0.061
36879,14.766991738054646,10832.511398809043,0.065,0.065,0.065,0.065,0.065
71601,18.44092998653012,11821.501705145358,0.055,0.482,0.977,0.994,0.998
71602,18.4981539597233,11889.094323489368,0.048,0.469,0.982,0.988,0.998
71603,18.500535859398756,11869.13714782852,0.057,0.463,0.98,0.993,0.996
71837,18.474955804953083,11783.809936203807,0.058,0.464,0.974,0.989,0.999
71854,18.551550263721726,11842.20053195958,0.06,0.458,0.971,0.991,0.996
71901,19.06071976164091,12008.32513194003,0.046,0.355,0.976,0.986,0.996
71913,19.061050203799176,12064.273151336092,0.038,0.338,0.976,0.994,0.998
71956,19.059937069991218,12104.981175130293,0.017,0.313,0.988,0.998,1.0
71964,19.05906064817507,12147.535968923434,0.007,0.298,0.998,0.998,1.001
71968,19.060805523193995,12113.320640353064,0.015,0.332,0.992,0.998,1.0
72002,18.819420033701274,12006.46981584511,0.042,0.411,0.975,0.995,1.001
72007,18.665735896622806,12003.46054786218,0.029,0.465,0.986,0.994,0.999
72011,18.765057158502188,12004.38099103902,0.035,0.395,0.984,0.996,0.999
72012,18.69576255925093,11976.17485703322,0.03,0.428,0.985,0.994,0.999
72015,18.81644925188868,12002.290836133829,0.035,0.393,0.987,0.995,1.0
72019,18.815797007483457,11971.594399991738,0.043,0.411,0.977,0.995,1.001
72022,18.764234270786798,11981.552093935856,0.031,0.402,0.989,0.994,1.0
72023,18.675776408102873,12000.772427408709,0.032,0.42,0.986,0.997,1.001
72065,18.816619474234113,11964.259282577976,0.048,0.408,0.969,0.989,0.993
72068,18.638636164171967,11981.606880848183,0.031,0.436,0.993,0.996,0.999
72076,18.735330715993143,11931.104017200309,0.052,0.385,0.988,0.995,1.0
72081,18.695566105951052,11998.471773703988,0.029,0.416,0.98,0.995,0.997
72082,18.6996162793985,12012.49217316421,0.019,0.447,0.991,0.993,0.996
72086,18.669105448034287,11947.067415028561,0.043,0.443,0.977,0.991,0.998
72103,18.76931568176707,12001.133828674965,0.027,0.39,0.987,0.998,0.999
72113,18.85992459184879,11993.353687810095,0.049,0.398,0.968,0.99,0.999
72114,18.864543859562282,11811.07624813592,0.087,0.429,0.962,0.983,0.998
72116,18.859280499358444,11989.727200218855,0.048,0.393,0.975,0.993,1.0
72117,18.712633088963425,11831.31272618619,0.064,0.411,0.971,0.99,0.998
72118,18.78763076177635,11963.351409983148,0.035,0.361,0.978,0.992,0.996
72120,18.858896184242443,12012.843582324793,0.036,0.402,0.979,0.991,0.999
72135,18.85845598451814,11969.58718529255,0.056,0.416,0.97,0.986,1.001
72142,18.659761044661014,11883.423333643881,0.057,0.435,0.979,0.992,0.999
72143,18.693900764575034,11940.91864542358,0.045,0.427,0.982,0.992,0.998
72167,18.821793532225307,11933.56600806597,0.055,0.441,0.968,0.995,1.0
72176,18.4999956495374,11844.81473908793,0.05,0.445,0.987,0.995,1.002
72201,18.732226160239495,11840.271195244331,0.079,0.432,0.968,0.986,0.998
72202,18.724433951237206,11826.382292460194,0.08,0.429,0.964,0.985,0.999
72204,18.725424140995624,11887.263829230578,0.054,0.385,0.981,0.992,0.999
72205,18.858920202404043,11965.550276918575,0.048,0.41,0.969,0.997,1.0
72206,18.85751122615062,11913.704692179474,0.057,0.414,0.975,0.989,0.995
72207,18.861834185491176,11892.053040806217,0.083,0.427,0.951,0.986,1.0
72209,18.861405731791717,11928.89090001853,0.051,0.393,0.978,0.989,0.996
72210,18.86182140859938,12030.51411147184,0.031,0.393,0.981,0.995,0.998
72211,18.796942913781113,11932.681218869986,0.059,0.415,0.969,0.988,0.998
72212,18.85981473974334,11880.240513373134,0.083,0.454,0.956,0.985,0.998
72223,18.86121417261182,11903.358718397873,0.082,0.423,0.949,0.983,0.998
72227,18.864435916799533,11868.048065795478,0.088,0.419,0.951,0.985,0.996
72364,18.77759656251126,11945.097263684094,0.047,0.385,0.981,0.993,1.0
72376,18.87304281424848,11989.155674979515,0.046,0.401,0.972,0.992,0.998
72401,18.713984197619556,11928.214631597846,0.048,0.433,0.979,0.994,0.999
72404,18.71182143908888,11965.237066716592,0.041,0.436,0.979,0.998,1.002
72411,18.711549115363887,12050.317977384972,0.012,0.401,0.996,0.997,0.998
72416,18.708456573691645,11980.746152333159,0.036,0.436,0.984,0.997,1.0
72417,18.70884823593149,12074.697547205591,0.005,0.411,1.001,1.001,1.003
72701,16.68947255533442,11172.578974995353,0.099,0.854,0.973,0.992,1.002
72703,16.91760180320478,11386.630378454049,0.075,0.836,0.97,0.991,1.0
72704,16.869176153847278,11444.98336634551,0.06,0.852,0.978,0.99,0.999
72712,16.48205300600011,11198.350234562124,0.125,0.89,0.967,0.989,1.0
72718,16.87785124363999,11343.179118774215,0.099,0.82,0.961,0.998,0.999
72719,16.872343995882503,11444.9980591504,0.061,0.837,0.979,0.997,1.0
72730,16.915510136138188,11548.36123939483,0.031,0.844,0.99,0.997,1.0
72745,16.872570866945935,11537.849158191899,0.029,0.893,0.989,0.998,0.999
72753,16.873752616887092,11475.91806474685,0.049,0.866,0.989,0.995,0.999
72756,18.373498199792785,11882.004876395664,0.041,0.525,0.982,0.993,1.0
72758,16.880807152886312,11452.95580921736,0.074,0.844,0.977,0.997,1.001
72762,16.52090126368269,11329.452817133308,0.069,0.898,0.98,0.995,0.999
72764,16.909044329314224,11509.981413398811,0.037,0.88,0.984,0.998,0.999
72774,17.740311466196207,11752.184328577794,0.036,0.673,0.987,0.996,0.999
72801,18.451925127084532,11824.558095919989,0.054,0.478,0.98,0.992,0.999
72802,18.57989915372076,11925.749230613072,0.038,0.439,0.981,0.993,0.999
72834,18.49796347889756,11918.369612332055,0.035,0.469,0.986,0.994,0.997
72837,18.575713145416163,11988.57024828963,0.028,0.438,0.988,0.995,1.0
72847,18.505142110576326,11867.106513659139,0.05,0.462,0.978,0.994,1.0
72858,18.51930568180923,11915.002682405828,0.048,0.468,0.98,0.994,0.999
72901,17.8139612516191,11776.43324983449,0.034,0.65,0.986,0.997,1.001
72903,17.810668286026704,11725.352910404019,0.052,0.66,0.978,0.994,1.0
72904,17.813910151768688,11708.939630321598,0.047,0.659,0.981,0.993,0.999
72908,17.754581988725533,11729.183914768051,0.042,0.676,0.983,0.998,0.999
72916,17.753672607362166,11572.349732862353,0.089,0.654,0.962,0.991,1.0
72921,17.81149273394746,11721.809207723898,0.049,0.644,0.979,0.994,0.998
72923,17.763697411046138,11754.903163147357,0.036,0.657,0.989,0.998,0.999
72941,17.81077179478674,11757.907101635086,0.038,0.642,0.984,0.998,1.0
72956,17.86831730549535,11778.160974066182,0.034,0.672,0.985,0.994,0.997
85003,13.261441452469207,11338.177057103325,0.1,0.968,0.998,1.0,1.0
85004,13.2603161796341,11293.5206367707,0.117,0.965,0.998,1.0,1.0
85006,13.25774577541378,11423.271211459007,0.064,0.975,0.999,1.0,1.0
85007,13.232794158911174,11432.160152304798,0.061,0.977,0.998,0.998,0.998
85008,13.21726253571274,11551.002500163568,0.037,0.988,0.998,0.999,0.999
85009,13.235536918943682,11507.976707647736,0.045,0.988,0.998,1.0,1.0
85012,13.239877394470083,11295.060579252266,0.12,0.961,0.999,1.0,1.0
85013,13.22838102257608,11469.648287593327,0.065,0.978,0.999,0.999,0.999
85014,13.22002520410242,11532.951760134858,0.055,0.98,0.997,0.998,0.998
85015,13.242830471890287,11425.439159133397,0.048,0.98,0.998,0.998,0.998
85016,13.223581815031126,11406.761031860338,0.084,0.973,1.001,1.001,1.001
85017,13.251761652696384,11486.099388004519,0.057,0.982,0.999,1.0,1.0
85018,13.220385848304733,11320.099646319832,0.131,0.967,1.001,1.001,1.001
85019,14.084181554465902,11882.081864523212,0.04,0.984,0.999,0.999,0.999
85020,13.222319915915664,11443.184335716336,0.068,0.977,1.0,1.0,1.0
85021,13.22450267945643,11494.125069224903,0.057,0.984,0.998,0.999,0.999
85022,13.219855105725104,11503.740961337076,0.058,0.981,1.001,1.001,1.001
85023,13.211032561145005,11533.25630447716,0.051,0.986,0.998,0.999,0.999
85024,13.205543415639324,11491.170890765688,0.062,0.978,0.998,0.999,0.999
85027,13.226254928302003,11493.734141820107,0.052,0.982,0.998,0.999,0.999
85028,13.210099386250292,11409.492177081465,0.096,0.974,1.0,1.0,1.0
