zip,panels_1_years_10000_incentive,panels_2_years_10000_incentive,panels_3_years_10000_incentive,panels_4_years_10000_incentive,panels_5_years_10000_incentive
99501,95,135,184,227,266
99502,178,284,367,428,478
99503,44,76,102,123,138
99504,174,212,272,302,363
99506,16,16,18,21,24
99507,218,330,465,570,682
99508,137,178,237,260,287
99515,140,231,317,393,468
99516,75,176,295,417,499
99517,55,118,174,225,277
99518,36,62,89,113,148
99701,34,67,126,164,198
99703,2,3,5,7,8
99709,76,116,200,244,300
99712,1,8,13,19,24
35004,4,4,4,4,4
35005,71,71,71,71,71
35007,450,450,450,450,450
35014,2,2,2,2,2
35020,830,830,830,830,830
35022,533,533,533,533,533
35023,233,233,233,233,233
35040,116,116,116,116,116
35043,1,1,1,1,1
35044,0,0,0,0,0
35051,0,0,0,0,0
35055,402,402,402,402,402
35057,19,19,19,19,19
35058,27,27,27,27,27
35061,15,15,15,15,15
35064,222,222,222,222,222
35068,96,96,96,96,96
35071,416,416,416,416,416
35072,0,0,0,0,0
35073,3,3,3,3,3
35077,19,19,19,19,19
35080,354,354,354,354,354
35094,159,159,159,159,159
35096,8,8,8,8,8
35111,54,54,54,54,54
35114,185,185,185,185,185
35115,56,56,56,56,56
35116,10,10,10,10,10
35117,140,140,140,140,140
35118,32,32,32,32,32
35124,770,770,770,770,770
35126,87,87,87,87,87
35127,101,101,101,101,101
35147,38,38,38,38,38
35150,275,275,275,275,275
35151,14,14,14,14,14
35160,220,220,220,220,220
35173,694,694,694,694,694
35176,4,4,4,4,4
35179,14,14,14,14,14
35184,0,0,0,0,0
35188,1,1,1,1,1
35203,58,58,58,58,58
35204,390,390,390,390,390
35205,306,306,306,306,306
35206,444,444,444,444,444
35207,403,403,403,403,403
35208,257,257,257,257,257
35209,525,525,525,525,525
35210,307,307,307,307,307
35211,759,759,759,759,759
35212,530,530,530,530,530
35213,792,792,792,792,792
35214,492,492,492,492,492
35215,734,734,734,734,734
35216,706,706,706,706,706
35217,509,509,509,509,509
35218,238,238,238,238,238
35221,132,132,132,132,132
35222,309,309,309,309,309
35223,812,812,812,812,812
35224,138,138,138,138,138
35226,1283,1283,1283,1283,1283
35228,274,274,274,274,274
35233,128,128,128,128,128
35234,243,243,243,243,243
35235,447,447,447,447,447
35242,2366,2366,2366,2366,2366
35243,740,740,740,740,740
35244,962,962,962,962,962
35401,1284,1284,1284,1284,1284
35404,575,575,575,575,575
35405,659,659,659,659,659
35406,538,538,538,538,538
35444,1,1,1,1,1
35452,1,1,1,1,1
35453,109,109,109,109,109
35456,34,34,34,34,34
35463,1,1,1,1,1
35473,360,360,360,360,360
35474,45,45,45,45,45
35475,122,122,122,122,122
35476,260,260,260,260,260
35490,4,4,4,4,4
35601,536,536,536,536,536
35603,453,453,453,453,453
35611,449,449,449,449,449
35613,502,502,502,502,502
35614,79,79,79,79,79
35616,1,1,1,1,1
35630,821,821,821,821,821
35633,76,76,76,76,76
35634,33,33,33,33,33
35645,10,10,10,10,10
35660,259,259,259,259,259
35661,269,269,269,269,269
35671,35,35,35,35,35
35673,25,25,25,25,25
35674,155,155,155,155,155
35741,178,178,178,178,178
35748,34,34,34,34,34
35749,809,809,809,809,809
35750,3,3,3,3,3
35754,8,8,8,8,8
35756,565,565,565,565,565
35757,428,428,428,428,428
35758,1464,1464,1464,1464,1464
35759,203,203,203,203,203
35761,133,133,133,133,133
35763,689,689,689,689,689
35773,34,34,34,34,34
35775,2,2,2,2,2
35801,1068,1068,1068,1068,1068
35802,468,468,468,468,468
35803,861,861,861,861,861
35805,494,494,494,494,494
35806,548,548,548,548,548
35808,143,143,143,143,143
35810,449,449,449,449,449
35811,842,842,842,842,842
35816,343,343,343,343,343
35824,323,323,323,323,323
35901,252,252,252,252,252
35903,103,103,103,103,103
35904,120,120,120,120,120
35905,2,2,2,2,2
35906,3,3,3,3,3
35950,218,218,218,218,218
35951,59,59,59,59,59
35954,92,92,92,92,92
35956,11,11,11,11,11
35957,141,141,141,141,141
35976,122,122,122,122,122
35980,4,4,4,4,4
36020,32,32,32,32,32
36022,55,55,55,55,55
36025,54,54,54,54,54
36043,10,10,10,10,10
36054,205,205,205,205,205
36064,14,14,14,14,14
36066,398,398,398,398,398
36067,392,392,392,392,392
36079,37,37,37,37,37
36081,211,211,211,211,211
36092,117,117,117,117,117
36093,139,139,139,139,139
36104,429,429,429,429,429
36105,263,263,263,263,263
36106,343,343,343,343,343
36107,235,235,235,235,235
36108,956,956,956,956,956
36109,710,710,710,710,710
36110,318,318,318,318,318
36111,302,302,302,302,302
36112,0,0,0,0,0
36113,6,6,6,6,6
36115,4,4,4,4,4
36116,975,975,975,975,975
36117,1167,1167,1167,1167,1167
36201,313,313,313,313,313
36203,178,178,178,178,178
36205,23,23,23,23,23
36206,119,119,119,119,119
36207,214,214,214,214,214
36250,0,0,0,0,0
36260,1,1,1,1,1
36265,145,145,145,145,145
36268,6,6,6,6,6
36277,8,8,8,8,8
36301,655,655,655,655,655
36303,773,773,773,773,773
36305,252,252,252,252,252
36312,0,0,0,0,0
36321,1,1,1,1,1
36322,67,67,67,67,67
36330,666,666,666,666,666
36345,92,92,92,92,92
36350,34,34,34,34,34
36351,1,1,1,1,1
36360,269,269,269,269,269
36362,39,39,39,39,39
36376,0,0,0,0,0
36509,41,41,41,41,41
36511,4,4,4,4,4
36523,18,18,18,18,18
36526,655,655,655,655,655
36527,567,567,567,567,567
36530,4,4,4,4,4
36532,1654,1654,1654,1654,1654
36535,766,766,766,766,766
36541,81,81,81,81,81
36542,210,210,210,210,210
36544,147,147,147,147,147
36551,277,277,277,277,277
36555,22,22,22,22,22
36561,378,378,378,378,378
36567,171,171,171,171,171
36571,335,335,335,335,335
36572,92,92,92,92,92
36575,442,442,442,442,442
36576,77,77,77,77,77
36580,69,69,69,69,69
36582,623,623,623,623,623
36587,16,16,16,16,16
36602,113,113,113,113,113
36603,411,411,411,411,411
36604,352,352,352,352,352
36605,868,868,868,868,868
36606,402,402,402,402,402
36607,363,363,363,363,363
36608,1132,1132,1132,1132,1132
36609,608,608,608,608,608
36610,530,530,530,530,530
36611,213,213,213,213,213
36612,153,153,153,153,153
36613,174,174,174,174,174
36617,362,362,362,362,362
36618,322,322,322,322,322
36619,433,433,433,433,433
36693,488,488,488,488,488
36695,1187,1187,1187,1187,1187
36752,1,1,1,1,1
36801,387,387,387,387,387
36804,77,77,77,77,77
36830,857,857,857,857,857
36832,237,237,237,237,237
36856,10,10,10,10,10
36867,759,759,759,759,759
36869,602,602,602,602,602
36870,462,462,462,462,462
36875,5,5,5,5,5
36877,154,154,154,154,154
36879,2,2,2,2,2
71601,439,3284,6678,6815,6856
71602,264,2790,6035,6091,6128
71603,742,5950,12239,12441,12554
71837,0,3,6,6,6
71854,776,5586,11697,11817,11876
71901,284,2191,5931,5998,6022
71913,427,3473,9973,10065,10136
71956,0,3,8,8,8
71964,2,36,118,118,118
71968,1,14,43,43,43
72002,174,1572,3625,3700,3711
72007,82,795,1742,1767,1774
72011,17,160,381,387,389
72012,115,1510,3431,3470,3470
72015,386,3955,9768,9838,9867
72019,274,2402,5453,5570,5587
72022,131,2185,5385,5434,5450
72023,321,5118,11771,11854,11902
72065,9,68,158,161,161
72068,0,6,15,15,15
72076,552,4752,11783,11915,12011
72081,9,145,337,340,341
72082,5,109,262,263,263
72086,57,683,1478,1502,1506
72103,91,1223,3104,3126,3132
72113,270,2677,6745,6856,6911
72114,351,1671,3837,3925,3973
72116,280,2045,5048,5130,5167
72117,342,2358,5496,5546,5563
72118,251,2447,6142,6192,6236
72120,331,3888,9251,9402,9440
72135,17,115,262,269,272
72142,43,332,742,754,759
72143,209,2482,5859,5930,5948
72167,1,5,11,11,11
72176,84,928,2068,2085,2097
72201,55,260,588,604,613
72202,207,1191,2779,2845,2871
72204,420,3142,7311,7438,7483
72205,300,2084,5115,5215,5267
72206,644,3595,8487,8618,8670
72207,209,1007,2367,2449,2486
72209,349,2582,6357,6409,6435
72210,114,1378,3509,3549,3566
72211,263,2210,5219,5294,5353
72212,347,1576,3344,3496,3542
72223,524,2321,5065,5246,5337
72227,218,1033,2305,2373,2414
72364,1,10,26,27,27
72376,0,1,2,2,2
72401,1039,7110,15875,16086,16248
72404,274,3011,6885,7004,7025
72411,0,15,36,36,36
72416,24,256,592,597,601
72417,0,26,63,63,63
72701,901,7194,8239,8409,8520
72703,480,6471,7311,7438,7498
72704,439,5437,6176,6354,6367
72712,1250,9488,10332,10642,10696
72718,35,312,366,376,377
72719,189,2318,2676,2714,2728
72730,45,1243,1440,1454,1457
72745,62,2169,2449,2474,2474
72753,0,1,1,1,1
72756,245,3437,6523,6589,6622
72758,639,7484,8534,8727,8762
72762,715,10660,11480,11714,11714
72764,604,10960,12143,12266,12316
72774,0,1,2,2,2
72801,310,2579,5419,5491,5518
72802,85,1149,2460,2478,2498
72834,42,513,1081,1090,1094
72837,0,7,16,16,16
72847,9,88,188,190,191
72858,14,147,309,313,316
72901,272,4751,7074,7131,7152
72903,373,5600,8139,8264,8280
72904,384,4237,6286,6337,6382
72908,144,3134,4892,4941,4951
72916,230,1609,2334,2380,2417
72921,16,229,354,358,361
72923,50,1107,1639,1651,1659
72941,4,78,114,115,116
72956,448,6907,10505,10612,10665
85003,220,2165,2220,2227,2227
85004,207,1560,1625,1627,1627
85006,444,6885,7047,7047,7047
85007,337,4775,4872,4877,4877
85008,412,10450,10555,10555,10555
85009,593,13293,13482,13482,13482
85012,278,2157,2224,2228,2228
85013,422,5509,5622,5627,5627
85014,394,6520,6660,6660,6660
85015,454,8141,8224,8240,8240
85016,983,9845,10139,10149,10149
85017,427,7770,7896,7912,7912
85018,1465,11497,11890,11926,11926
85019,296,6606,6707,6727,6727
85020,679,10271,10439,10449,10449
85021,500,9103,9223,9242,9242
85022,871,14772,15027,15027,15027
85023,445,9721,9889,9889,9889
85024,540,7570,7702,7709,7709
85027,628,11852,12057,12057,12057
85028,820,7912,8123,8123,8123
85029,597,11977,12172,12184,12184
85031,194,6839,6908,6915,6915
85032,1124,20469,20802,20823,20823
85033,456,12164,12299,12324,12324
85034,311,3068,3157,3166,3166
85035,231,9545,9603,9622,9622
85037,585,12843,13012,13012,13012
85040,504,9318,9499,9508,9508
85041,751,17521,17879,17897,17897
85042,669,12302,12604,12604,12604
85043,402,9823,10034,10034,10034
85044,818,12247,12562,12574,12574
85045,346,2181,2320,2320,2320
85048,1249,11159,11587,11599,11599
85050,1549,10267,10695,10695,10695
85051,394,11090,11259,11270,11270
85053,396,8893,9001,9010,9010
85054,118,1294,1329,1329,1329
85083,852,6141,6363,6363,6363
85085,392,4038,4163,4167,4167
85118,315,6076,6175,6175,6175
85119,462,9895,10036,10046,10046
85120,540,14021,14163,14206,14206
85132,189,3253,3313,3316,3316
85140,565,10445,10647,10658,10658
85142,1634,19736,20390,20411,20411
85143,504,13086,13272,13272,13272
85201,375,10270,10395,10405,10405
85202,352,9133,9272,9272,9272
85203,523,10027,10263,10263,10263
85204,453,16559,16794,16794,16794
85205,710,16576,16914,16914,16914
85206,530,14569,14687,14716,14716
85207,1429,18467,19058,19077,19077
85208,428,15606,15796,15812,15812
85209,827,15922,16182,16230,16230
85210,439,8811,8936,8963,8963
85212,611,7250,7451,7451,7451
85213,894,11108,11486,11486,11486
85215,728,8124,8367,8367,8367
85224,618,13471,13718,13732,13732
85225,852,19963,20288,20288,20288
85226,949,12328,12644,12657,12657
85233,795,12508,12816,12829,12829
85234,1401,15918,16462,16478,16478
85248,1456,15580,15996,16012,16012
85249,2156,15219,16120,16120,16120
85250,642,7079,7298,7298,7298
85251,877,10249,10534,10534,10534
85253,1973,7826,8378,8378,8378
85254,2030,16020,16653,16653,16653
85255,2782,16504,17247,17265,17265
85256,160,1760,1784,1794,1794
85257,694,9270,9508,9518,9518
85258,1583,10130,10563,10563,10563
85259,1352,8232,8602,8602,8602
85260,1270,12396,12794,12794,12794
85262,1257,5880,6249,6255,6255
85266,1282,6498,6870,6870,6870
85268,965,10050,10382,10393,10393
85281,824,10587,10803,10847,10847
85282,731,14655,14879,14909,14909
85283,772,11768,12021,12045,12045
85284,1012,6837,7227,7234,7234
85286,1121,13103,13494,13494,13494
85295,1229,12990,13503,13503,13503
85296,1128,14134,14632,14647,14647
85297,1010,10143,10533,10533,10533
85298,1477,12065,12607,12607,12607
85301,621,12695,12928,12954,12954
85302,506,10522,10727,10759,10759
85303,257,8760,8839,8848,8848
85304,462,8595,8717,8726,8726
85305,127,3226,3255,3255,3255
85306,315,7952,8073,8073,8073
85307,64,2902,2917,2917,2917
85308,1608,22470,22975,22998,22998
85310,764,7359,7563,7563,7563
85323,427,11428,11566,11566,11566
85326,484,15041,15132,15147,15147
85329,9,151,154,154,154
85331,1963,13870,14462,14462,14462
85335,457,10761,10881,10892,10892
85338,604,12188,12361,12361,12361
85339,838,13201,13485,13485,13485
85340,735,9847,10059,10059,10059
85345,769,18957,19226,19226,19226
85350,11,218,221,221,221
85351,730,16731,16935,16969,16969
85353,375,10599,10717,10717,10717
85355,281,4002,4075,4075,4075
85363,72,2226,2242,2246,2246
85364,1149,19799,20122,20162,20162
85365,831,13811,14078,14092,14092
85367,433,8540,8644,8661,8661
85373,418,8768,8902,8902,8902
85374,986,17937,18266,18266,18266
85375,615,16885,17056,17056,17056
85377,34,225,233,234,234
85378,155,3394,3432,3439,3439
85379,665,14239,14456,14456,14456
85381,566,8293,8428,8437,8437
85382,911,14676,14870,14915,14915
85383,2027,17309,17937,17937,17937
85387,146,3541,3570,3570,3570
85388,547,9081,9266,9266,9266
85392,537,11018,11197,11197,11197
85395,1213,10984,11335,11335,11335
85396,242,3202,3278,3278,3278
85607,375,5660,5747,5764,5764
85621,179,3152,3236,3240,3240
85626,15,107,111,111,111
85648,68,2221,2250,2254,2254
85658,276,3378,3454,3454,3454
85701,181,1848,1901,1907,1907
85704,799,11514,11761,11761,11761
85705,927,14879,15168,15183,15183
85706,567,12661,12919,12919,12919
85708,15,662,664,666,666
85710,718,16879,17067,17084,17084
85711,633,13301,13449,13476,13476
85712,470,10057,10190,10211,10211
85713,650,13672,13824,13852,13852
85714,199,4912,4957,4972,4972
85715,436,7134,7265,7272,7272
85716,647,10602,10763,10785,10785
85718,1609,10976,11421,11421,11421
85719,937,11717,11969,12005,12005
85730,409,12668,12770,12770,12770
85735,6,194,196,196,196
85736,1,15,15,15,15
85737,652,7911,8148,8148,8148
85739,6,74,75,75,75
85741,318,11306,11352,11363,11363
85742,753,9850,10041,10051,10051
85743,139,2156,2202,2204,2204
85745,962,12364,12617,12642,12642
85746,529,12428,12579,12591,12591
85747,483,8214,8331,8339,8339
85748,499,7510,7671,7671,7671
85749,925,8245,8474,8474,8474
85750,1289,9894,10232,10232,10232
85755,615,7251,7414,7421,7421
85756,307,7256,7315,7315,7315
85757,134,2225,2266,2268,2268
85901,153,3880,3927,3927,3927
85929,86,1919,1948,1948,1948
86001,784,8196,8432,8432,8432
86004,532,6746,6905,6905,6905
86005,3,54,55,55,55
86011,2,17,17,17,17
86040,120,2563,2604,2607,2607
86301,451,9968,10018,10028,10028
86303,375,4480,4567,4581,4581
86305,391,5116,5215,5215,5215
86314,391,13388,13482,13482,13482
86315,74,1733,1750,1750,1750
86323,99,3526,3547,3551,3551
86325,0,13,13,13,13
86327,101,2111,2147,2147,2147
86329,0,109,109,109,109
86336,596,6803,7013,7013,7013
86351,150,1829,1872,1872,1872
86403,292,8705,8865,8874,8874
86404,324,7404,7524,7532,7532
86406,597,11309,11435,11470,11470
86434,0,1,1,1,1
90001,314,9650,9817,9827,9827
90002,396,8237,8388,8422,8422
90003,514,11452,11651,11674,11674
90004,409,6431,6610,6610,6610
90005,99,1695,1728,1737,1737
90006,180,4425,4492,4501,4501
90007,345,3867,4003,4015,4015
90008,403,5897,6068,6093,6093
90010,22,295,305,305,305
90011,359,12568,12798,12798,12798
90012,99,1556,1594,1599,1599
90013,73,528,556,557,557
