zip,panels_1_years_1000_incentive,panels_2_years_1000_incentive,panels_3_years_1000_incentive,panels_4_years_1000_incentive,panels_5_years_1000_incentive
35808,0,0,0,0,0
35810,0,0,0,0,0
35811,0,0,0,0,0
35816,36,36,36,36,36
35824,0,0,0,0,0
35901,3,3,3,3,3
35903,22,22,22,22,22
35904,16,16,16,16,16
35905,0,0,0,0,0
35906,0,0,0,0,0
35950,0,0,0,0,0
35951,0,0,0,0,0
35954,3,3,3,3,3
35956,0,0,0,0,0
35957,18,18,18,18,18
35976,3,3,3,3,3
35980,0,0,0,0,0
36020,1,1,1,1,1
36022,9,9,9,9,9
36025,8,8,8,8,8
36043,0,0,0,0,0
36054,28,28,28,28,28
36064,0,0,0,0,0
36066,0,0,0,0,0
36067,61,61,61,61,61
36079,0,0,0,0,0
36081,29,29,29,29,29
36092,0,0,0,0,0
36093,2,2,2,2,2
36104,47,47,47,47,47
36105,0,0,0,0,0
36106,0,0,0,0,0
36107,0,0,0,0,0
36108,42,42,42,42,42
36109,23,23,23,23,23
36110,17,17,17,17,17
36111,25,25,25,25,25
36112,0,0,0,0,0
36113,0,0,0,0,0
36115,0,0,0,0,0
36116,0,0,0,0,0
36117,79,79,79,79,79
36201,21,21,21,21,21
36203,42,42,42,42,42
36205,0,0,0,0,0
36206,7,7,7,7,7
36207,28,28,28,28,28
36250,0,0,0,0,0
36260,0,0,0,0,0
36265,0,0,0,0,0
36268,2,2,2,2,2
36277,1,1,1,1,1
36301,24,24,24,24,24
36303,73,73,73,73,73
36305,11,11,11,11,11
36312,0,0,0,0,0
36321,0,0,0,0,0
36322,6,6,6,6,6
36330,8,8,8,8,8
36345,12,12,12,12,12
36350,0,0,0,0,0
36351,0,0,0,0,0
36360,67,67,67,67,67
36362,7,7,7,7,7
36376,0,0,0,0,0
36509,5,5,5,5,5
36511,0,0,0,0,0
36523,1,1,1,1,1
36526,0,0,0,0,0
36527,14,14,14,14,14
36530,0,0,0,0,0
36532,30,30,30,30,30
36535,33,33,33,33,33
36541,9,9,9,9,9
36542,0,0,0,0,0
36544,11,11,11,11,11
36551,7,7,7,7,7
36555,2,2,2,2,2
36561,0,0,0,0,0
36567,24,24,24,24,24
36571,32,32,32,32,32
36572,5,5,5,5,5
36575,0,0,0,0,0
36576,0,0,0,0,0
36580,10,10,10,10,10
36582,115,115,115,115,115
36587,2,2,2,2,2
36602,0,0,0,0,0
36603,46,46,46,46,46
36604,58,58,58,58,58
36605,0,0,0,0,0
36606,6,6,6,6,6
36607,39,39,39,39,39
36608,0,0,0,0,0
36609,47,47,47,47,47
36610,57,57,57,57,57
36611,46,46,46,46,46
36612,3,3,3,3,3
36613,30,30,30,30,30
36617,0,0,0,0,0
36618,0,0,0,0,0
36619,43,43,43,43,43
36693,42,42,42,42,42
36695,154,154,154,154,154
36752,0,0,0,0,0
36801,33,33,33,33,33
36804,13,13,13,13,13
36830,115,115,115,115,115
36832,40,40,40,40,40
36856,0,0,0,0,0
36867,56,56,56,56,56
36869,99,99,99,99,99
36870,0,0,0,0,0
36875,0,0,0,0,0
36877,11,11,11,11,11
36879,0,0,0,0,0
71601,0,240,405,651,6657
71602,0,0,203,430,5986
71603,0,0,553,1107,12164
71837,0,0,0,0,6
71854,0,263,621,1158,11578
71901,0,0,200,484,5876
71913,0,0,274,579,9912
71956,0,0,0,0,8
71964,0,1,1,2,118
71968,0,0,0,1,43
72002,7,26,119,274,3592
72007,0,9,60,103,1735
72011,0,0,10,25,378
72012,0,24,94,157,3421
72015,0,49,316,613,9719
72019,0,6,207,386,5425
72022,0,0,82,223,5363
72023,0,0,226,583,11688
72065,0,1,6,14,158
72068,0,0,0,0,15
72076,0,12,444,852,11735
72081,0,0,5,17,335
72082,0,2,4,13,261
72086,0,0,38,125,1464
72103,0,6,82,122,3097
72113,0,0,166,526,6704
72114,0,4,291,558,3813
72116,0,47,207,393,5027
72117,0,0,274,521,5434
72118,0,13,169,364,6117
72120,0,0,236,520,9213
72135,0,0,12,29,260
72142,0,7,33,55,737
72143,0,36,143,376,5847
72167,0,0,1,1,11
72176,0,0,54,142,2057
72201,0,10,39,80,583
72202,0,49,178,328,2753
72204,0,75,315,622,7296
72205,0,0,189,437,5067
72206,0,113,496,931,8418
72207,0,20,134,333,2334
72209,0,110,303,542,6312
72210,0,32,89,186,3491
72211,0,0,188,472,5149
72212,0,4,220,492,3287
72223,0,11,289,727,5022
72227,0,29,179,348,2271
72364,0,0,1,2,26
72376,0,0,0,0,2
72401,16,406,812,1607,15778
72404,0,56,204,463,6836
72411,0,0,0,1,36
72416,0,11,17,34,589
72417,0,0,0,1,63
72701,0,349,765,2857,8188
72703,0,67,382,2557,7243
72704,0,38,376,2133,6138
72712,0,85,919,5001,10161
72718,0,0,26,136,361
72719,0,25,145,1011,2656
72730,0,7,41,456,1437
72745,10,12,47,790,2436
72753,0,0,0,0,1
72756,0,13,185,450,6483
72758,0,35,429,3002,8508
72762,0,59,586,4791,11386
72764,0,123,530,3822,12081
72774,0,0,0,0,2
72801,0,6,232,448,5363
72802,0,0,58,158,2448
72834,0,12,34,59,1075
72837,0,0,0,1,16
72847,0,1,7,13,187
72858,0,3,9,23,306
72901,0,86,221,836,7045
72903,0,41,307,979,8106
72904,0,83,333,909,6254
72908,0,0,104,505,4857
72916,0,17,167,443,2313
72921,0,0,14,42,351
72923,0,5,35,163,1634
72941,0,0,3,13,114
72956,0,181,406,1164,10462
85003,0,205,2151,2220,2227
85004,0,194,1559,1625,1627
85006,0,430,6864,7047,7047
85007,0,323,4765,4872,4877
85008,0,359,10429,10555,10555
85009,0,593,13266,13482,13482
85012,0,256,2148,2224,2228
85013,0,394,5498,5616,5627
85014,0,354,6520,6653,6660
85015,0,438,8100,8216,8240
85016,0,923,9835,10139,10149
85017,0,388,7770,7896,7912
85018,0,1358,11473,11890,11926
85019,0,290,6599,6707,6727
85020,0,596,10250,10439,10449
85021,0,481,9094,9223,9242
85022,0,811,14727,15027,15027
85023,0,416,9721,9889,9889
85024,0,455,7555,7686,7709
85027,0,616,11840,12057,12057
85028,0,788,7855,8123,8123
85029,0,560,11965,12172,12184
85031,0,173,6832,6908,6915
85032,0,1083,20427,20802,20823
85033,0,407,12164,12299,12324
85034,0,295,3058,3157,3166
85035,0,221,9545,9603,9622
85037,0,546,12830,13012,13012
85040,0,466,9318,9489,9508
85041,0,715,17521,17879,17897
85042,0,656,12264,12604,12604
85043,0,372,9813,10034,10034
85044,0,755,12222,12562,12574
85045,0,327,2167,2320,2320
85048,0,1156,11136,11587,11599
85050,0,1378,10225,10695,10695
85051,0,372,11078,11259,11270
85053,0,387,8857,9001,9010
85054,1,113,1289,1329,1329
85083,13,801,6109,6363,6363
85085,0,388,4025,4163,4167
85118,12,297,6064,6175,6175
85119,0,432,9865,10026,10046
85120,0,497,14007,14163,14206
85132,0,182,3253,3313,3316
85140,0,512,10434,10647,10658
85142,0,1553,19695,20390,20411
85143,0,451,13046,13272,13272
85201,0,313,10270,10395,10405
85202,0,324,9133,9272,9272
85203,0,482,10027,10253,10263
85204,0,436,16559,16794,16794
85205,0,710,16559,16914,16914
85206,0,515,14554,14687,14716
85207,0,1334,18429,19058,19077
85208,0,380,15606,15796,15812
85209,0,811,15906,16182,16230
85210,0,430,8775,8936,8963
85212,0,522,7198,7451,7451
85213,23,837,11073,11486,11486
85215,0,703,8124,8359,8367
85224,0,604,13444,13718,13732
85225,0,832,19903,20288,20288
85226,0,848,12290,12644,12657
85233,0,706,12483,12816,12829
85234,0,1219,15868,16462,16478
85248,0,1408,15580,15980,16012
85249,0,2043,15107,16120,16120
85250,29,620,7057,7298,7298
85251,0,845,10207,10524,10534
85253,0,1890,7734,8361,8378
85254,0,1863,15971,16653,16653
85255,0,2575,16401,17247,17265
85256,0,156,1755,1782,1794
85257,0,656,9251,9498,9518
85258,0,1467,10067,10552,10563
85259,0,1257,8189,8602,8602
85260,0,1206,12370,12781,12794
85262,0,1182,5830,6249,6255
85266,0,1178,6450,6870,6870
85268,0,933,9999,10382,10393
85281,0,813,10587,10803,10847
85282,0,642,14611,14879,14909
85283,0,687,11731,12021,12045
85284,0,954,6815,7227,7234
85286,0,1000,13049,13494,13494
85295,0,1148,12976,13503,13503
85296,0,1040,14105,14632,14647
85297,0,905,10122,10533,10533
85298,0,1376,11976,12607,12607
85301,0,556,12695,12928,12954
85302,0,485,10501,10727,10759
85303,0,248,8733,8839,8848
85304,0,453,8578,8717,8726
85305,0,120,3213,3255,3255
85306,0,299,7952,8073,8073
85307,0,55,2897,2917,2917
85308,0,1447,22447,22975,22998
85310,0,703,7344,7563,7563
85323,0,358,11404,11566,11566
85326,0,454,15011,15132,15147
85329,0,8,151,154,154
85331,0,1833,13856,14462,14462
85335,0,414,10761,10870,10892
85338,0,580,12163,12361,12361
85339,0,757,13174,13485,13485
85340,0,685,9807,10059,10059
85345,0,750,18938,19207,19226
85350,0,10,218,221,221
85351,0,662,16731,16901,16969
85353,0,364,10599,10717,10717
85355,0,265,3990,4075,4075
85363,0,65,2226,2242,2246
85364,0,1069,19759,20122,20162
85365,0,802,13796,14064,14092
85367,0,407,8540,8644,8661
85373,0,409,8751,8902,8902
85374,0,895,17919,18266,18266
85375,0,581,16851,17056,17056
85377,0,31,225,233,234
85378,0,144,3394,3429,3439
85379,0,651,14210,14456,14456
85381,0,524,8276,8428,8437
85382,0,806,14661,14855,14915
85383,0,1883,17273,17937,17937
85387,0,132,3541,3570,3570
85388,0,537,9081,9266,9266
85392,0,493,11018,11197,11197
85395,0,1145,10950,11335,11335
85396,0,222,3202,3278,3278
85607,0,352,5649,5747,5764
85621,0,166,3139,3236,3240
85626,0,14,107,111,111
85648,0,63,2218,2250,2254
85658,0,259,3371,3454,3454
85701,0,175,1840,1901,1907
85704,0,728,11479,11749,11761
85705,0,881,14848,15168,15183
85706,0,542,12648,12919,12919
85708,0,15,662,664,666
85710,0,667,16862,17067,17084
85711,0,526,13287,13449,13476
85712,0,460,10047,10190,10211
85713,0,650,13658,13824,13852
85714,0,194,4912,4957,4972
85715,0,414,7127,7265,7272
85716,0,615,10602,10763,10785
85718,0,1506,10954,11421,11421
85719,0,925,11693,11969,12005
85730,0,383,12655,12757,12770
85735,0,6,194,196,196
85736,0,1,15,15,15
85737,0,595,7895,8148,8148
85739,0,5,74,75,75
85741,0,318,11306,11352,11363
85742,0,693,9830,10041,10051
85743,0,121,2153,2202,2204
85745,0,949,12351,12617,12642
85746,0,492,12415,12579,12591
85747,0,450,8189,8331,8339
85748,0,476,7495,7671,7671
85749,8,865,8219,8474,8474
85750,0,1207,9874,10232,10232
85755,0,534,7229,7414,7421
85756,0,278,7235,7315,7315
85757,0,123,2225,2266,2268
85901,0,146,3872,3919,3927
85929,0,84,1915,1948,1948
86001,25,750,8196,8424,8432
86004,0,511,6739,6905,6905
86005,0,3,54,55,55
86011,0,2,16,17,17
86040,0,115,2557,2604,2607
86301,0,431,9938,10008,10028
86303,0,352,4475,4567,4581
86305,0,365,5100,5215,5215
86314,0,377,13388,13469,13482
86315,0,70,1731,1749,1750
86323,0,96,3526,3547,3551
86325,0,0,13,13,13
86327,0,99,2109,2147,2147
86329,0,0,109,109,109
86336,21,561,6782,7013,7013
86351,0,144,1823,1872,1872
86403,0,248,8705,8856,8874
86404,0,301,7389,7524,7532
86406,0,597,11274,11435,11470
86434,0,0,1,1,1
90001,0,334,9660,9827,9827
90002,0,404,8245,8397,8422
90003,0,549,11464,11651,11674
90004,0,416,6431,6610,6610
90005,0,101,1699,1730,1737
90006,0,185,4434,4497,4501
90007,0,353,3867,4003,4015
90008,0,415,5910,6068,6093
90010,0,23,296,305,305
90011,0,398,12580,12798,12798
90012,0,101,1559,1594,1599
90013,0,75,530,556,557
90014,0,28,227,237,238
90015,0,173,1646,1706,1709
90016,0,539,9015,9285,9285
90017,0,47,547,561,562
90018,0,497,8092,8282,8290
90019,0,754,10370,10625,10625
90020,0,93,1563,1605,1606
90021,0,193,1551,1621,1623
90022,0,350,10745,10942,10942
90023,0,215,7323,7411,7426
90024,0,443,3437,3633,3633
90025,0,508,4513,4746,4746
90026,0,794,9583,9870,9900
90027,0,536,6347,6611,6618
90028,0,154,2057,2108,2112
90029,0,182,3653,3716,3724
90031,0,313,5690,5800,5800
90032,0,401,7931,8169,8169
90033,0,240,6190,6291,6310
90034,0,481,6765,6960,6967
90035,0,584,5019,5311,5311
90036,0,564,5320,5536,5541
90037,0,359,8240,8349,8365
90038,0,173,3118,3198,3198
90039,0,653,6859,7161,7161
90040,0,158,3225,3308,3308
90041,0,499,5454,5675,5675
90042,0,555,9211,9565,9565
90043,0,896,11525,11907,11943
90044,0,828,15017,15324,15354
90045,0,1079,10001,10572,10583
90046,0,643,6583,6850,6850
90047,0,697,12518,12866,12905
90048,0,562,4390,4611,4611
90049,0,1263,7652,8210,8210
90056,0,301,2458,2610,2615
90057,0,78,1403,1436,1439
90058,0,97,2070,2112,2112
90059,0,350,6839,6958,6979
90061,0,378,5624,5798,5810
90062,0,370,6450,6576,6589
90063,0,274,9017,9145,9145
90064,0,794,6684,7035,7035
90065,0,918,8909,9252,9271
90066,0,1286,11024,11483,11494
90067,0,24,199,212,212
90068,0,487,4486,4683,4683
90069,0,375,3245,3415,3415
90077,0,580,2676,2928,2928
90094,0,51,332,355,355
90201,0,277,13025,13171,13171
90210,0,1198,6332,6876,6876
90211,0,216,1641,1727,1729
90212,0,274,1976,2070,2076
90220,0,482,11229,11482,11505
90221,0,327,10013,10207,10217
90222,0,281,6575,6702,6709
90230,0,698,5873,6209,6209
90232,0,462,3904,4114,4114
90240,0,427,6250,6450,6457
90241,0,279,8859,8994,9003
90242,0,304,8237,8423,8423
90245,0,569,4776,5125,5125
90247,0,418,9126,9284,9293
90248,0,214,4153,4282,4282
90249,0,421,6923,7130,7137
90250,0,674,16072,16450,16450
90254,0,568,4738,5107,5107
90255,0,356,9749,9867,9887
90260,0,217,7601,7740,7740
90262,0,325,10671,10791,10812
90265,0,901,5407,5929,5935
90266,0,1759,10357,11385,11396
90270,0,95,3458,3500,3503
90272,0,1385,6870,7693,7693
90274,0,1388,8228,9123,9123
90275,0,1858,12864,13981,13995
90277,0,689,7951,8405,8405
90278,0,1120,10231,10850,10850
90280,0,475,15080,15310,15325
90290,0,211,1507,1626,1626
90291,0,849,6296,6684,6691
90292,0,204,1583,1675,1675
90293,0,168,1752,1846,1848
90301,0,204,5680,5814,5820
90302,0,200,4695,4785,4785
90303,0,268,5228,5352,5352
90304,0,153,4420,4501,4501
90305,0,204,4331,4433,4438
90401,0,88,673,708,708
90402,0,635,3050,3341,3341
90403,0,441,2895,3103,3106
90404,0,344,3158,3307,3307
90405,0,708,5225,5518,5523
90501,0,695,9434,9806,9806
90502,0,194,4541,4634,4638
90503,0,681,9619,10019,10019
90504,0,641,8700,9016,9025
90505,0,809,9518,9997,9997
90601,0,468,7811,8077,8077
90602,0,175,4745,4857,4857
90603,0,417,5804,6028,6034
90604,0,561,9131,9502,9502
90605,0,580,9383,9653,9663
90606,0,266,7375,7572,7579
90620,0,451,11982,12546,12558
90621,0,203,6322,6538,6552
90623,0,273,4029,4323,4332
90630,0,537,12731,13416,13442
90631,0,655,16063,16768,16785
90638,0,797,13018,13490,13490
90640,0,768,12653,12992,13005
90650,0,911,21773,22217,22217
90660,0,849,13942,14345,14345
90670,0,252,5869,6025,6025
90680,0,259,5780,5985,5997
90701,0,198,4045,4136,4140
90703,0,1215,13994,14609,14623
90706,0,569,15036,15328,15359
90710,0,275,5696,5860,5860
90712,0,586,9548,9935,9935
90713,0,693,8807,9241,9241
90715,0,207,4183,4304,4304
90716,0,58,2372,2396,2398
90717,0,430,5426,5647,5652
90720,0,439,6643,7204,7211
90723,0,239,9460,9575,9584
90731,0,836,11923,12292,12304
90732,0,484,5407,5698,5704
90740,0,282,5929,6261,6267
90744,0,382,9629,9806,9816
90745,0,768,12825,13249,13262
90746,0,636,7888,8219,8243
90755,0,156,2693,2785,2788
90802,0,183,2959,3057,3057
90803,0,583,8132,8453,8461
90804,0,214,5654,5769,5775
90805,0,517,16961,17202,17219
90806,0,225,7375,7495,7502
90807,0,563,7936,8284,8284
90808,0,1131,12875,13583,13597
90810,0,368,7677,7818,7834
90813,0,228,6592,6685,6692
90814,0,224,4036,4144,4152
90815,0,934,11464,11979,11991
91001,0,1039,8881,9448,9448
91006,0,959,9114,9685,9685
91007,0,455,7560,7858,7858
91008,0,66,481,517,517
91010,0,371,6125,6295,6295
91011,0,1029,5449,6048,6048
91016,0,631,10171,10518,10518
91020,0,152,1482,1538,1545
91024,0,282,2829,3000,3000
91030,0,432,4253,4506,4506
91040,0,398,5465,5687,5692
91042,0,359,6129,6293,6306
91101,0,141,1343,1405,1406
91103,0,396,4613,4811,4825
91104,0,502,7085,7366,7381
91105,0,375,2483,2693,2693
91106,0,303,3739,3891,3895
91107,0,940,8921,9481,9490
91108,0,624,3839,4182,4186
91201,0,228,4347,4468,4468
91202,0,311,3972,4087,4099
91203,0,102,1627,1671,1672
91204,0,95,1895,1934,1934
91205,0,258,4057,4157,4161
91206,0,301,4617,4774,4779
91207,0,237,2446,2548,2553
91208,0,398,3767,3940,3940
91214,0,818,7462,7946,7946
91301,0,961,6794,7393,7393
91302,0,1268,7072,7788,7788
91303,0,148,3145,3216,3216
91304,0,537,9425,9777,9777
91306,0,562,8683,8924,8933
91307,0,730,7602,8011,8019
91311,0,829,9959,10384,10384
91316,0,474,4954,5145,5150
91320,0,1282,12819,13920,13920
91321,0,372,6068,6288,6295
91324,0,447,5913,6103,6109
91325,0,578,6379,6652,6652
91326,0,1161,9689,10296,10296
91331,0,706,17610,18045,18063
91335,0,680,12788,13089,13089
91340,0,374,7043,7187,7194
91342,0,795,17213,17690,17690
91343,21,712,10280,10642,10642
91344,0,1177,14047,14709,14709
91345,0,339,4398,4507,4525
91350,0,660,9652,10159,10159
91351,0,431,8198,8418,8435
91352,0,734,10165,10480,10490
91354,0,774,7591,8050,8050
91355,0,559,7800,8108,8108
91356,0,599,5747,6108,6108
91360,0,745,11908,12603,12628
91361,0,636,6622,7137,7137
91362,0,1055,10321,11088,11121
91364,0,735,6813,7202,7202
91367,0,745,8457,8856,8874
91377,0,386,3746,4107,4107
91381,0,540,4444,4779,4779
91384,0,2,30,32,32
91387,0,288,3639,3795,3795
91390,0,279,2675,2849,2849
91401,0,492,6618,6837,6837
91402,0,303,6910,7030,7037
91403,0,460,4244,4443,4443
91405,0,310,5842,5949,5967
91406,0,611,9160,9348,9376
91411,0,225,3196,3302,3302
91423,0,591,5427,5672,5672
91436,0,742,4270,4636,4636
91501,0,173,3365,3454,3454
91502,0,58,1505,1528,1528
91504,0,577,5879,6143,6149
91505,0,700,8397,8738,8756
91506,0,634,5462,5724,5724
91601,0,389,5104,5257,5257
91602,0,229,2910,3009,3012
91604,0,676,5436,5771,5771
91605,0,578,9546,9791,9801
91606,0,387,6876,7031,7038
91607,0,324,4246,4360,4369
91701,0,806,11660,12057,12057
91702,0,399,12232,12494,12494
91706,0,495,15244,15507,15507
91708,0,76,1769,1811,1811
91709,0,1700,19278,19998,20038
91710,0,1060,20624,21154,21154
91711,0,896,9517,10051,10051
91722,0,367,8327,8541,8541
91723,0,202,4205,4300,4304
91724,0,362,7055,7243,7243
91730,0,802,14688,15142,15142
91731,0,112,5278,5342,5342
91732,0,395,10995,11254,11254
91733,0,303,9020,9167,9167
91737,0,607,6792,7060,7060
91739,0,1192,9201,9757,9767
91740,0,349,6635,6840,6840
91741,0,784,8642,9038,9038
91744,0,571,16388,16791,16791
91745,0,1093,13963,14560,14575
91746,0,307,7135,7325,7333
91748,0,571,11297,11634,11658
91750,0,811,10754,11250,11250
91752,0,455,8448,8754,8754
91754,0,564,7942,8265,8265
91755,0,273,5893,6039,6045
91761,0,606,14888,15160,15160
91762,0,469,12812,13007,13033
91763,0,214,8131,8229,8237
91764,0,279,10180,10325,10325
91765,0,1061,12168,12769,12769
91766,0,597,13869,14197,14225
91767,0,476,10089,10358,10358
91768,0,213,6543,6656,6656
91770,0,534,14144,14433,14433
91773,0,749,9703,10128,10128
91775,0,525,6198,6470,6476
91776,0,364,7670,7907,7907
91780,0,781,9978,10405,10415
91784,0,1090,8622,9172,9172
91786,0,498,11919,12126,12150
91789,0,1110,12509,13169,13169
91790,0,635,10815,11149,11149
91791,0,485,7988,8211,8219
91792,0,283,5870,6009,6021
91801,0,528,9374,9585,9594
91803,0,333,6478,6638,6651
91902,17,1501,5640,5720,5720
91910,0,3751,16863,17051,17051
91911,17,3240,16481,16614,16614
91913,0,2683,10013,10134,10134
91914,4,1213,4009,4066,4066
91915,33,1674,6449,6527,6527
91932,0,1005,5310,5347,5347
91935,0,99,328,335,335
91941,0,2513,9813,9942,9942
91942,29,2236,9665,9753,9753
91945,0,1342,7359,7381,7381
91950,32,2154,10716,10792,10792
91977,0,2861,13359,13481,13481
91978,0,549,2756,2776,2776
92003,0,503,2031,2052,2052
92007,0,1032,3150,3207,3207
92008,0,2146,8092,8190,8190
92009,60,4152,11818,12035,12035
92010,0,1248,4670,4727,4727
92011,0,2135,7067,7196,7196
92014,0,2115,5685,5795,5795
92019,11,2304,10741,10839,10839
92020,62,2676,12340,12427,12427
92021,34,2270,11069,11159,11159
92024,0,5138,15988,16380,16380
92025,22,2771,10994,11150,11150
92026,0,3024,13043,13161,13161
92027,27,3051,13359,13480,13480
92028,0,1784,7813,7860,7860
92029,7,2019,7416,7491,7491
92037,0,3511,11595,11844,11844
92040,12,2415,11351,11489,11489
92054,0,1856,9488,9555,9555
92056,15,3373,14827,14977,14977
92057,29,3201,14159,14288,14288
92058,0,1361,7125,7161,7161
92059,0,16,36,36,36
92064,0,4317,14464,14684,14684
92067,0,754,1784,1841,1841
92069,0,2684,11238,11375,11375
92071,0,3642,15135,15303,15303
92075,0,1276,3847,3902,3902
92078,13,3606,12896,13079,13079
92081,0,1910,8176,8234,8234
92082,0,232,926,938,938
92083,0,1555,7884,7932,7932
92084,0,2855,12816,12919,12919
92091,14,469,1374,1415,1415
92101,0,596,2307,2340,2340
92102,51,1519,8399,8441,8441
92103,7,1774,7103,7211,7211
92104,20,2211,9978,10048,10048
92105,0,2225,11727,11822,11822
92106,0,2031,6188,6321,6321
92107,0,1793,7648,7764,7764
92108,0,365,1510,1530,1530
92109,0,2705,10777,10908,10908
92110,26,1609,6436,6521,6521
92111,46,2479,11482,11574,11574
92113,0,1786,9113,9187,9187
92114,83,3393,16402,16551,16551
92115,72,2619,11926,12059,12059
92116,0,1892,8286,8344,8344
92117,62,3934,15227,15443,15443
92118,17,1699,5537,5650,5650
92119,7,1888,6912,7017,7017
92120,64,2570,8987,9115,9115
92121,0,794,2537,2583,2583
92122,88,1719,6128,6272,6272
92123,0,1766,7316,7420,7420
92124,0,1656,6733,6801,6801
92126,0,4210,16824,16994,16994
92127,0,4001,11859,12089,12089
92128,0,3585,13313,13502,13502
92129,0,4176,13386,13618,13618
92130,0,4643,12497,12791,12791
92131,0,3354,9685,9893,9893
92139,0,1501,7319,7386,7386
92154,30,3002,15132,15254,15254
92173,0,3,15,15,15
92201,0,567,17371,17672,17707
92203,0,638,10824,11171,11193
92210,0,295,2533,2732,2732
92211,0,788,14819,15453,15468
92220,0,412,10615,10832,10832
92223,0,576,16526,16933,16950
92231,0,0,1,1,1
92234,0,841,16070,16483,16515
92236,0,192,7898,7994,7994
92240,0,246,6188,6282,6295
92241,0,0,11,11,11
92243,0,483,11272,11502,11514
92249,0,1,9,9,9
92251,17,1919,4222,4260,4260
92253,0,990,17923,18595,18633
92260,0,1036,14660,15239,15269
92262,0,733,10654,11088,11099
92264,0,556,8907,9213,9250
92270,0,929,9600,10223,10223
92274,0,325,797,801,801
92276,0,39,3254,3284,3287
92277,0,193,4729,4821,4826
92283,0,22,400,412,412
92301,0,199,5766,5830,5842
92307,0,462,10980,11273,11273
92308,0,501,12650,12869,12882
92311,0,404,6676,6819,6833
92313,0,87,3562,3609,3609
92314,0,226,4797,4885,4900
92315,0,89,1445,1486,1486
92316,0,235,8267,8342,8351
92320,0,121,3397,3455,3459
92321,0,50,375,398,399
92324,0,512,13209,13438,13452
92325,0,27,739,748,748
