zip,panels_1_years_6500_incentive,panels_2_years_6500_incentive,panels_3_years_6500_incentive,panels_4_years_6500_incentive,panels_5_years_6500_incentive
99501,0,0,0,36,53
99502,0,0,0,0,117
99503,0,0,10,23,39
99504,8,23,23,60,128
99506,6,7,9,12,12
99507,0,0,0,8,165
99508,0,0,18,46,123
99515,11,16,27,32,118
99516,0,0,0,0,27
99517,0,0,0,0,15
99518,0,0,0,9,21
99701,0,0,0,0,13
99703,0,0,0,2,2
99709,0,20,36,52,52
99712,0,0,0,0,1
35004,2,2,2,2,2
35005,39,39,39,39,39
35007,213,213,213,213,213
35014,1,1,1,1,1
35020,364,364,364,364,364
35022,229,229,229,229,229
35023,90,90,90,90,90
35040,55,55,55,55,55
35043,0,0,0,0,0
35044,0,0,0,0,0
35051,0,0,0,0,0
35055,216,216,216,216,216
35057,8,8,8,8,8
35058,9,9,9,9,9
35061,5,5,5,5,5
35064,89,89,89,89,89
35068,39,39,39,39,39
35071,163,163,163,163,163
35072,0,0,0,0,0
35073,1,1,1,1,1
35077,10,10,10,10,10
35080,162,162,162,162,162
35094,66,66,66,66,66
35096,4,4,4,4,4
35111,29,29,29,29,29
35114,73,73,73,73,73
35115,23,23,23,23,23
35116,4,4,4,4,4
35117,80,80,80,80,80
35118,8,8,8,8,8
35124,199,199,199,199,199
35126,51,51,51,51,51
35127,47,47,47,47,47
35147,14,14,14,14,14
35150,142,142,142,142,142
35151,7,7,7,7,7
35160,97,97,97,97,97
35173,283,283,283,283,283
35176,2,2,2,2,2
35179,5,5,5,5,5
35184,0,0,0,0,0
35188,0,0,0,0,0
35203,35,35,35,35,35
35204,230,230,230,230,230
35205,132,132,132,132,132
35206,205,205,205,205,205
35207,220,220,220,220,220
35208,189,189,189,189,189
35209,191,191,191,191,191
35210,167,167,167,167,167
35211,456,456,456,456,456
35212,341,341,341,341,341
35213,317,317,317,317,317
35214,209,209,209,209,209
35215,516,516,516,516,516
35216,222,222,222,222,222
35217,260,260,260,260,260
35218,138,138,138,138,138
35221,90,90,90,90,90
35222,86,86,86,86,86
35223,314,314,314,314,314
35224,70,70,70,70,70
35226,454,454,454,454,454
35228,159,159,159,159,159
35233,67,67,67,67,67
35234,132,132,132,132,132
35235,147,147,147,147,147
35242,804,804,804,804,804
35243,224,224,224,224,224
35244,258,258,258,258,258
35401,703,703,703,703,703
35404,343,343,343,343,343
35405,345,345,345,345,345
35406,204,204,204,204,204
35444,0,0,0,0,0
35452,0,0,0,0,0
35453,45,45,45,45,45
35456,17,17,17,17,17
35463,0,0,0,0,0
35473,120,120,120,120,120
35474,17,17,17,17,17
35475,31,31,31,31,31
35476,145,145,145,145,145
35490,3,3,3,3,3
35601,200,200,200,200,200
35603,113,113,113,113,113
35611,157,157,157,157,157
35613,24,24,24,24,24
35614,12,12,12,12,12
35616,1,1,1,1,1
35630,370,370,370,370,370
35633,33,33,33,33,33
35634,5,5,5,5,5
35645,4,4,4,4,4
35660,135,135,135,135,135
35661,110,110,110,110,110
35671,3,3,3,3,3
35673,11,11,11,11,11
35674,64,64,64,64,64
35741,10,10,10,10,10
35748,8,8,8,8,8
35749,211,211,211,211,211
35750,1,1,1,1,1
35754,2,2,2,2,2
35756,65,65,65,65,65
35757,143,143,143,143,143
35758,416,416,416,416,416
35759,54,54,54,54,54
35761,23,23,23,23,23
35763,115,115,115,115,115
35773,7,7,7,7,7
35775,1,1,1,1,1
35801,243,243,243,243,243
35802,117,117,117,117,117
35803,80,80,80,80,80
35805,244,244,244,244,244
35806,194,194,194,194,194
35808,15,15,15,15,15
35810,207,207,207,207,207
35811,198,198,198,198,198
35816,223,223,223,223,223
35824,59,59,59,59,59
35901,108,108,108,108,108
35903,53,53,53,53,53
35904,54,54,54,54,54
35905,1,1,1,1,1
35906,1,1,1,1,1
35950,84,84,84,84,84
35951,30,30,30,30,30
35954,52,52,52,52,52
35956,4,4,4,4,4
35957,73,73,73,73,73
35976,42,42,42,42,42
35980,2,2,2,2,2
36020,18,18,18,18,18
36022,26,26,26,26,26
36025,20,20,20,20,20
36043,4,4,4,4,4
36054,107,107,107,107,107
36064,4,4,4,4,4
36066,211,211,211,211,211
36067,204,204,204,204,204
36079,14,14,14,14,14
36081,119,119,119,119,119
36092,35,35,35,35,35
36093,56,56,56,56,56
36104,218,218,218,218,218
36105,84,84,84,84,84
36106,153,153,153,153,153
36107,100,100,100,100,100
36108,513,513,513,513,513
36109,359,359,359,359,359
36110,121,121,121,121,121
36111,147,147,147,147,147
36112,0,0,0,0,0
36113,2,2,2,2,2
36115,1,1,1,1,1
36116,487,487,487,487,487
36117,473,473,473,473,473
36201,146,146,146,146,146
36203,117,117,117,117,117
36205,12,12,12,12,12
36206,56,56,56,56,56
36207,126,126,126,126,126
36250,0,0,0,0,0
36260,1,1,1,1,1
36265,80,80,80,80,80
36268,4,4,4,4,4
36277,5,5,5,5,5
36301,319,319,319,319,319
36303,372,372,372,372,372
36305,100,100,100,100,100
36312,0,0,0,0,0
36321,1,1,1,1,1
36322,24,24,24,24,24
36330,214,214,214,214,214
36345,52,52,52,52,52
36350,12,12,12,12,12
36351,1,1,1,1,1
36360,144,144,144,144,144
36362,24,24,24,24,24
36376,0,0,0,0,0
36509,24,24,24,24,24
36511,1,1,1,1,1
36523,8,8,8,8,8
36526,150,150,150,150,150
36527,178,178,178,178,178
36530,2,2,2,2,2
36532,542,542,542,542,542
36535,306,306,306,306,306
36541,30,30,30,30,30
36542,35,35,35,35,35
36544,71,71,71,71,71
36551,79,79,79,79,79
36555,10,10,10,10,10
36561,140,140,140,140,140
36567,63,63,63,63,63
36571,136,136,136,136,136
36572,44,44,44,44,44
36575,168,168,168,168,168
36576,33,33,33,33,33
36580,39,39,39,39,39
36582,231,231,231,231,231
36587,11,11,11,11,11
36602,31,31,31,31,31
36603,204,204,204,204,204
36604,167,167,167,167,167
36605,351,351,351,351,351
36606,164,164,164,164,164
36607,184,184,184,184,184
36608,441,441,441,441,441
36609,298,298,298,298,298
36610,267,267,267,267,267
36611,124,124,124,124,124
36612,68,68,68,68,68
36613,102,102,102,102,102
36617,114,114,114,114,114
36618,151,151,151,151,151
36619,123,123,123,123,123
36693,187,187,187,187,187
36695,517,517,517,517,517
36752,0,0,0,0,0
36801,142,142,142,142,142
36804,50,50,50,50,50
36830,458,458,458,458,458
36832,149,149,149,149,149
36856,2,2,2,2,2
36867,460,460,460,460,460
36869,312,312,312,312,312
36870,241,241,241,241,241
36875,2,2,2,2,2
36877,70,70,70,70,70
36879,1,1,1,1,1
71601,288,439,1426,6678,6815
71602,18,234,1340,6011,6085
71603,75,616,2654,12202,12403
71837,0,0,1,6,6
71854,370,728,2495,11661,11793
71901,30,236,763,5919,5991
71913,41,355,1209,9953,10065
71956,0,0,1,8,8
71964,1,2,9,118,118
71968,0,1,3,43,43
72002,30,156,649,3603,3681
72007,9,71,324,1739,1760
72011,0,14,60,379,385
72012,28,104,588,3428,3459
72015,89,366,1691,9719,9818
72019,11,235,922,5425,5553
72022,11,109,741,5385,5423
72023,0,309,1976,11759,11854
72065,2,8,30,158,160
72068,0,0,2,15,15
72076,120,540,2040,11771,11891
72081,0,8,51,336,340
72082,2,5,43,262,263
72086,0,48,284,1472,1500
72103,13,82,401,3097,3122
72113,0,221,1135,6731,6828
72114,84,331,886,3829,3905
72116,47,238,813,5037,5125
72117,62,308,952,5456,5546
72118,25,238,916,6123,6186
72120,9,293,1438,9232,9402
72135,0,15,50,261,268
72142,11,36,125,740,752
72143,66,167,1044,5847,5912
72167,0,1,3,11,11
72176,13,67,377,2064,2082
72201,14,49,115,585,603
72202,78,199,567,2771,2834
72204,105,360,1170,7311,7408
72205,26,247,900,5088,5204
72206,192,601,1697,8435,8601
72207,22,179,534,2354,2444
72209,181,329,858,6338,6402
72210,43,104,478,3499,3538
72211,0,225,966,5192,5284
72212,11,276,871,3326,3471
72223,16,412,1150,5032,5198
72227,36,201,552,2291,2366
72364,0,1,4,26,27
72376,0,0,0,2,2
