zip,panels_1_years_6000_incentive,panels_2_years_6000_incentive,panels_3_years_6000_incentive,panels_4_years_6000_incentive,panels_5_years_6000_incentive
99501,0,0,0,16,39
99502,0,0,0,0,39
99503,0,0,3,23,26
99504,0,15,23,38,83
99506,3,7,7,9,12
99507,0,0,0,0,68
99508,0,0,0,23,59
99515,0,11,27,32,70
99516,0,0,0,0,0
99517,0,0,0,0,4
99518,0,0,0,3,18
99701,0,0,0,0,0
99703,0,0,0,1,2
99709,0,12,28,48,52
99712,0,0,0,0,1
35004,1,1,1,1,1
35005,35,35,35,35,35
35007,181,181,181,181,181
35014,1,1,1,1,1
35020,334,334,334,334,334
35022,196,196,196,196,196
35023,90,90,90,90,90
35040,44,44,44,44,44
35043,0,0,0,0,0
35044,0,0,0,0,0
35051,0,0,0,0,0
35055,201,201,201,201,201
35057,6,6,6,6,6
35058,4,4,4,4,4
35061,4,4,4,4,4
35064,86,86,86,86,86
35068,31,31,31,31,31
35071,124,124,124,124,124
35072,0,0,0,0,0
35073,1,1,1,1,1
35077,10,10,10,10,10
35080,123,123,123,123,123
35094,62,62,62,62,62
35096,3,3,3,3,3
35111,25,25,25,25,25
35114,61,61,61,61,61
35115,20,20,20,20,20
35116,3,3,3,3,3
35117,67,67,67,67,67
35118,5,5,5,5,5
35124,73,73,73,73,73
35126,45,45,45,45,45
35127,37,37,37,37,37
35147,11,11,11,11,11
35150,136,136,136,136,136
35151,6,6,6,6,6
35160,91,91,91,91,91
35173,186,186,186,186,186
35176,1,1,1,1,1
35179,4,4,4,4,4
35184,0,0,0,0,0
35188,0,0,0,0,0
35203,31,31,31,31,31
35204,201,201,201,201,201
35205,115,115,115,115,115
35206,186,186,186,186,186
35207,199,199,199,199,199
35208,155,155,155,155,155
35209,148,148,148,148,148
35210,140,140,140,140,140
35211,405,405,405,405,405
35212,302,302,302,302,302
35213,206,206,206,206,206
35214,178,178,178,178,178
35215,482,482,482,482,482
35216,141,141,141,141,141
35217,239,239,239,239,239
35218,133,133,133,133,133
35221,84,84,84,84,84
35222,73,73,73,73,73
35223,240,240,240,240,240
35224,65,65,65,65,65
35226,355,355,355,355,355
35228,134,134,134,134,134
35233,60,60,60,60,60
35234,109,109,109,109,109
35235,116,116,116,116,116
35242,631,631,631,631,631
