zip,panels_1_years_7500_incentive,panels_2_years_7500_incentive,panels_3_years_7500_incentive,panels_4_years_7500_incentive,panels_5_years_7500_incentive
99501,0,0,36,59,115
99502,0,0,6,145,239
99503,0,13,23,39,65
99504,23,23,60,151,181
99506,7,9,12,12,16
99507,0,0,15,172,308
99508,0,18,46,123,160
99515,22,27,43,118,194
99516,0,0,0,31,119
99517,0,0,0,18,103
99518,0,0,9,24,50
99701,0,0,0,17,50
99703,0,0,2,2,3
99709,20,40,52,52,108
99712,0,0,1,1,4
35004,2,2,2,2,2
35005,40,40,40,40,40
35007,268,268,268,268,268
35014,1,1,1,1,1
35020,415,415,415,415,415
35022,331,331,331,331,331
35023,95,95,95,95,95
35040,70,70,70,70,70
35043,0,0,0,0,0
35044,0,0,0,0,0
35051,0,0,0,0,0
35055,260,260,260,260,260
35057,12,12,12,12,12
35058,14,14,14,14,14
35061,7,7,7,7,7
35064,111,111,111,111,111
35068,55,55,55,55,55
35071,233,233,233,233,233
35072,0,0,0,0,0
35073,2,2,2,2,2
35077,12,12,12,12,12
35080,192,192,192,192,192
35094,97,97,97,97,97
35096,5,5,5,5,5
35111,38,38,38,38,38
35114,93,93,93,93,93
35115,30,30,30,30,30
35116,5,5,5,5,5
35117,96,96,96,96,96
35118,13,13,13,13,13
35124,444,444,444,444,444
35126,59,59,59,59,59
35127,61,61,61,61,61
35147,21,21,21,21,21
35150,169,169,169,169,169
35151,10,10,10,10,10
35160,109,109,109,109,109
35173,431,431,431,431,431
35176,2,2,2,2,2
35179,7,7,7,7,7
35184,0,0,0,0,0
35188,0,0,0,0,0
35203,41,41,41,41,41
35204,267,267,267,267,267
35205,174,174,174,174,174
35206,278,278,278,278,278
35207,282,282,282,282,282
35208,204,204,204,204,204
35209,286,286,286,286,286
35210,178,178,178,178,178
35211,523,523,523,523,523
35212,400,400,400,400,400
35213,443,443,443,443,443
35214,289,289,289,289,289
35215,550,550,550,550,550
35216,403,403,403,403,403
35217,296,296,296,296,296
35218,148,148,148,148,148
35221,96,96,96,96,96
35222,146,146,146,146,146
35223,439,439,439,439,439
35224,92,92,92,92,92
35226,651,651,651,651,651
35228,177,177,177,177,177
35233,85,85,85,85,85
35234,165,165,165,165,165
35235,221,221,221,221,221
35242,1199,1199,1199,1199,1199
35243,373,373,373,373,373
35244,463,463,463,463,463
35401,853,853,853,853,853
35404,380,380,380,380,380
35405,416,416,416,416,416
35406,283,283,283,283,283
35444,0,0,0,0,0
35452,0,0,0,0,0
35453,61,61,61,61,61
35456,21,21,21,21,21
35463,1,1,1,1,1
35473,169,169,169,169,169
35474,25,25,25,25,25
35475,62,62,62,62,62
35476,166,166,166,166,166
35490,3,3,3,3,3
35601,294,294,294,294,294
35603,220,220,220,220,220
35611,254,254,254,254,254
35613,160,160,160,160,160
35614,20,20,20,20,20
35616,1,1,1,1,1
35630,472,472,472,472,472
35633,43,43,43,43,43
35634,8,8,8,8,8
35645,6,6,6,6,6
35660,165,165,165,165,165
35661,132,132,132,132,132
35671,9,9,9,9,9
35673,16,16,16,16,16
35674,80,80,80,80,80
35741,61,61,61,61,61
35748,15,15,15,15,15
35749,478,478,478,478,478
35750,2,2,2,2,2
35754,3,3,3,3,3
35756,214,214,214,214,214
35757,232,232,232,232,232
35758,740,740,740,740,740
35759,103,103,103,103,103
35761,57,57,57,57,57
35763,268,268,268,268,268
35773,10,10,10,10,10
35775,2,2,2,2,2
35801,573,573,573,573,573
35802,206,206,206,206,206
35803,240,240,240,240,240
35805,352,352,352,352,352
35806,278,278,278,278,278
35808,53,53,53,53,53
35810,242,242,242,242,242
35811,396,396,396,396,396
35816,251,251,251,251,251
35824,139,139,139,139,139
35901,152,152,152,152,152
35903,67,67,67,67,67
35904,75,75,75,75,75
35905,1,1,1,1,1
35906,2,2,2,2,2
35950,130,130,130,130,130
35951,40,40,40,40,40
35954,62,62,62,62,62
35956,6,6,6,6,6
35957,97,97,97,97,97
35976,62,62,62,62,62
35980,2,2,2,2,2
36020,22,22,22,22,22
36022,32,32,32,32,32
36025,26,26,26,26,26
36043,5,5,5,5,5
36054,145,145,145,145,145
36064,7,7,7,7,7
36066,277,277,277,277,277
36067,248,248,248,248,248
36079,18,18,18,18,18
36081,146,146,146,146,146
36092,59,59,59,59,59
36093,78,78,78,78,78
36104,248,248,248,248,248
36105,108,108,108,108,108
36106,213,213,213,213,213
36107,130,130,130,130,130
36108,605,605,605,605,605
36109,458,458,458,458,458
36110,159,159,159,159,159
36111,198,198,198,198,198
36112,0,0,0,0,0
36113,3,3,3,3,3
36115,1,1,1,1,1
36116,598,598,598,598,598
36117,552,552,552,552,552
36201,173,173,173,173,173
36203,131,131,131,131,131
36205,16,16,16,16,16
36206,68,68,68,68,68
36207,144,144,144,144,144
36250,0,0,0,0,0
36260,1,1,1,1,1
36265,97,97,97,97,97
36268,4,4,4,4,4
36277,6,6,6,6,6
36301,375,375,375,375,375
36303,437,437,437,437,437
36305,118,118,118,118,118
36312,0,0,0,0,0
36321,1,1,1,1,1
36322,31,31,31,31,31
36330,283,283,283,283,283
36345,64,64,64,64,64
36350,16,16,16,16,16
36351,1,1,1,1,1
36360,160,160,160,160,160
36362,28,28,28,28,28
36376,0,0,0,0,0
36509,27,27,27,27,27
36511,2,2,2,2,2
36523,11,11,11,11,11
36526,337,337,337,337,337
36527,239,239,239,239,239
36530,2,2,2,2,2
36532,748,748,748,748,748
36535,340,340,340,340,340
36541,39,39,39,39,39
36542,79,79,79,79,79
36544,78,78,78,78,78
36551,103,103,103,103,103
36555,12,12,12,12,12
36561,210,210,210,210,210
36567,96,96,96,96,96
36571,186,186,186,186,186
36572,55,55,55,55,55
36575,199,199,199,199,199
36576,40,40,40,40,40
36580,45,45,45,45,45
36582,277,277,277,277,277
36587,11,11,11,11,11
36602,43,43,43,43,43
36603,240,240,240,240,240
36604,203,203,203,203,203
36605,480,480,480,480,480
36606,213,213,213,213,213
36607,204,204,204,204,204
36608,561,561,561,561,561
36609,351,351,351,351,351
36610,298,298,298,298,298
36611,141,141,141,141,141
36612,84,84,84,84,84
36613,114,114,114,114,114
36617,133,133,133,133,133
36618,182,182,182,182,182
36619,192,192,192,192,192
36693,253,253,253,253,253
36695,656,656,656,656,656
36752,0,0,0,0,0
36801,203,203,203,203,203
36804,56,56,56,56,56
36830,546,546,546,546,546
36832,167,167,167,167,167
36856,5,5,5,5,5
36867,495,495,495,495,495
36869,375,375,375,375,375
36870,331,331,331,331,331
36875,3,3,3,3,3
36877,92,92,92,92,92
36879,1,1,1,1,1
71601,336,466,4614,6719,6815
71602,49,301,4130,6042,6091
71603,264,843,8403,12277,12478
71837,0,0,4,6,6
71854,489,847,8319,11721,11817
71901,73,309,3462,5949,6004
71913,122,457,5728,9973,10075
71956,0,0,4,8,8
71964,1,2,64,118,118
71968,0,1,24,43,43
72002,41,193,2254,3637,3700
72007,34,89,1140,1742,1767
72011,0,18,232,382,387
72012,42,125,2255,3431,3470
72015,168,465,6239,9768,9847
72019,45,302,3425,5464,5570
72022,22,147,3303,5390,5434
72023,24,369,7772,11795,11854
72065,3,9,102,159,161
72068,0,0,10,15,15
72076,180,576,7379,11795,11915
72081,2,10,223,337,340
72082,3,5,171,262,263
72086,8,71,991,1481,1502
72103,25,91,1947,3107,3129
72113,21,318,4234,6766,6870
72114,168,371,2421,3857,3933
72116,72,290,3220,5058,5141
72117,140,375,3490,5496,5552
72118,88,270,3833,6142,6205
72120,76,359,5628,9289,9412
72135,0,19,169,263,270
72142,14,43,471,745,754
72143,89,215,3961,5882,5936
72167,0,1,7,11,11
72176,23,92,1402,2070,2085
72201,18,60,386,590,605
72202,95,224,1781,2785,2857
72204,150,442,4626,7333,7453
72205,47,316,3168,5125,5236
72206,261,688,5397,8505,8618
72207,30,234,1546,2382,2456
72209,226,387,4021,6357,6415
72210,50,118,2246,3513,3549
72211,5,306,3240,5235,5310
72212,14,375,2132,3372,3503
72223,27,556,3241,5097,5262
72227,85,227,1485,2310,2388
72364,0,1,16,26,27
72376,0,0,1,2,2
72401,536,1136,10535,15924,16086
72404,70,302,4562,6906,7004
72411,0,0,24,36,36
72416,13,25,380,593,598
72417,0,0,41,63,63
72701,544,961,7925,8290,8452
72703,135,577,7011,7348,7446
72704,172,458,5972,6195,6361
72712,342,1378,9926,10375,10653
72718,8,40,339,367,376
72719,46,216,2550,2684,2722
72730,22,47,1377,1441,1454
72745,32,72,2384,2451,2474
72753,0,0,1,1,1
72756,46,258,4702,6543,6602
72758,140,718,8167,8543,8727
72762,328,773,11140,11503,11714
72764,284,629,11847,12168,12279
72774,0,0,2,2,2
72801,149,321,3753,5435,5496
72802,18,105,1717,2460,2485
72834,21,42,744,1083,1094
72837,0,1,11,16,16
72847,5,9,129,188,190
72858,3,15,215,310,314
72901,150,293,6052,7081,7138
72903,116,423,7086,8156,8280
72904,198,397,5460,6286,6337
72908,20,168,4184,4897,4946
72916,60,239,1998,2337,2390
72921,4,18,300,355,359
72923,10,50,1453,1641,1651
72941,0,5,99,115,115
72956,246,480,9064,10505,10612
85003,102,2105,2214,2227,2227
85004,99,1523,1619,1627,1627
85006,296,6807,7012,7047,7047
85007,210,4677,4853,4877,4877
85008,158,10312,10534,10555,10555
85009,364,13024,13469,13482,13482
85012,131,2061,2219,2228,2228
85013,208,5419,5599,5627,5627
85014,173,6473,6640,6660,6660
85015,231,7960,8216,8240,8240
85016,558,9612,10109,10149,10149
85017,261,7730,7849,7912,7912
85018,774,11104,11843,11926,11926
85019,121,6485,6687,6727,6727
85020,209,10083,10439,10449,10449
85021,333,8918,9205,9242,9242
85022,315,14532,15012,15027,15027
85023,218,9652,9869,9889,9889
85024,232,7462,7686,7709,7709
85027,278,11707,12021,12057,12057
85028,292,7660,8099,8123,8123
85029,341,11904,12123,12184,12184
85031,111,6742,6887,6915,6915
85032,604,20157,20802,20823,20823
85033,86,11991,12275,12324,12324
85034,168,2995,3141,3166,3166
85035,58,9430,9603,9622,9622
85037,312,12596,12999,13012,13012
85040,209,9185,9442,9508,9508
85041,232,17217,17825,17897,17897
85042,214,11986,12592,12604,12604
85043,171,9742,10014,10034,10034
85044,151,11895,12537,12574,12574
85045,107,2074,2320,2320,2320
85048,289,10766,11541,11599,11599
85050,716,9872,10695,10695,10695
85051,147,10853,11259,11270,11270
85053,225,8767,8983,9010,9010
85054,66,1258,1321,1329,1329
85083,331,5880,6363,6363,6363
85085,275,3934,4163,4167,4167
85118,130,5977,6175,6175,6175
85119,151,9704,10026,10046,10046
85120,242,13766,14135,14206,14206
85132,109,3207,3303,3316,3316
85140,128,10242,10647,10658,10658
85142,429,19103,20370,20411,20411
85143,199,12834,13245,13272,13272
85201,104,10072,10363,10405,10405
85202,139,8957,9244,9272,9272
85203,216,9822,10222,10263,10263
85204,117,16341,16760,16794,16794
85205,220,16237,16880,16914,16914
85206,221,14275,14642,14716,14716
85207,457,17781,19020,19077,19077
85208,238,15416,15749,15812,15812
85209,405,15695,16149,16230,16230
85210,224,8613,8927,8963,8963
85212,164,6944,7451,7451,7451
85213,264,10775,11474,11486,11486
85215,368,7932,8350,8367,8367
85224,316,13293,13691,13732,13732
85225,325,19456,20227,20288,20288
85226,266,11910,12632,12657,12657
85233,244,12226,12765,12829,12829
85234,363,15473,16429,16478,16478
85248,688,15276,15932,16012,16012
85249,772,14495,16088,16120,16120
85250,343,6955,7283,7298,7298
85251,465,9985,10503,10534,10534
85253,811,7241,8353,8378,8378
85254,998,15521,16636,16653,16653
85255,795,15675,17247,17265,17265
85256,81,1719,1778,1794,1794
85257,342,9147,9479,9518,9518
85258,728,9729,10510,10563,10563
85259,551,7836,8602,8602,8602
85260,603,12075,12768,12794,12794
85262,663,5529,6236,6255,6255
85266,503,6181,6870,6870,6870
85268,363,9615,10341,10393,10393
85281,531,10435,10738,10847,10847
85282,343,14387,14864,14909,14909
85283,193,11490,12009,12045,12045
85284,412,6512,7220,7234,7234
85286,162,12535,13454,13494,13494
85295,446,12490,13476,13503,13503
85296,337,13724,14632,14647,14647
85297,137,9754,10480,10533,10533
85298,517,11509,12582,12607,12607
85301,272,12475,12876,12954,12954
85302,291,10275,10705,10759,10759
85303,115,8636,8830,8848,8848
85304,227,8412,8717,8726,8726
85305,39,3177,3255,3255,3255
85306,202,7903,8065,8073,8073
