zip,panels_1_years_9000_incentive,panels_2_years_9000_incentive,panels_3_years_9000_incentive,panels_4_years_9000_incentive,panels_5_years_9000_incentive
99501,36,53,108,154,210
99502,0,117,228,328,401
99503,23,39,63,91,115
99504,60,128,181,257,287
99506,12,12,16,18,19
99507,8,165,292,368,532
99508,46,123,160,201,251
99515,32,113,188,269,360
99516,0,27,115,241,380
99517,0,11,103,151,207
99518,9,21,44,80,98
99701,0,13,50,97,156
99703,2,2,3,4,7
99709,52,52,104,156,216
99712,0,1,4,12,17
35004,3,3,3,3,3
35005,49,49,49,49,49
35007,316,316,316,316,316
35014,2,2,2,2,2
35020,587,587,587,587,587
35022,425,425,425,425,425
35023,201,201,201,201,201
35040,94,94,94,94,94
35043,0,0,0,0,0
35044,0,0,0,0,0
35051,0,0,0,0,0
35055,338,338,338,338,338
35057,16,16,16,16,16
35058,24,24,24,24,24
35061,8,8,8,8,8
35064,168,168,168,168,168
35068,77,77,77,77,77
35071,352,352,352,352,352
35072,0,0,0,0,0
35073,2,2,2,2,2
35077,15,15,15,15,15
35080,315,315,315,315,315
35094,128,128,128,128,128
35096,7,7,7,7,7
35111,47,47,47,47,47
35114,142,142,142,142,142
35115,39,39,39,39,39
35116,8,8,8,8,8
35117,121,121,121,121,121
35118,28,28,28,28,28
35124,644,644,644,644,644
35126,82,82,82,82,82
35127,85,85,85,85,85
35147,30,30,30,30,30
35150,215,215,215,215,215
35151,13,13,13,13,13
35160,147,147,147,147,147
35173,566,566,566,566,566
35176,3,3,3,3,3
35179,12,12,12,12,12
35184,0,0,0,0,0
35188,1,1,1,1,1
35203,49,49,49,49,49
35204,323,323,323,323,323
35205,227,227,227,227,227
35206,364,364,364,364,364
35207,348,348,348,348,348
35208,228,228,228,228,228
35209,439,439,439,439,439
35210,226,226,226,226,226
35211,641,641,641,641,641
35212,463,463,463,463,463
35213,629,629,629,629,629
35214,418,418,418,418,418
35215,631,631,631,631,631
35216,605,605,605,605,605
35217,421,421,421,421,421
35218,185,185,185,185,185
35221,118,118,118,118,118
35222,235,235,235,235,235
35223,654,654,654,654,654
35224,111,111,111,111,111
35226,1096,1096,1096,1096,1096
35228,229,229,229,229,229
35233,106,106,106,106,106
35234,212,212,212,212,212
35235,343,343,343,343,343
35242,1908,1908,1908,1908,1908
35243,617,617,617,617,617
35244,802,802,802,802,802
35401,1038,1038,1038,1038,1038
35404,480,480,480,480,480
35405,558,558,558,558,558
35406,471,471,471,471,471
35444,1,1,1,1,1
35452,1,1,1,1,1
35453,90,90,90,90,90
35456,27,27,27,27,27
35463,1,1,1,1,1
35473,240,240,240,240,240
35474,37,37,37,37,37
35475,98,98,98,98,98
35476,207,207,207,207,207
35490,4,4,4,4,4
35601,431,431,431,431,431
35603,400,400,400,400,400
35611,359,359,359,359,359
35613,351,351,351,351,351
35614,52,52,52,52,52
35616,1,1,1,1,1
35630,677,677,677,677,677
35633,66,66,66,66,66
35634,23,23,23,23,23
35645,9,9,9,9,9
35660,216,216,216,216,216
35661,192,192,192,192,192
35671,22,22,22,22,22
35673,20,20,20,20,20
35674,129,129,129,129,129
35741,155,155,155,155,155
35748,29,29,29,29,29
35749,726,726,726,726,726
35750,2,2,2,2,2
35754,6,6,6,6,6
35756,417,417,417,417,417
35757,363,363,363,363,363
35758,1171,1171,1171,1171,1171
35759,152,152,152,152,152
35761,95,95,95,95,95
35763,542,542,542,542,542
35773,26,26,26,26,26
35775,2,2,2,2,2
35801,845,845,845,845,845
35802,406,406,406,406,406
35803,610,610,610,610,610
35805,413,413,413,413,413
35806,416,416,416,416,416
35808,104,104,104,104,104
35810,346,346,346,346,346
35811,669,669,669,669,669
35816,311,311,311,311,311
35824,246,246,246,246,246
35901,194,194,194,194,194
35903,92,92,92,92,92
35904,95,95,95,95,95
35905,1,1,1,1,1
35906,3,3,3,3,3
35950,180,180,180,180,180
35951,50,50,50,50,50
35954,82,82,82,82,82
35956,9,9,9,9,9
35957,119,119,119,119,119
35976,90,90,90,90,90
35980,3,3,3,3,3
36020,29,29,29,29,29
36022,42,42,42,42,42
36025,31,31,31,31,31
36043,8,8,8,8,8
36054,182,182,182,182,182
36064,11,11,11,11,11
36066,337,337,337,337,337
36067,325,325,325,325,325
36079,23,23,23,23,23
36081,190,190,190,190,190
36092,86,86,86,86,86
36093,111,111,111,111,111
36104,295,295,295,295,295
36105,149,149,149,149,149
36106,264,264,264,264,264
36107,166,166,166,166,166
36108,724,724,724,724,724
36109,527,527,527,527,527
36110,213,213,213,213,213
36111,248,248,248,248,248
36112,0,0,0,0,0
36113,5,5,5,5,5
36115,1,1,1,1,1
36116,731,731,731,731,731
36117,883,883,883,883,883
36201,232,232,232,232,232
36203,159,159,159,159,159
36205,19,19,19,19,19
36206,95,95,95,95,95
36207,175,175,175,175,175
36250,0,0,0,0,0
36260,1,1,1,1,1
36265,120,120,120,120,120
36268,5,5,5,5,5
36277,6,6,6,6,6
36301,447,447,447,447,447
36303,583,583,583,583,583
36305,169,169,169,169,169
36312,0,0,0,0,0
36321,1,1,1,1,1
36322,45,45,45,45,45
36330,429,429,429,429,429
36345,76,76,76,76,76
36350,25,25,25,25,25
36351,1,1,1,1,1
36360,187,187,187,187,187
36362,33,33,33,33,33
36376,0,0,0,0,0
36509,33,33,33,33,33
36511,3,3,3,3,3
36523,14,14,14,14,14
36526,552,552,552,552,552
36527,328,328,328,328,328
36530,3,3,3,3,3
36532,965,965,965,965,965
36535,406,406,406,406,406
36541,53,53,53,53,53
36542,158,158,158,158,158
36544,97,97,97,97,97
36551,127,127,127,127,127
36555,19,19,19,19,19
36561,294,294,294,294,294
36567,150,150,150,150,150
36571,258,258,258,258,258
36572,72,72,72,72,72
36575,268,268,268,268,268
36576,58,58,58,58,58
36580,59,59,59,59,59
36582,377,377,377,377,377
36587,13,13,13,13,13
36602,55,55,55,55,55
36603,297,297,297,297,297
36604,250,250,250,250,250
36605,600,600,600,600,600
36606,280,280,280,280,280
36607,252,252,252,252,252
36608,782,782,782,782,782
36609,445,445,445,445,445
36610,360,360,360,360,360
36611,163,163,163,163,163
36612,107,107,107,107,107
36613,123,123,123,123,123
36617,214,214,214,214,214
36618,218,218,218,218,218
36619,273,273,273,273,273
36693,350,350,350,350,350
36695,908,908,908,908,908
36752,0,0,0,0,0
36801,269,269,269,269,269
36804,68,68,68,68,68
36830,698,698,698,698,698
36832,201,201,201,201,201
36856,7,7,7,7,7
36867,592,592,592,592,592
36869,446,446,446,446,446
36870,415,415,415,415,415
36875,4,4,4,4,4
36877,123,123,123,123,123
36879,2,2,2,2,2
71601,391,596,6657,6781,6829
71602,191,393,5986,6072,6115
71603,528,1019,12151,12390,12541
71837,0,0,6,6,6
71854,597,1098,11530,11769,11852
71901,169,454,5876,5973,6010
71913,264,569,9902,10044,10126
71956,0,0,8,8,8
71964,1,2,118,118,118
71968,0,1,42,43,43
72002,104,259,3588,3674,3711
72007,60,96,1735,1753,1773
72011,8,24,378,384,389
72012,94,146,3414,3445,3470
72015,306,583,9719,9808,9867
