zip,panels_1_years_2000_incentive,panels_2_years_2000_incentive,panels_3_years_2000_incentive,panels_4_years_2000_incentive,panels_5_years_2000_incentive
35808,0,0,0,0,0
35810,0,0,0,0,0
35811,0,0,0,0,0
35816,76,76,76,76,76
35824,0,0,0,0,0
35901,17,17,17,17,17
35903,25,25,25,25,25
35904,23,23,23,23,23
35905,0,0,0,0,0
35906,0,0,0,0,0
35950,13,13,13,13,13
35951,0,0,0,0,0
35954,13,13,13,13,13
35956,0,0,0,0,0
35957,26,26,26,26,26
35976,8,8,8,8,8
35980,0,0,0,0,0
36020,4,4,4,4,4
36022,9,9,9,9,9
36025,12,12,12,12,12
36043,0,0,0,0,0
36054,28,28,28,28,28
36064,0,0,0,0,0
36066,0,0,0,0,0
36067,61,61,61,61,61
36079,0,0,0,0,0
36081,40,40,40,40,40
36092,7,7,7,7,7
36093,5,5,5,5,5
36104,74,74,74,74,74
36105,5,5,5,5,5
36106,0,0,0,0,0
36107,12,12,12,12,12
36108,105,105,105,105,105
36109,53,53,53,53,53
36110,42,42,42,42,42
36111,43,43,43,43,43
36112,0,0,0,0,0
36113,0,0,0,0,0
36115,0,0,0,0,0
36116,33,33,33,33,33
36117,142,142,142,142,142
36201,45,45,45,45,45
36203,49,49,49,49,49
36205,1,1,1,1,1
36206,9,9,9,9,9
36207,37,37,37,37,37
36250,0,0,0,0,0
36260,0,0,0,0,0
36265,2,2,2,2,2
36268,2,2,2,2,2
36277,1,1,1,1,1
36301,64,64,64,64,64
36303,95,95,95,95,95
36305,23,23,23,23,23
36312,0,0,0,0,0
36321,0,0,0,0,0
36322,10,10,10,10,10
36330,61,61,61,61,61
36345,15,15,15,15,15
36350,2,2,2,2,2
36351,0,0,0,0,0
36360,72,72,72,72,72
36362,10,10,10,10,10
36376,0,0,0,0,0
36509,9,9,9,9,9
36511,0,0,0,0,0
36523,2,2,2,2,2
36526,0,0,0,0,0
36527,21,21,21,21,21
36530,0,0,0,0,0
36532,59,59,59,59,59
36535,47,47,47,47,47
36541,9,9,9,9,9
36542,0,0,0,0,0
36544,18,18,18,18,18
36551,7,7,7,7,7
36555,2,2,2,2,2
36561,3,3,3,3,3
36567,24,24,24,24,24
36571,50,50,50,50,50
36572,5,5,5,5,5
36575,0,0,0,0,0
36576,4,4,4,4,4
36580,17,17,17,17,17
36582,123,123,123,123,123
36587,2,2,2,2,2
36602,0,0,0,0,0
36603,63,63,63,63,63
36604,69,69,69,69,69
36605,28,28,28,28,28
36606,30,30,30,30,30
36607,56,56,56,56,56
36608,0,0,0,0,0
36609,70,70,70,70,70
36610,108,108,108,108,108
36611,61,61,61,61,61
36612,13,13,13,13,13
36613,38,38,38,38,38
36617,0,0,0,0,0
36618,26,26,26,26,26
36619,48,48,48,48,48
36693,54,54,54,54,54
36695,168,168,168,168,168
36752,0,0,0,0,0
36801,43,43,43,43,43
36804,19,19,19,19,19
36830,158,158,158,158,158
36832,58,58,58,58,58
36856,0,0,0,0,0
36867,146,146,146,146,146
36869,142,142,142,142,142
36870,16,16,16,16,16
36875,0,0,0,0,0
36877,14,14,14,14,14
36879,0,0,0,0,0
71601,0,288,439,1426,6678
71602,0,18,234,1340,6011
71603,0,75,616,2654,12202
71837,0,0,0,1,6
71854,0,370,728,2495,11661
71901,0,30,236,763,5919
71913,0,41,355,1209,9953
71956,0,0,0,1,8
71964,0,1,2,9,118
71968,0,0,1,3,43
72002,11,30,156,649,3603
72007,0,9,71,324,1739
72011,0,0,14,60,379
72012,0,28,104,588,3428
72015,0,89,366,1691,9719
72019,0,11,235,922,5425
72022,0,11,109,741,5385
72023,0,0,309,1976,11759
72065,0,2,8,30,158
72068,0,0,0,2,15
72076,0,120,540,2040,11771
72081,0,0,8,51,336
72082,0,2,5,43,262
72086,0,0,48,284,1472
72103,0,13,82,401,3097
72113,0,0,221,1135,6731
72114,0,84,331,886,3829
72116,0,47,238,813,5037
72117,0,62,308,952,5456
72118,0,25,238,916,6123
72120,0,9,293,1438,9232
72135,0,0,15,50,261
72142,0,11,36,125,740
72143,0,66,167,1044,5847
72167,0,0,1,3,11
72176,0,13,67,377,2064
72201,0,14,49,115,585
72202,0,78,199,567,2771
72204,0,105,360,1170,7311
72205,0,26,247,900,5088
72206,0,192,601,1697,8435
72207,0,22,179,534,2354
72209,0,181,329,858,6338
72210,0,43,104,478,3499
72211,0,0,225,966,5192
72212,0,11,276,871,3326
72223,0,16,412,1150,5032
72227,0,36,201,552,2291
72364,0,0,1,4,26
72376,0,0,0,0,2
72401,130,454,909,3279,15826
72404,0,63,246,1165,6878
72411,0,0,0,5,36
72416,2,12,22,109,590
72417,0,0,0,8,63
72701,34,400,825,5416,8231
72703,0,82,427,4739,7258
72704,0,57,407,3922,6151
72712,0,107,1090,7715,10279
72718,0,0,32,238,364
72719,0,27,172,1730,2667
72730,0,12,44,899,1440
72745,10,15,54,1552,2446
72753,0,0,0,1,1
72756,0,26,232,1510,6490
72758,0,44,543,5409,8517
72762,0,176,621,8352,11398
72764,0,160,567,7520,12118
72774,0,0,0,1,2
72801,0,39,271,1030,5408
72802,0,5,78,486,2453
72834,0,15,38,207,1078
72837,0,0,0,3,16
72847,0,3,8,38,187
72858,0,3,13,62,308
72901,0,107,243,2658,7066
72903,0,50,348,3120,8123
72904,0,134,378,2490,6279
72908,0,10,124,1906,4877
72916,0,27,201,1001,2329
72921,0,0,15,135,353
72923,0,5,46,601,1637
72941,0,0,3,44,114
72956,32,192,416,3886,10484
85003,0,241,2167,2220,2227
85004,0,213,1562,1625,1627
85006,0,458,6892,7047,7047
85007,0,342,4784,4872,4877
85008,0,412,10460,10555,10555
85009,67,607,13293,13482,13482
85012,0,292,2163,2224,2228
85013,0,428,5515,5622,5627
85014,0,407,6526,6660,6660
85015,0,471,8150,8224,8240
85016,0,983,9875,10149,10149
85017,0,427,7777,7896,7912
85018,0,1525,11509,11926,11926
85019,0,303,6613,6714,6727
85020,0,731,10292,10439,10449
85021,0,527,9103,9242,9242
85022,0,886,14802,15027,15027
85023,0,485,9751,9889,9889
85024,0,586,7570,7702,7709
85027,0,652,11864,12057,12057
85028,0,861,7920,8123,8123
85029,0,597,11989,12172,12184
85031,0,207,6839,6908,6915
85032,0,1166,20490,20802,20823
85033,0,481,12176,12312,12324
85034,0,327,3074,3157,3166
85035,0,231,9545,9603,9622
85037,26,598,12856,13012,13012
85040,0,523,9328,9499,9508
85041,0,787,17575,17879,17897
85042,0,707,12352,12604,12604
85043,0,422,9843,10034,10034
85044,0,869,12272,12562,12574
85045,0,367,2192,2320,2320
85048,0,1295,11171,11587,11599
85050,0,1635,10278,10695,10695
85051,0,394,11112,11270,11270
85053,0,423,8893,9001,9010
85054,7,123,1298,1329,1329
85083,19,884,6154,6363,6363
85085,0,413,4042,4163,4167
85118,12,328,6094,6175,6175
85119,0,462,9895,10036,10046
85120,0,540,14050,14163,14206
85132,0,199,3260,3313,3316
85140,0,565,10455,10647,10658
85142,0,1737,19798,20411,20411
85143,0,518,13086,13272,13272
85201,0,386,10280,10395,10405
85202,0,352,9142,9272,9272
85203,0,554,10037,10263,10263
85204,0,503,16576,16794,16794
85205,0,761,16626,16914,16914
85206,0,544,14569,14687,14716
85207,0,1563,18467,19077,19077
85208,0,428,15606,15796,15812
85209,0,876,15938,16182,16230
85210,0,448,8811,8936,8963
85212,0,641,7250,7451,7451
85213,46,951,11108,11486,11486
85215,33,745,8133,8367,8367
85224,0,618,13471,13718,13732
85225,0,872,19984,20288,20288
85226,0,1025,12341,12644,12657
85233,0,847,12534,12829,12829
85234,0,1450,15967,16462,16478
85248,0,1552,15612,15996,16012
85249,0,2317,15251,16120,16120
85250,36,671,7094,7298,7298
85251,0,951,10281,10534,10534
85253,0,2048,7868,8378,8378
85254,0,2113,16070,16653,16653
85255,0,2921,16591,17247,17265
85256,0,164,1762,1784,1794
85257,0,713,9308,9518,9518
85258,0,1667,10140,10563,10563
85259,0,1404,8241,8602,8602
85260,13,1322,12409,12794,12794
85262,0,1314,5886,6255,6255
85266,0,1330,6498,6870,6870
85268,0,996,10071,10382,10393
85281,0,878,10587,10814,10847
85282,0,746,14685,14879,14909
85283,0,796,11780,12033,12045
85284,0,1048,6873,7234,7234
85286,0,1216,13116,13494,13494
85295,0,1256,13057,13503,13503
85296,0,1172,14193,14632,14647
85297,0,1115,10175,10533,10533
85298,0,1527,12090,12607,12607
85301,0,660,12695,12928,12954
85302,0,560,10565,10738,10759
85303,0,257,8760,8839,8848
85304,0,462,8604,8717,8726
85305,0,133,3226,3255,3255
85306,0,315,7968,8073,8073
85307,0,64,2905,2917,2917
85308,0,1677,22470,22998,22998
85310,0,802,7366,7563,7563
85323,0,450,11451,11566,11566
85326,0,514,15056,15147,15147
85329,0,9,152,154,154
85331,14,2064,13885,14462,14462
85335,0,490,10761,10892,10892
85338,0,666,12188,12361,12361
85339,0,865,13201,13485,13485
85340,0,745,9868,10059,10059
85345,96,807,18957,19226,19226
85350,0,11,218,221,221
85351,0,764,16731,16935,16969
85353,0,386,10599,10717,10717
85355,0,305,4006,4075,4075
85363,0,74,2226,2244,2246
85364,0,1169,19799,20142,20162
85365,0,859,13811,14078,14092
85367,0,442,8540,8652,8661
85373,0,454,8777,8902,8902
85374,0,1005,17974,18266,18266
85375,0,667,16885,17056,17056
85377,0,35,226,233,234
85378,0,158,3398,3432,3439
85379,0,694,14254,14456,14456
85381,0,591,8310,8428,8437
85382,0,970,14706,14885,14915
85383,0,2135,17399,17937,17937
85387,0,150,3545,3570,3570
85388,9,556,9099,9266,9266
85392,0,571,11029,11197,11197
85395,0,1270,11018,11335,11335
85396,0,245,3212,3278,3278
85607,0,433,5666,5753,5764
85621,0,185,3155,3236,3240
85626,0,16,108,111,111
85648,0,70,2223,2250,2254
85658,0,294,3385,3454,3454
85701,0,187,1850,1901,1907
85704,35,811,11514,11761,11761
85705,0,942,14894,15168,15183
85706,0,580,12700,12919,12919
85708,0,15,662,664,666
85710,0,735,16879,17067,17084
85711,0,701,13301,13449,13476
85712,0,470,10068,10190,10211
85713,0,720,13672,13824,13852
85714,0,204,4912,4962,4972
85715,0,465,7141,7265,7272
85716,0,647,10612,10774,10785
85718,11,1712,10988,11421,11421
85719,0,985,11717,11969,12005
85730,0,422,12681,12770,12770
85735,0,6,194,196,196
85736,0,1,15,15,15
85737,8,685,7944,8148,8148
85739,0,6,74,75,75
85741,0,352,11306,11352,11363
85742,0,783,9860,10041,10051
85743,0,143,2160,2202,2204
85745,0,1025,12364,12617,12642
85746,0,529,12453,12579,12591
85747,8,508,8231,8339,8339
85748,0,514,7518,7671,7671
85749,8,942,8253,8474,8474
85750,0,1340,9905,10232,10232
85755,0,660,7266,7414,7421
85756,0,307,7256,7315,7315
85757,0,136,2225,2266,2268
85901,4,157,3880,3927,3927
85929,6,101,1919,1948,1948
86001,67,809,8204,8432,8432
86004,7,545,6746,6905,6905
86005,0,3,54,55,55
86011,0,2,17,17,17
86040,0,133,2563,2604,2607
86301,0,481,9968,10018,10028
86303,0,394,4494,4567,4581
86305,5,412,5132,5215,5215
86314,0,418,13388,13482,13482
86315,4,75,1735,1750,1750
86323,0,99,3526,3547,3551
86325,0,0,13,13,13
86327,0,105,2111,2147,2147
86329,0,0,109,109,109
86336,35,617,6810,7013,7013
86351,11,152,1831,1872,1872
86403,0,310,8723,8865,8874
86404,0,346,7411,7532,7532
86406,0,597,11332,11435,11470
86434,0,0,1,1,1
90001,0,363,9670,9827,9827
90002,0,430,8262,8405,8422
90003,0,643,11464,11674,11674
90004,0,456,6445,6610,6610
90005,0,113,1702,1733,1737
90006,0,212,4438,4501,4501
90007,0,397,3867,4011,4015
90008,0,464,5940,6093,6093
90010,0,25,297,305,305
90011,0,449,12606,12798,12798
90012,0,109,1562,1594,1599
90013,0,81,532,557,557
90014,0,31,228,237,238
90015,0,193,1653,1706,1709
90016,0,660,9034,9285,9285
90017,0,51,548,562,562
90018,0,547,8092,8290,8290
90019,0,871,10370,10625,10625
90020,0,106,1566,1606,1606
90021,0,209,1559,1623,1623
90022,0,426,10778,10942,10942
90023,0,244,7323,7411,7426
90024,0,494,3466,3633,3633
90025,0,570,4547,4746,4746
90026,0,923,9632,9880,9900
90027,0,655,6406,6618,6618
90028,0,169,2061,2108,2112
90029,0,212,3657,3716,3724
90031,0,348,5696,5800,5800
90032,0,450,7948,8169,8169
90033,0,284,6203,6291,6310
90034,0,544,6807,6960,6967
90035,0,627,5093,5311,5311
90036,0,603,5348,5541,5541
90037,0,393,8248,8349,8365
90038,0,198,3124,3198,3198
90039,0,804,6888,7161,7161
90040,0,185,3228,3308,3308
90041,0,568,5488,5675,5675
90042,0,660,9278,9565,9565
90043,0,1015,11561,11931,11943
90044,0,936,15048,15339,15354
90045,0,1302,10064,10572,10583
90046,0,711,6624,6850,6850
90047,0,774,12569,12866,12905
90048,0,636,4417,4611,4611
90049,0,1411,7702,8210,8210
90056,0,353,2471,2612,2615
90057,0,81,1411,1439,1439
90058,0,103,2076,2112,2112
90059,0,420,6853,6958,6979
90061,0,453,5647,5804,5810
90062,0,429,6457,6589,6589
90063,0,302,9035,9145,9145
90064,0,1005,6733,7035,7035
90065,0,1038,8947,9252,9271
90066,0,1389,11058,11494,11494
90067,0,29,202,212,212
90068,0,575,4519,4683,4683
90069,0,433,3265,3415,3415
90077,0,659,2702,2928,2928
90094,0,62,336,355,355
90201,0,304,13039,13171,13171
90210,0,1418,6415,6876,6876
90211,0,251,1648,1727,1729
90212,0,316,1991,2076,2076
90220,0,563,11264,11482,11505
90221,0,418,10033,10207,10217
90222,0,335,6581,6709,6709
90230,0,828,5910,6209,6209
90232,0,511,3932,4114,4114
90240,0,485,6282,6457,6457
90241,0,333,8895,8994,9003
90242,0,405,8262,8423,8423
90245,0,646,4812,5125,5125
90247,0,465,9126,9284,9293
90248,0,269,4175,4282,4282
90249,0,471,6966,7137,7137
90250,0,806,16154,16450,16450
90254,0,727,4805,5107,5107
90255,0,386,9768,9877,9887
90260,0,255,7616,7740,7740
90262,0,379,10704,10812,10812
90265,0,1079,5472,5929,5935
90266,0,2010,10448,11385,11396
90270,0,109,3461,3503,3503
90272,0,1639,7001,7693,7693
90274,0,1589,8447,9123,9123
90275,0,2165,13115,13981,13995
90277,0,815,8044,8405,8405
90278,0,1316,10296,10850,10850
90280,0,506,15126,15310,15325
90290,0,257,1522,1626,1626
90291,0,962,6363,6684,6691
90292,0,236,1601,1675,1675
90293,0,213,1767,1846,1848
90301,0,250,5686,5820,5820
90302,0,229,4714,4785,4785
90303,0,305,5239,5352,5352
90304,0,180,4425,4501,4501
90305,0,231,4349,4438,4438
90401,0,98,676,708,708
90402,0,719,3073,3341,3341
90403,0,509,2923,3103,3106
90404,0,407,3178,3307,3307
90405,0,796,5258,5523,5523
90501,0,793,9483,9806,9806
90502,0,213,4550,4634,4638
90503,0,861,9679,10019,10019
90504,0,759,8736,9016,9025
90505,0,969,9598,9997,9997
90601,0,549,7851,8077,8077
90602,0,200,4770,4857,4857
90603,0,490,5828,6034,6034
90604,0,694,9198,9502,9502
90605,0,667,9431,9663,9663
90606,0,372,7428,7572,7579
90620,0,664,12082,12546,12558
90621,0,262,6355,6538,6552
90623,0,334,4072,4328,4332
90630,0,765,12838,13429,13442
90631,0,823,16096,16768,16785
90638,0,945,13058,13490,13490
90640,0,807,12667,13005,13005
90650,0,1089,21817,22217,22217
90660,0,964,14028,14345,14345
90670,0,288,5887,6025,6025
90680,0,319,5798,5991,5997
90701,0,215,4066,4136,4140
90703,0,1493,14023,14609,14623
90706,0,723,15067,15359,15359
90710,0,352,5714,5860,5860
90712,0,745,9597,9935,9935
90713,0,822,8899,9241,9241
90715,0,224,4196,4304,4304
90716,0,65,2374,2398,2398
90717,0,470,5460,5647,5652
90720,0,662,6708,7204,7211
90723,0,249,9479,9584,9584
90731,0,946,11936,12292,12304
90732,0,650,5442,5698,5704
90740,0,382,5966,6261,6267
90744,0,422,9639,9806,9816
90745,0,980,12891,13249,13262
90746,0,719,7979,8227,8243
90755,0,189,2710,2785,2788
90802,0,189,2965,3057,3057
90803,0,651,8199,8453,8461
90804,0,243,5671,5775,5775
90805,0,672,16995,17219,17219
90806,0,315,7390,7495,7502
90807,0,688,7994,8284,8284
90808,0,1390,12956,13583,13597
90810,0,430,7701,7826,7834
90813,0,261,6592,6692,6692
90814,0,266,4048,4148,4152
90815,0,1114,11572,11991,11991
91001,0,1134,8976,9448,9448
91006,0,1094,9210,9685,9685
91007,0,581,7614,7858,7858
91008,0,76,486,517,517
91010,0,396,6150,6295,6295
91011,0,1174,5552,6048,6048
91016,0,810,10213,10518,10518
91020,0,170,1496,1539,1545
91024,0,342,2874,3000,3000
91030,0,477,4303,4506,4506
91040,0,443,5488,5687,5692
91042,0,404,6136,6306,6306
91101,0,157,1346,1406,1406
91103,0,473,4651,4816,4825
91104,0,606,7129,7366,7381
91105,0,464,2521,2693,2693
91106,0,374,3743,3891,3895
91107,0,1034,8987,9490,9490
91108,0,749,3880,4182,4186
91201,0,273,4379,4468,4468
91202,0,376,3989,4091,4099
91203,0,125,1634,1671,1672
91204,0,102,1899,1934,1934
91205,0,287,4078,4161,4161
91206,0,368,4636,4779,4779
91207,0,273,2476,2550,2553
91208,0,441,3782,3940,3940
91214,0,889,7525,7946,7946
91301,0,1175,6912,7393,7393
91302,0,1463,7134,7788,7788
91303,0,177,3148,3216,3216
91304,0,663,9484,9777,9777
91306,0,669,8719,8933,8933
91307,0,819,7666,8019,8019
91311,0,902,10031,10384,10384
91316,0,515,4975,5150,5150
91320,0,1588,12986,13920,13920
91321,0,491,6106,6288,6295
91324,0,514,5931,6103,6109
91325,0,658,6406,6652,6652
91326,0,1377,9802,10296,10296
91331,0,851,17737,18063,18063
91335,13,732,12814,13089,13089
91340,0,424,7072,7194,7194
91342,0,937,17266,17690,17690
91343,43,797,10312,10642,10642
91344,0,1309,14150,14709,14709
91345,0,371,4412,4511,4525
91350,0,781,9743,10159,10159
91351,0,498,8249,8426,8435
91352,0,808,10217,10490,10490
91354,0,943,7655,8050,8050
91355,0,681,7865,8108,8108
91356,0,715,5802,6108,6108
91360,0,1035,12034,12603,12628
91361,0,807,6680,7137,7137
91362,0,1367,10443,11088,11121
91364,0,814,6842,7202,7202
91367,0,869,8537,8874,8874
91377,0,513,3795,4107,4107
91381,0,669,4492,4779,4779
91384,0,3,31,32,32
91387,0,360,3658,3795,3795
91390,0,322,2704,2849,2849
91401,0,533,6666,6837,6837
91402,0,352,6938,7030,7037
91403,0,518,4261,4443,4443
91405,0,358,5848,5967,5967
91406,0,667,9188,9376,9376
91411,0,258,3206,3302,3302
91423,0,682,5467,5672,5672
91436,0,844,4353,4636,4636
91501,0,217,3375,3454,3454
91502,0,66,1510,1528,1528
91504,0,663,5922,6143,6149
91505,0,848,8441,8747,8756
91506,0,668,5490,5724,5724
91601,0,405,5115,5257,5257
91602,0,253,2925,3012,3012
91604,0,791,5482,5771,5771
91605,0,627,9585,9801,9801
91606,0,422,6890,7031,7038
91607,0,341,4251,4364,4369
91701,0,927,11720,12057,12057
91702,0,512,12270,12494,12494
91706,0,573,15321,15507,15507
91708,0,85,1777,1811,1811
91709,0,1920,19338,19998,20038
91710,0,1208,20666,21154,21154
91711,0,1027,9658,10051,10051
91722,0,444,8336,8541,8541
91723,0,224,4214,4304,4304
91724,0,384,7069,7243,7243
91730,0,1029,14734,15142,15142
91731,0,145,5278,5342,5342
91732,0,508,11017,11254,11254
91733,0,348,9048,9167,9167
91737,0,713,6820,7060,7060
91739,0,1309,9288,9757,9767
91740,0,397,6655,6840,6840
91741,0,883,8696,9038,9038
91744,0,739,16455,16791,16791
91745,0,1297,14065,14560,14575
91746,0,410,7142,7333,7333
91748,0,652,11355,11634,11658
91750,0,935,10856,11250,11250
91752,0,543,8535,8754,8754
91754,0,663,8008,8265,8265
91755,0,321,5918,6039,6045
91761,0,682,14918,15160,15160
91762,0,547,12838,13020,13033
91763,0,288,8139,8237,8237
91764,0,362,10222,10325,10325
91765,0,1202,12258,12769,12769
91766,0,697,13926,14197,14225
91767,0,549,10151,10358,10358
91768,0,233,6556,6656,6656
91770,0,577,14217,14433,14433
91773,0,830,9744,10128,10128
91775,0,589,6223,6470,6476
91776,8,443,7725,7907,7907
91780,0,917,10019,10405,10415
91784,0,1274,8677,9172,9172
91786,0,595,11980,12126,12150
91789,0,1321,12588,13169,13169
91790,0,757,10826,11149,11149
91791,0,576,8013,8211,8219
91792,0,331,5901,6009,6021
91801,0,567,9422,9585,9594
91803,0,393,6525,6638,6651
91902,17,2792,5658,5720,5720
91910,0,8031,16915,17051,17051
91911,33,7842,16531,16614,16614
91913,0,4920,10063,10134,10134
91914,4,2055,4033,4066,4066
91915,39,3198,6455,6527,6527
91932,16,2556,5315,5347,5347
91935,1,169,331,335,335
91941,0,4847,9862,9942,9942
91942,68,4686,9685,9753,9753
91945,0,3510,7367,7381,7381
91950,65,5040,10727,10792,10792
91977,0,6329,13400,13481,13481
91978,0,1359,2762,2776,2776
92003,0,1031,2038,2052,2052
92007,0,1650,3169,3207,3207
92008,0,4038,8116,8190,8190
92009,72,6126,11915,12035,12035
92010,0,2302,4684,4727,4727
92011,0,3760,7103,7196,7196
92014,0,3181,5737,5795,5795
92019,43,5106,10774,10839,10839
92020,87,5799,12353,12427,12427
92021,56,5333,11114,11159,11159
92024,33,8395,16184,16380,16380
92025,111,5386,11039,11150,11150
92026,0,6364,13082,13161,13161
92027,94,6371,13359,13480,13480
92028,0,3726,7829,7860,7860
92029,7,3738,7461,7491,7491
92037,59,6217,11702,11844,11844
92040,23,5233,11374,11489,11489
92054,0,4352,9498,9555,9555
92056,15,7241,14887,14977,14977
92057,57,7087,14202,14288,14288
92058,0,3258,7140,7161,7161
92059,0,25,36,36,36
92064,0,7504,14508,14684,14684
92067,0,1035,1804,1841,1841
92069,0,5517,11273,11375,11375
92071,31,7544,15150,15303,15303
92075,0,2006,3863,3902,3902
92078,52,6389,12961,13079,13079
92081,0,3895,8176,8234,8234
92082,2,450,928,938,938
92083,0,3871,7884,7932,7932
92084,13,6175,12841,12919,12919
92091,26,735,1384,1415,1415
92101,0,1165,2315,2340,2340
92102,59,3976,8424,8441,8441
92103,43,3591,7139,7211,7211
92104,40,4944,9998,10048,10048
92105,12,5645,11751,11822,11822
92106,0,3303,6232,6321,6321
92107,0,3804,7710,7764,7764
92108,3,711,1515,1530,1530
92109,0,5290,10832,10908,10908
92110,59,3303,6455,6521,6521
92111,70,5411,11493,11574,11574
92113,0,4262,9122,9187,9187
92114,99,7746,16435,16551,16551
92115,109,5903,11950,12059,12059
92116,8,3893,8303,8344,8344
92117,77,7467,15258,15443,15443
92118,23,2867,5582,5650,5650
92119,7,3516,6954,7017,7017
92120,73,4512,9024,9115,9115
92121,10,1348,2550,2583,2583
92122,132,3186,6203,6272,6272
92123,15,3658,7338,7420,7420
92124,14,3298,6747,6801,6801
92126,0,8387,16909,16994,16994
92127,0,6335,11932,12089,12089
92128,0,6548,13380,13502,13502
92129,14,7006,13495,13618,13618
92130,13,6792,12574,12791,12791
92131,10,5134,9784,9893,9893
92139,22,3438,7326,7386,7386
92154,61,7208,15148,15254,15254
92173,0,7,15,15,15
92201,0,620,17459,17689,17707
92203,0,761,10880,11171,11193
92210,0,353,2565,2732,2732
92211,0,989,14912,15468,15468
92220,0,477,10626,10832,10832
92223,0,695,16594,16933,16950
92231,0,0,1,1,1
92234,0,957,16087,16483,16515
92236,0,208,7906,7994,7994
92240,0,296,6194,6289,6295
92241,0,0,11,11,11
92243,0,587,11295,11514,11514
92249,0,1,9,9,9
92251,26,3056,4239,4260,4260
92253,0,1363,18054,18633,18633
92260,0,1189,14736,15239,15269
92262,0,822,10743,11099,11099
92264,0,639,8953,9222,9250
92270,0,1093,9661,10223,10223
92274,2,557,797,801,801
92276,0,43,3261,3284,3287
92277,0,212,4749,4821,4826
92283,0,25,400,412,412
92301,0,205,5766,5830,5842
92307,0,541,11014,11273,11273
92308,0,566,12689,12869,12882
92311,0,424,6676,6833,6833
92313,0,105,3573,3609,3609
92314,0,260,4802,4895,4900
92315,0,94,1445,1486,1486
92316,0,276,8267,8351,8351
