zip,panels_1_years_4500_incentive,panels_2_years_4500_incentive,panels_3_years_4500_incentive,panels_4_years_4500_incentive,panels_5_years_4500_incentive
99501,0,0,0,0,0
99502,0,0,0,0,0
99503,0,0,0,0,13
99504,0,0,8,23,23
99506,0,1,7,7,9
99507,0,0,0,0,0
99508,0,0,0,0,18
99515,0,0,11,16,27
99516,0,0,0,0,0
99517,0,0,0,0,0
99518,0,0,0,0,0
99701,0,0,0,0,0
99703,0,0,0,0,0
99709,0,0,0,20,40
99712,0,0,0,0,0
35004,1,1,1,1,1
35005,25,25,25,25,25
35007,150,150,150,150,150
35014,1,1,1,1,1
35020,253,253,253,253,253
35022,101,101,101,101,101
35023,58,58,58,58,58
35040,22,22,22,22,22
35043,0,0,0,0,0
35044,0,0,0,0,0
35051,0,0,0,0,0
35055,147,147,147,147,147
35057,4,4,4,4,4
35058,1,1,1,1,1
35061,4,4,4,4,4
35064,46,46,46,46,46
35068,7,7,7,7,7
35071,35,35,35,35,35
35072,0,0,0,0,0
35073,1,1,1,1,1
35077,6,6,6,6,6
35080,10,10,10,10,10
35094,19,19,19,19,19
35096,2,2,2,2,2
35111,13,13,13,13,13
35114,8,8,8,8,8
35115,5,5,5,5,5
35116,0,0,0,0,0
35117,42,42,42,42,42
35118,0,0,0,0,0
35124,54,54,54,54,54
35126,17,17,17,17,17
35127,17,17,17,17,17
35147,9,9,9,9,9
35150,89,89,89,89,89
35151,3,3,3,3,3
35160,47,47,47,47,47
35173,19,19,19,19,19
35176,1,1,1,1,1
35179,2,2,2,2,2
35184,0,0,0,0,0
35188,0,0,0,0,0
35203,20,20,20,20,20
35204,149,149,149,149,149
35205,63,63,63,63,63
35206,132,132,132,132,132
35207,143,143,143,143,143
35208,102,102,102,102,102
35209,33,33,33,33,33
35210,54,54,54,54,54
35211,295,295,295,295,295
35212,212,212,212,212,212
35213,51,51,51,51,51
35214,55,55,55,55,55
35215,333,333,333,333,333
35216,81,81,81,81,81
35217,182,182,182,182,182
35218,110,110,110,110,110
35221,68,68,68,68,68
35222,21,21,21,21,21
35223,41,41,41,41,41
35224,51,51,51,51,51
35226,79,79,79,79,79
35228,107,107,107,107,107
35233,45,45,45,45,45
35234,74,74,74,74,74
35235,74,74,74,74,74
35242,173,173,173,173,173
35243,16,16,16,16,16
35244,27,27,27,27,27
35401,528,528,528,528,528
35404,237,237,237,237,237
35405,223,223,223,223,223
35406,71,71,71,71,71
35444,0,0,0,0,0
35452,0,0,0,0,0
35453,14,14,14,14,14
35456,10,10,10,10,10
35463,0,0,0,0,0
35473,49,49,49,49,49
35474,7,7,7,7,7
35475,7,7,7,7,7
35476,91,91,91,91,91
35490,1,1,1,1,1
35601,74,74,74,74,74
35603,20,20,20,20,20
35611,67,67,67,67,67
35613,0,0,0,0,0
35614,3,3,3,3,3
35616,1,1,1,1,1
35630,175,175,175,175,175
35633,5,5,5,5,5
35634,0,0,0,0,0
35645,1,1,1,1,1
35660,61,61,61,61,61
35661,82,82,82,82,82
35671,1,1,1,1,1
35673,6,6,6,6,6
35674,0,0,0,0,0
35741,0,0,0,0,0
35748,1,1,1,1,1
35749,18,18,18,18,18
35750,0,0,0,0,0
35754,1,1,1,1,1
35756,12,12,12,12,12
35757,53,53,53,53,53
35758,216,216,216,216,216
35759,12,12,12,12,12
35761,13,13,13,13,13
35763,0,0,0,0,0
35773,3,3,3,3,3
35775,1,1,1,1,1
35801,58,58,58,58,58
35802,14,14,14,14,14
35803,50,50,50,50,50
35805,135,135,135,135,135
35806,49,49,49,49,49
