panels_1_years_-2000_incentive,panels_2_years_-2000_incentive,panels_3_years_-2000_incentive,panels_4_years_-2000_incentive,panels_5_years_-2000_incentive,zip
0,0,0,0,0,31601
0,0,0,0,0,31602
0,0,0,0,0,31605
0,0,0,0,0,31606
0,0,0,0,0,31632
0,0,0,0,0,31636
0,0,0,0,0,31701
0,0,0,0,0,31705
0,0,0,0,0,31707
0,0,0,0,0,31721
0,0,0,0,0,31763
0,0,0,0,0,31791
0,0,0,0,0,31808
0,0,0,0,0,31820
0,0,0,0,0,31901
0,0,0,0,0,31903
0,0,0,0,0,31904
0,0,0,0,0,31905
0,0,0,0,0,31906
0,0,0,0,0,31907
0,0,0,0,0,31909
0,0,0,136,820,32003
0,0,0,9,27,32009
0,0,0,0,1,32011
0,0,0,13,221,32043
0,11,66,176,573,32065
0,0,97,208,598,32068
0,0,0,174,422,32073
0,0,0,100,575,32080
0,0,20,198,650,32081
0,0,0,221,1329,32082
0,0,36,196,422,32084
0,0,0,110,357,32086
0,0,0,71,243,32092
0,0,2,4,25,32095
0,0,0,29,74,32110
0,0,0,227,470,32114
0,0,60,276,449,32117
0,0,45,148,309,32118
0,0,0,92,313,32119
0,0,0,21,84,32124
0,0,47,263,551,32127
0,0,51,206,346,32128
0,0,0,168,297,32129
0,0,7,66,140,32132
0,0,23,119,295,32136
0,0,0,157,1016,32137
0,0,0,72,182,32141
0,0,103,348,542,32159
0,0,334,577,1337,32162
0,0,0,50,268,32163
0,0,148,411,922,32164
0,0,73,219,480,32168
0,0,0,53,357,32169
0,0,0,261,839,32174
0,0,0,143,513,32176
0,2,4,6,9,32179
0,0,0,1,5,32195
0,0,0,14,36,32202
0,0,6,77,177,32204
0,0,0,171,429,32205
0,0,0,215,444,32206
0,0,78,331,742,32207
0,0,176,539,813,32208
0,0,104,468,790,32209
0,0,168,522,1078,32210
0,0,0,133,330,32211
0,0,2,3,4,32212
0,0,199,388,776,32216
0,0,42,181,379,32217
0,0,157,332,946,32218
0,0,9,90,175,32219
0,0,0,92,209,32220
0,0,0,140,432,32221
0,0,0,60,128,32222
0,0,0,143,604,32223
0,0,0,116,696,32224
0,0,65,329,1003,32225
0,0,0,65,360,32226
0,0,0,12,22,32227
0,0,31,191,427,32233
0,0,0,5,5,3224
0,0,0,388,709,32244
0,0,0,154,520,32246
0,0,9,198,947,32250
0,0,0,181,357,32254
0,0,0,228,567,32256
0,0,42,373,747,32257
0,0,0,227,569,32258
0,0,0,642,1669,32259
0,0,0,9,195,32266
0,0,50,178,343,32277
0,0,2,35,36,3229
0,0,60,177,312,32301
0,0,0,242,527,32303
0,0,71,407,549,32304
0,0,24,84,144,32305
0,0,9,109,283,32308
0,0,5,112,419,32309
0,0,0,93,206,32310
0,0,4,107,300,32311
0,0,0,265,709,32312
0,10,16,60,293,32317
0,0,0,0,0,32333
0,0,0,21,21,3234
0,0,68,210,421,32401
0,0,0,6,29,32403
0,0,0,224,524,32404
0,0,0,147,441,32405
0,0,66,119,279,32407
0,0,44,149,412,32408
0,0,5,20,64,32409
0,0,59,226,728,32413
0,0,0,108,271,32444
0,7,21,107,273,32459
0,0,4,27,103,32466
0,0,35,254,401,32501
0,0,9,68,157,32502
0,0,0,267,707,32503
0,0,0,175,398,32504
0,0,0,167,344,32505
0,0,89,300,635,32506
0,0,0,185,702,32507
0,0,0,7,17,32508
0,0,46,404,624,32514
0,0,65,260,468,32526
0,0,0,0,1,32531
0,0,0,81,535,32533
0,0,0,93,246,32534
0,0,0,43,151,32536
0,0,0,21,95,32539
0,0,0,0,3,32561
0,0,0,108,544,32570
0,0,0,44,446,32571
0,0,0,0,0,32577
0,0,2,53,55,3258
0,0,21,92,228,32583
0,0,0,168,383,32601
0,0,15,110,185,32603
0,0,40,152,300,32605
0,0,40,265,490,32606
0,0,67,158,365,32607
0,0,91,617,993,32608
0,0,0,85,147,32609
0,3,29,121,204,32615
0,0,6,28,42,32617
0,0,5,26,49,32618
0,0,0,0,0,32640
0,0,72,132,238,32641
0,4,62,221,363,32653
0,0,0,0,0,32667
0,0,1,19,83,32669
0,0,23,137,279,32701
0,0,0,2,4,32702
0,0,171,399,927,32703
0,0,43,217,521,32707
0,0,14,252,814,32708
0,0,0,4,11,32709
0,0,45,606,1153,32712
0,0,8,91,382,32713
0,0,0,215,385,32714
0,0,59,266,481,32720
0,0,109,255,519,32724
0,0,32,112,516,32725
0,0,47,190,299,32726
0,0,12,31,47,32730
0,0,0,0,0,32732
0,7,12,18,40,32735
0,0,3,21,82,32736
0,0,25,328,517,32738
0,0,5,16,36,32744
0,10,32,164,842,32746
0,0,62,2532,2589,3275
0,0,0,201,435,32750
0,0,18,282,678,32751
0,0,0,20,113,32754
0,0,77,353,576,32757
0,0,15,36,53,32759
0,0,29,142,325,32763
0,0,1,4,22,32764
0,0,0,544,1564,32765
0,0,22,106,742,32766
0,0,41,333,945,32771
0,0,73,162,398,32773
0,0,0,31,168,32776
0,0,0,114,407,32778
0,19,72,440,762,32779
0,0,0,262,591,32780
0,0,11,68,142,32784
0,0,0,374,1132,32789
0,0,37,548,1096,32792
0,0,0,113,295,32796
0,0,0,18,47,32798
0,0,0,46,153,32801
0,0,42,327,619,32803
0,0,20,391,936,32804
0,0,86,253,431,32805
0,16,109,531,901,32806
0,0,81,245,436,32807
0,0,58,446,763,32808
0,0,0,180,403,32809
0,0,25,204,485,32810
0,0,159,311,364,32811
0,0,35,326,591,32812
0,0,4,96,229,32814
0,0,0,225,784,32817
0,0,191,449,674,32818
0,0,45,508,1045,32819
0,0,0,126,296,32820
0,0,23,90,177,32821
0,24,208,367,649,32822
0,12,38,190,457,32824
0,0,50,438,979,32825
0,0,0,211,456,32826
0,0,29,292,604,32827
0,0,116,564,1229,32828
0,0,21,152,321,32829
0,0,0,0,1,32830
0,0,0,211,453,32832
0,0,0,43,128,32833
0,0,184,368,693,32835
0,0,40,377,1011,32836
0,0,0,354,681,32837
0,0,13,259,416,32839
0,0,50,251,436,32901
0,0,24,91,439,32903
0,0,67,270,553,32904
0,0,52,142,277,32905
0,0,47,156,549,32907
0,0,17,56,100,32908
0,0,56,136,398,32909
0,0,4,34,132,32920
0,0,21,132,354,32922
0,0,0,12,28,32925
0,0,36,166,396,32926
0,0,62,343,593,32927
0,0,0,138,344,32931
0,0,0,176,618,32934
0,0,71,229,487,32935
0,0,27,185,814,32937
0,0,19,317,743,32940
0,0,0,9,72,32949
0,2,29,68,133,32950
0,0,0,72,416,32951
0,0,58,360,814,32952
0,0,9,225,666,32953
0,0,0,293,741,32955
0,0,0,7,33,32958
0,0,0,151,399,32960
0,0,0,165,370,32962
0,0,73,311,1465,32963
0,0,43,232,507,32966
0,0,0,166,381,32967
0,0,0,84,345,32968
0,0,80,219,366,33004
0,0,0,160,450,33009
0,0,382,6353,6531,3301
0,0,31,205,410,33010
0,0,0,349,686,33012
0,8,146,268,446,33013
0,0,0,98,295,33014
0,0,0,249,533,33015
0,0,26,110,267,33016
0,0,0,45,493,33018
0,0,0,77,346,33019
0,0,0,227,540,33020
0,0,0,315,788,33021
0,0,110,441,754,33023
0,0,0,266,1125,33024
0,0,20,303,617,33025
0,0,71,229,602,33026
0,0,0,647,1571,33027
0,0,14,157,590,33028
0,0,0,0,1243,33029
0,0,59,1406,1432,3303
0,0,0,22,51,33032
0,0,0,0,0,33033
0,3,125,990,1061,3304
0,0,0,187,374,33054
0,0,0,243,499,33055
0,0,73,175,452,33056
0,0,0,117,461,33060
0,0,0,89,404,33062
0,0,13,125,323,33063
0,0,93,466,1027,33064
0,0,26,71,196,33065
0,0,0,35,114,33066
0,0,0,1,4,33067
0,0,26,75,157,33069
0,0,5,159,163,3307
0,0,0,8,173,33071
0,0,0,0,2,33073
0,0,0,9,36,33109
0,0,3,7,11,33122
0,0,0,227,548,33125
0,0,23,146,246,33126
0,0,0,143,306,33127
0,0,0,12,23,33128
0,0,5,58,148,33129
0,0,0,49,162,33130
0,0,0,6,23,33131
0,0,0,3,25,33132
0,0,57,259,957,33133
0,0,0,364,1043,33134
0,0,0,157,298,33135
0,0,50,101,139,33136
0,0,25,96,228,33137
0,0,0,191,554,33138
0,0,15,117,285,33139
0,0,38,154,484,33140
0,0,3,102,231,33141
0,0,11,351,633,33142
0,0,47,386,1057,33143
0,0,25,147,257,33144
0,0,0,289,536,33145
0,0,30,261,712,33146
0,0,12,363,776,33147
0,0,0,68,387,33149
0,0,80,285,471,33150
0,0,0,88,267,33154
0,0,106,452,1025,33155
0,0,27,425,1655,33156
0,0,133,437,985,33157
0,0,0,85,387,33158
0,0,2,74,237,33160
0,0,0,118,456,33161
0,0,76,240,480,33162
0,0,94,363,847,33165
0,0,0,183,496,33166
0,0,0,128,225,33167
0,0,0,55,179,33168
0,8,100,168,353,33169
0,0,0,18,57,33170
0,0,14,65,140,33172
0,0,13,275,557,33173
0,0,4,92,234,33174
0,0,0,247,947,33176
0,0,8,121,351,33178
0,0,53,200,387,33179
0,0,20,87,307,33180
0,0,0,41,110,33181
0,0,0,0,0,33183
0,0,0,0,1,33185
0,0,24,48,164,33189
0,0,0,26,100,33190
0,0,23,85,376,33301
0,0,9,112,473,33304
0,0,7,137,412,33305
0,0,8,47,135,33306
0,0,0,125,635,33308
0,0,55,188,327,33309
0,0,0,387,792,33311
0,0,104,402,997,33312
0,0,8,234,460,33313
0,0,18,157,350,33314
0,0,13,57,312,33315
0,0,0,112,312,33316
0,94,168,220,662,33317
0,0,0,75,162,33319
0,0,0,0,0,33321
0,0,0,237,445,33322
0,0,0,96,470,33323
0,0,0,250,780,33324
0,0,0,197,537,33325
0,0,30,238,700,33326
0,0,0,113,961,33327
0,0,0,171,703,33328
0,0,0,136,698,33330
0,0,7,81,917,33331
0,0,7,115,451,33332
0,0,54,162,504,33334
0,0,0,58,135,33351
0,0,47,186,426,33401
0,0,3,77,155,33403
0,0,0,206,723,33404
0,0,13,193,594,33405
0,0,73,200,373,33406
0,0,0,117,445,33407
0,0,15,161,475,33408
0,0,18,140,243,33409
0,0,0,202,1045,33410
0,0,0,17,120,33411
0,0,0,10,35,33412
0,0,16,40,144,33413
0,0,0,173,340,33415
0,0,0,122,327,33417
0,0,0,233,1401,33418
0,0,19,131,288,33426
0,0,14,173,492,33431
0,0,17,200,554,33432
0,0,21,295,619,33433
0,0,0,117,272,33434
0,45,128,210,494,33435
0,0,0,250,807,33436
0,0,2,38,150,33437
0,0,31,242,503,33441
0,0,0,86,267,33442
0,0,95,208,416,33444
0,0,50,208,601,33445
0,0,0,2,9,33446
0,0,0,169,668,33455
0,0,27,130,362,33460
0,0,0,85,290,33461
0,0,57,317,557,33462
0,0,11,217,640,33463
0,0,0,2,7,33467
0,0,0,0,0,33469
0,0,0,17,106,33472
0,0,12,63,565,33480
0,0,0,55,483,33483
0,0,33,115,205,33484
0,0,0,260,872,33486
0,0,5,89,265,33487
0,0,22,100,242,33496
0,0,0,60,235,33510
0,0,0,367,912,33511
0,0,0,0,0,33523
0,0,43,159,392,33527
0,0,0,97,168,33534
0,0,46,476,723,33543
0,0,14,156,332,33544
0,0,0,0,0,33545
0,0,0,196,673,33547
0,0,22,181,400,33548
0,0,28,238,432,33549
0,0,17,729,1511,33556
0,0,20,451,882,33558
0,0,30,125,300,33559
0,57,130,158,274,33563
0,0,22,86,227,33565
0,19,76,139,387,33566
0,0,7,19,82,33567
0,0,49,224,633,33569
0,0,0,62,162,33570
0,0,0,310,877,33572
0,0,0,210,540,33573
0,0,63,353,757,33578
0,0,18,189,522,33579
0,0,39,173,448,33584
0,0,0,42,125,33592
0,0,0,263,745,33594
0,0,0,165,750,33596
0,0,3,58,155,33598
0,0,0,72,260,33602
0,0,0,108,371,33603
0,0,0,347,646,33604
0,0,75,316,480,33605
0,0,0,232,632,33606
0,0,42,279,508,33607
0,0,64,272,662,33609
0,0,81,450,717,33610
0,0,10,333,706,33612
0,0,0,260,491,33613
0,0,140,259,443,33614
0,0,108,302,689,33615
0,0,174,376,579,33617
0,0,55,118,622,33618
0,0,42,406,631,33619
0,0,0,265,688,33624
0,0,30,138,414,33625
0,0,76,751,1280,33626
0,0,0,185,1187,33629
0,0,0,146,330,33634
0,0,14,67,281,33635
0,0,10,68,126,33637
0,0,97,439,1400,33647
0,0,3,236,488,33701
0,0,181,583,1071,33702
0,0,35,526,1281,33703
0,17,28,433,1046,33704
0,0,164,469,873,33705
0,0,120,477,1036,33706
0,8,133,452,904,33707
0,37,80,373,752,33708
0,0,86,303,658,33709
0,0,87,386,1135,33710
0,0,100,300,650,33711
0,0,150,436,873,33712
0,22,169,496,992,33713
0,0,18,151,417,33714
0,0,0,115,235,33715
0,0,11,87,167,33716
0,0,174,364,742,33755
0,0,54,362,996,33756
0,0,51,209,558,33759
0,0,22,149,380,33760
0,73,116,336,624,33761
0,0,5,116,254,33762
0,0,59,168,308,33763
0,44,170,556,1085,33764
0,0,0,163,498,33765
0,16,36,204,365,33767
0,0,164,412,733,33770
0,0,182,263,617,33771
0,8,85,359,848,33772
0,0,110,413,738,33773
0,18,102,252,559,33774
0,39,89,352,760,33776
0,23,83,287,671,33777
0,0,76,209,614,33778
0,27,279,615,1146,33781
0,0,65,261,637,33782
0,0,26,169,338,33785
0,0,16,113,219,33786
0,0,231,452,621,33801
0,0,20,195,513,33803
0,0,0,149,319,33805
0,0,70,185,416,33809
0,0,41,208,499,33810
0,0,57,146,465,33811
0,0,14,89,206,33812
0,0,0,288,979,33813
0,0,0,160,363,33815
0,0,103,287,667,33823
0,0,116,266,525,33825
0,3,9,24,38,33827
0,0,136,299,516,33830
0,0,132,287,630,33837
0,9,32,41,64,33838
0,0,0,28,75,33839
0,0,5,21,46,33843
0,0,124,436,698,33844
0,0,2,5,7,33848
0,0,0,31,87,33850
0,0,4,10,14,33852
0,0,36,193,345,33853
0,0,0,0,0,33856
0,0,46,101,160,33859
0,0,7,125,286,33860
0,0,10,36,68,33868
0,0,159,415,671,33870
0,15,36,150,238,33872
0,0,2,82,175,33875
0,0,18,63,103,33876
0,0,185,650,1182,33880
0,0,90,441,934,33881
0,48,121,303,667,33884
0,0,23,125,236,33896
0,0,98,274,490,33897
0,0,28,65,195,33898
0,0,124,301,526,33901
0,0,32,263,450,33903
0,0,44,412,868,33904
0,0,200,389,715,33905
0,0,0,151,245,33907
0,0,0,344,988,33908
0,0,0,158,336,33909
0,0,47,340,814,33912
0,0,8,235,791,33913
0,0,17,478,1128,33914
0,0,102,249,389,33916
0,0,170,555,1011,33917
0,0,66,295,704,33919
0,0,16,89,191,33920
0,0,26,91,197,33921
0,0,0,24,134,33922
0,0,26,358,913,33928
0,0,0,158,471,33931
0,0,0,0,0,33935
0,0,203,452,629,33936
0,0,0,43,148,33946
0,0,40,132,255,33947
0,0,15,132,265,33948
0,0,133,321,887,33950
0,0,43,332,534,33952
0,14,63,127,269,33953
0,0,33,104,188,33954
0,0,46,153,296,33955
0,0,24,107,234,33956
0,0,47,359,794,33957
0,0,0,3,5,33965
0,0,21,58,235,33966
0,0,60,241,509,33967
0,0,48,129,307,33971
0,0,0,110,170,33972
0,0,11,90,162,33973
0,0,0,93,231,33974
0,0,0,57,90,33976
0,0,5,111,255,33980
0,0,68,119,256,33981
0,0,46,107,199,33982
0,0,0,58,221,33983
0,0,59,299,587,33990
0,8,110,178,357,33991
0,0,70,332,715,33993
0,0,0,300,748,34102
0,0,19,171,622,34103
0,0,56,137,355,34104
0,0,4,250,674,34105
0,0,13,387,1023,34108
0,0,0,323,857,34109
0,0,0,252,943,34110
0,0,18,153,498,34112
0,0,27,115,578,34113
0,0,13,249,582,34114
0,0,0,121,329,34116
0,0,4,32,148,34117
0,0,0,292,1100,34119
0,0,0,43,155,34120
0,0,6,362,969,34134
0,0,157,560,1190,34135
0,0,0,0,0,34142
0,0,7,404,1116,34145
0,0,9,89,214,34201
0,0,0,127,619,34202
0,0,27,383,766,34203
0,0,0,247,427,34205
0,0,104,394,637,34207
0,0,92,267,606,34208
0,0,90,360,686,34209
0,0,71,155,315,34210
0,0,0,55,255,34211
0,0,0,54,373,34212
0,0,0,85,343,34219
0,0,93,234,718,34221
0,0,5,110,175,34222
0,11,101,360,664,34223
0,36,190,299,481,34224
0,0,0,92,408,34228
0,7,39,201,420,34229
0,0,0,283,721,34231
0,0,0,81,583,34232
0,0,0,125,341,34233
0,0,14,212,396,34234
0,0,0,176,364,34235
0,0,3,141,397,34236
0,0,0,81,163,34237
0,84,154,378,864,34238
0,0,130,281,640,34239
0,0,11,144,425,34240
0,0,0,130,438,34241
0,0,0,155,659,34242
0,0,0,100,544,34243
0,0,0,6,21,34250
0,0,7,26,58,34269
0,0,153,334,784,34275
0,0,45,218,527,34285
0,0,38,93,248,34286
0,0,12,132,456,34287
0,0,14,130,281,34288
0,0,0,2,11,34289
0,0,6,18,87,34291
0,0,0,98,431,34292
0,0,36,347,1096,34293
0,0,43,130,272,34420
0,0,7,44,73,34428
0,0,41,150,218,34429
0,0,1,5,8,34432
0,0,0,1,1,34434
0,0,6,16,27,34436
0,0,20,72,160,34442
0,0,44,126,235,34446
0,0,64,115,188,34448
0,0,27,79,141,34450
0,0,39,102,178,34452
0,0,4,68,93,34453
0,0,22,64,107,34461
0,25,72,186,254,34465
0,0,0,117,242,34470
0,0,152,498,878,34471
0,0,201,357,531,34472
0,0,0,1,7,34473
0,0,10,169,364,34474
0,0,114,251,446,34475
0,0,20,255,408,34476
0,13,93,161,246,34479
0,0,26,237,467,34480
0,0,0,174,327,34481
0,0,54,127,230,34482
0,0,13,53,93,34484
0,1,16,40,51,34488
0,0,46,286,434,34491
0,0,43,95,179,34601
0,0,5,85,191,34604
0,0,44,289,500,34606
0,0,0,90,225,34607
0,0,37,360,584,34608
0,0,61,556,973,34609
0,0,39,172,417,34610
0,0,25,191,351,34613
0,0,1,14,31,34614
0,0,34,312,658,34638
0,13,79,316,594,34639
0,0,89,371,775,34652
0,0,146,367,538,34653
0,28,141,247,508,34654
0,0,33,651,1270,34655
0,131,346,659,1121,34667
0,0,477,776,1194,34668
0,0,0,182,336,34669
0,15,92,331,878,34677
0,0,0,0,0,34679
0,0,0,2,4,34681
0,0,49,531,1236,34683
0,0,62,437,794,34684
0,0,33,282,711,34685
0,0,5,186,414,34688
0,0,73,448,1105,34689
0,0,0,38,198,34690
0,0,146,334,731,34691
0,0,50,471,821,34695
0,64,218,602,1308,34698
0,0,2,7,10,34705
0,0,110,499,1239,34711
0,0,15,68,184,34714
0,4,24,84,153,34715
0,0,28,88,186,34731
0,0,2,64,142,34734
0,0,0,7,13,34736
0,0,0,11,27,34737
0,0,139,335,540,34741
0,0,42,234,416,34743
0,11,103,207,541,34744
0,78,314,723,1259,34746
0,0,69,406,964,34747
0,0,23,208,510,34748
0,0,1,36,94,34756
0,12,96,180,361,34758
0,0,22,360,688,34759
0,1,4,20,51,34760
0,0,12,388,751,34761
0,0,0,3,7,34762
0,0,16,126,294,34769
0,0,18,140,341,34771
0,0,93,233,476,34772
0,0,40,122,191,34785
0,0,94,700,1697,34786
0,0,186,952,2148,34787
0,0,19,192,346,34788
0,0,1,23,54,34797
0,0,10,21,52,34945
0,0,96,272,406,34946
0,0,22,176,273,34947
0,0,19,48,170,34949
0,0,0,301,547,34950
0,13,85,144,256,34951
0,0,16,347,645,34952
0,0,0,100,400,34953
0,0,0,200,649,34957
0,0,0,1,5,34981
0,0,0,59,156,34982
0,0,46,248,637,34983
0,0,0,71,256,34984
0,0,8,151,514,34986
0,0,40,286,1145,34990
0,0,35,152,377,34994
0,0,29,92,345,34996
0,0,157,292,685,34997
0,0,0,0,0,35004
0,0,0,0,0,35005
31,31,31,31,31,35007
0,0,0,0,0,35014
151,151,151,151,151,35020
0,0,0,0,0,35022
0,0,0,0,0,35023
8,8,8,8,8,35040
0,0,0,0,0,35043
0,0,0,0,0,35044
0,0,0,0,0,35051
0,0,0,0,0,35055
0,0,0,0,0,35057
0,0,0,0,0,35058
0,0,0,0,0,35061
0,0,0,0,0,35064
0,0,0,0,0,35068
39,39,39,39,39,35071
0,0,0,0,0,35072
0,0,0,0,0,35073
0,0,0,0,0,35077
0,0,0,0,0,35080
0,0,0,0,0,35094
0,0,0,0,0,35096
6,6,6,6,6,35111
4,4,4,4,4,35114
0,0,0,0,0,35115
0,0,0,0,0,35116
0,0,0,0,0,35117
3,3,3,3,3,35118
0,0,0,0,0,35124
0,0,0,0,0,35126
0,0,0,0,0,35127
0,0,0,0,0,35147
0,0,0,0,0,35150
0,0,0,0,0,35151
0,0,0,0,0,35160
0,0,0,0,0,35173
0,0,0,0,0,35176
0,0,0,0,0,35179
0,0,0,0,0,35184
0,0,0,0,0,35188
0,0,0,0,0,35203
0,0,0,0,0,35204
23,23,23,23,23,35205
0,0,0,0,0,35206
0,0,0,0,0,35207
0,0,0,0,0,35208
0,0,0,0,0,35209
0,0,0,0,0,35210
0,0,0,0,0,35211
0,0,0,0,0,35212
0,0,0,0,0,35213
6,6,6,6,6,35214
0,0,0,0,0,35215
0,0,0,0,0,35216
0,0,0,0,0,35217
17,17,17,17,17,35218
0,0,0,0,0,35221
0,0,0,0,0,35222
0,0,0,0,0,35223
4,4,4,4,4,35224
0,0,0,0,0,35226
0,0,0,0,0,35228
0,0,0,0,0,35233
0,0,0,0,0,35234
0,0,0,0,0,35235
0,0,0,0,0,35242
5,5,5,5,5,35243
0,0,0,0,0,35244
0,0,0,0,0,35401
0,0,0,0,0,35404
0,0,0,0,0,35405
0,0,0,0,0,35406
0,0,0,0,0,35444
0,0,0,0,0,35452
0,0,0,0,0,35453
0,0,0,0,0,35456
0,0,0,0,0,35463
0,0,0,0,0,35473
0,0,0,0,0,35474
0,0,0,0,0,35475
0,0,0,0,0,35476
0,0,0,0,0,35490
0,0,0,0,0,35601
0,0,0,0,0,35603
0,0,0,0,0,35611
0,0,0,0,0,35613
0,0,0,0,0,35614
0,0,0,0,0,35616
0,0,0,0,0,35630
0,0,0,0,0,35633
0,0,0,0,0,35634
0,0,0,0,0,35645
0,0,0,0,0,35660
0,0,0,0,0,35661
0,0,0,0,0,35671
0,0,0,0,0,35673
16,16,16,16,16,35674
0,0,0,0,0,35741
0,0,0,0,0,35748
0,0,0,0,0,35749
0,0,0,0,0,35750
0,0,0,0,0,35754
0,0,0,0,0,35756
0,0,0,0,0,35757
0,0,0,0,0,35758
0,0,0,0,0,35759
0,0,0,0,0,35761
0,0,0,0,0,35763
0,0,0,0,0,35773
0,0,0,0,0,35775
0,0,0,0,0,35801
0,0,0,0,0,35802
0,0,0,0,0,35803
0,0,0,0,0,35805
0,0,0,0,0,35806
0,0,0,0,0,35808
0,0,0,0,0,35810
0,0,0,0,0,35811
0,0,0,0,0,35816
0,0,0,0,0,35824
0,0,0,0,0,35901
0,0,0,0,0,35903
0,0,0,0,0,35904
0,0,0,0,0,35905
0,0,0,0,0,35906
0,0,0,0,0,35950
0,0,0,0,0,35951
0,0,0,0,0,35954
0,0,0,0,0,35956
0,0,0,0,0,35957
0,0,0,0,0,35976
0,0,0,0,0,35980
0,0,0,0,0,36020
0,0,0,0,0,36022
0,0,0,0,0,36025
0,0,0,0,0,36043
0,0,0,0,0,36054
0,0,0,0,0,36064
0,0,0,0,0,36066
11,11,11,11,11,36067
0,0,0,0,0,36079
0,0,0,0,0,36081
11,11,11,11,11,36092
0,0,0,0,0,36093
0,0,0,0,0,36104
0,0,0,0,0,36105
0,0,0,0,0,36106
0,0,0,0,0,36107
0,0,0,0,0,36108
0,0,0,0,0,36109
0,0,0,0,0,36110
0,0,0,0,0,36111
0,0,0,0,0,36112
0,0,0,0,0,36113
0,0,0,0,0,36115
0,0,0,0,0,36116
0,0,0,0,0,36117
0,0,0,0,0,36201
2,2,2,2,2,36203
0,0,0,0,0,36205
17,17,17,17,17,36206
0,0,0,0,0,36207
0,0,0,0,0,36250
0,0,0,0,0,36260
0,0,0,0,0,36265
0,0,0,0,0,36268
0,0,0,0,0,36277
0,0,0,0,0,36301
0,0,0,0,0,36303
0,0,0,0,0,36305
0,0,0,0,0,36312
0,0,0,0,0,36321
0,0,0,0,0,36322
0,0,0,0,0,36330
0,0,0,0,0,36345
0,0,0,0,0,36350
0,0,0,0,0,36351
0,0,0,0,0,36360
0,0,0,0,0,36362
0,0,0,0,0,36376
0,0,0,0,0,36509
0,0,0,0,0,36511
0,0,0,0,0,36523
0,0,0,0,0,36526
0,0,0,0,0,36527
0,0,0,0,0,36530
0,0,0,0,0,36532
66,66,66,66,66,36535
0,0,0,0,0,36541
4,4,4,4,4,36542
0,0,0,0,0,36544
0,0,0,0,0,36551
0,0,0,0,0,36555
0,0,0,0,0,36561
0,0,0,0,0,36567
27,27,27,27,27,36571
0,0,0,0,0,36572
0,0,0,0,0,36575
13,13,13,13,13,36576
0,0,0,0,0,36580
0,0,0,0,0,36582
0,0,0,0,0,36587
0,0,0,0,0,36602
0,0,0,0,0,36603
0,0,0,0,0,36604
0,0,0,0,0,36605
0,0,0,0,0,36606
0,0,0,0,0,36607
80,80,80,80,80,36608
0,0,0,0,0,36609
0,0,0,0,0,36610
0,0,0,0,0,36611
0,0,0,0,0,36612
0,0,0,0,0,36613
0,0,0,0,0,36617
0,0,0,0,0,36618
0,0,0,0,0,36619
0,0,0,0,0,36693
0,0,0,0,0,36695
0,0,0,0,0,36752
0,0,0,0,0,36801
0,0,0,0,0,36804
0,0,0,0,0,36830
0,0,0,0,0,36832
0,0,0,0,0,36856
13,13,13,13,13,36867
0,0,0,0,0,36869
0,0,0,0,0,36870
0,0,0,0,0,36875
0,0,0,0,0,36877
0,0,0,0,0,36879
0,0,0,0,0,37010
0,0,0,0,0,37013
0,0,0,0,0,37014
0,0,0,0,0,37027
0,0,0,0,0,37040
0,0,0,0,0,37042
0,0,0,0,0,37043
0,0,0,0,0,37064
0,0,0,0,0,37066
0,0,0,0,0,37067
0,0,0,0,0,37069
0,0,0,0,0,37072
0,0,0,0,0,37075
0,0,0,0,0,37076
0,0,0,0,0,37080
0,0,0,0,0,37086
0,0,0,0,0,37115
0,0,0,0,0,37122
0,0,0,0,0,37127
0,0,0,0,0,37128
0,0,0,0,0,37129
0,0,0,0,0,37130
0,0,0,0,0,37135
0,0,0,0,0,37138
0,0,0,0,0,37153
0,0,0,0,0,37167
0,0,0,0,0,37189
0,0,0,0,0,37191
0,0,0,0,0,37201
0,0,0,0,0,37203
0,0,0,0,0,37204
0,0,0,0,0,37205
0,0,0,0,0,37206
0,0,0,0,0,37207
0,0,0,0,0,37208
0,0,0,0,0,37209
0,0,0,0,0,37210
0,0,0,0,0,37211
0,0,0,0,0,37212
0,0,0,0,0,37214
0,0,0,0,0,37215
0,0,0,0,0,37216
0,0,0,0,0,37217
0,0,0,0,0,37218
0,0,0,0,0,37219
0,0,0,0,0,37220
0,0,0,0,0,37221
0,0,0,0,0,37228
0,0,0,0,0,37310
0,0,0,0,0,37311
0,0,0,0,0,37312
0,0,0,0,0,37323
0,0,0,0,0,37336
0,0,0,0,0,37341
0,0,0,0,0,37343
0,0,0,0,0,37350
0,0,0,0,0,37351
0,0,0,0,0,37353
0,0,0,0,0,37354
0,0,0,0,0,37355
0,0,0,0,0,37360
0,0,0,0,0,37363
0,0,0,0,0,37377
0,0,0,0,0,37379
0,0,0,0,0,37385
0,0,0,0,0,37388
0,0,0,0,0,37402
0,0,0,0,0,37403
0,0,0,0,0,37404
0,0,0,0,0,37405
0,0,0,0,0,37406
0,0,0,0,0,37407
0,0,0,0,0,37408
0,0,0,0,0,37409
0,0,0,0,0,37410
0,0,0,0,0,37411
0,0,0,0,0,37412
0,0,0,0,0,37415
0,0,0,0,0,37416
0,0,0,0,0,37419
0,0,0,0,0,37421
0,0,0,0,0,37601
0,0,0,0,0,37604
0,0,0,0,0,37615
0,0,0,0,0,37617
