zip,panels_1_years_8500_incentive,panels_2_years_8500_incentive,panels_3_years_8500_incentive,panels_4_years_8500_incentive,panels_5_years_8500_incentive
99501,13,36,89,128,181
99502,0,22,167,273,367
99503,16,23,42,70,102
99504,30,76,159,181,272
99506,9,12,13,16,18
99507,0,38,195,322,442
99508,18,50,132,169,237
99515,32,59,129,215,317
99516,0,0,44,142,275
99517,0,0,55,114,166
99518,0,15,33,59,80
99701,0,0,25,67,114
99703,1,2,2,3,4
99709,44,52,72,116,200
99712,0,1,1,7,13
35004,3,3,3,3,3
35005,44,44,44,44,44
35007,300,300,300,300,300
35014,2,2,2,2,2
35020,547,547,547,547,547
35022,391,391,391,391,391
35023,164,164,164,164,164
35040,88,88,88,88,88
35043,0,0,0,0,0
35044,0,0,0,0,0
35051,0,0,0,0,0
35055,309,309,309,309,309
35057,15,15,15,15,15
35058,19,19,19,19,19
35061,7,7,7,7,7
35064,161,161,161,161,161
35068,72,72,72,72,72
35071,312,312,312,312,312
35072,0,0,0,0,0
35073,2,2,2,2,2
35077,15,15,15,15,15
35080,280,280,280,280,280
35094,101,101,101,101,101
35096,6,6,6,6,6
35111,47,47,47,47,47
35114,132,132,132,132,132
35115,38,38,38,38,38
35116,7,7,7,7,7
35117,109,109,109,109,109
35118,25,25,25,25,25
35124,580,580,580,580,580
35126,73,73,73,73,73
35127,81,81,81,81,81
35147,28,28,28,28,28
35150,185,185,185,185,185
35151,12,12,12,12,12
35160,144,144,144,144,144
35173,546,546,546,546,546
35176,3,3,3,3,3
35179,11,11,11,11,11
35184,0,0,0,0,0
35188,0,0,0,0,0
35203,47,47,47,47,47
35204,305,305,305,305,305
35205,217,217,217,217,217
35206,338,338,338,338,338
35207,313,313,313,313,313
35208,223,223,223,223,223
35209,367,367,367,367,367
35210,205,205,205,205,205
35211,582,582,582,582,582
35212,432,432,432,432,432
35213,554,554,554,554,554
35214,357,357,357,357,357
35215,608,608,608,608,608
35216,511,511,511,511,511
35217,400,400,400,400,400
35218,173,173,173,173,173
35221,112,112,112,112,112
35222,201,201,201,201,201
35223,587,587,587,587,587
35224,106,106,106,106,106
35226,938,938,938,938,938
35228,220,220,220,220,220
35233,98,98,98,98,98
35234,192,192,192,192,192
35235,263,263,263,263,263
35242,1577,1577,1577,1577,1577
35243,564,564,564,564,564
35244,668,668,668,668,668
35401,994,994,994,994,994
35404,448,448,448,448,448
35405,507,507,507,507,507
35406,413,413,413,413,413
35444,0,0,0,0,0
35452,0,0,0,0,0
35453,80,80,80,80,80
35456,25,25,25,25,25
35463,1,1,1,1,1
35473,222,222,222,222,222
35474,29,29,29,29,29
35475,87,87,87,87,87
35476,204,204,204,204,204
35490,4,4,4,4,4
35601,368,368,368,368,368
35603,300,300,300,300,300
35611,344,344,344,344,344
35613,327,327,327,327,327
35614,41,41,41,41,41
35616,1,1,1,1,1
35630,626,626,626,626,626
35633,61,61,61,61,61
35634,17,17,17,17,17
35645,8,8,8,8,8
35660,192,192,192,192,192
35661,175,175,175,175,175
35671,21,21,21,21,21
35673,19,19,19,19,19
35674,100,100,100,100,100
35741,115,115,115,115,115
35748,25,25,25,25,25
35749,643,643,643,643,643
35750,2,2,2,2,2
35754,4,4,4,4,4
35756,357,357,357,357,357
35757,333,333,333,333,333
35758,1048,1048,1048,1048,1048
35759,143,143,143,143,143
35761,84,84,84,84,84
35763,434,434,434,434,434
35773,21,21,21,21,21
35775,2,2,2,2,2
35801,777,777,777,777,777
35802,372,372,372,372,372
35803,490,490,490,490,490
35805,400,400,400,400,400
35806,382,382,382,382,382
35808,86,86,86,86,86
35810,311,311,311,311,311
35811,619,619,619,619,619
35816,295,295,295,295,295
35824,214,214,214,214,214
35901,174,174,174,174,174
35903,84,84,84,84,84
35904,91,91,91,91,91
35905,1,1,1,1,1
35906,3,3,3,3,3
35950,167,167,167,167,167
35951,47,47,47,47,47
35954,77,77,77,77,77
35956,8,8,8,8,8
35957,108,108,108,108,108
35976,80,80,80,80,80
35980,3,3,3,3,3
36020,27,27,27,27,27
36022,40,40,40,40,40
36025,27,27,27,27,27
36043,7,7,7,7,7
36054,168,168,168,168,168
36064,9,9,9,9,9
36066,313,313,313,313,313
36067,292,292,292,292,292
36079,21,21,21,21,21
36081,175,175,175,175,175
36092,75,75,75,75,75
36093,101,101,101,101,101
36104,278,278,278,278,278
36105,141,141,141,141,141
36106,251,251,251,251,251
36107,154,154,154,154,154
36108,696,696,696,696,696
36109,489,489,489,489,489
36110,197,197,197,197,197
36111,223,223,223,223,223
36112,0,0,0,0,0
36113,4,4,4,4,4
36115,1,1,1,1,1
36116,687,687,687,687,687
36117,710,710,710,710,710
36201,211,211,211,211,211
36203,150,150,150,150,150
36205,18,18,18,18,18
36206,84,84,84,84,84
36207,162,162,162,162,162
36250,0,0,0,0,0
36260,1,1,1,1,1
36265,118,118,118,118,118
36268,5,5,5,5,5
36277,6,6,6,6,6
36301,407,407,407,407,407
36303,547,547,547,547,547
36305,149,149,149,149,149
36312,0,0,0,0,0
36321,1,1,1,1,1
36322,39,39,39,39,39
36330,391,391,391,391,391
36345,73,73,73,73,73
36350,22,22,22,22,22
36351,1,1,1,1,1
36360,179,179,179,179,179
36362,32,32,32,32,32
36376,0,0,0,0,0
36509,29,29,29,29,29
36511,3,3,3,3,3
36523,13,13,13,13,13
36526,487,487,487,487,487
36527,293,293,293,293,293
36530,2,2,2,2,2
36532,896,896,896,896,896
36535,380,380,380,380,380
36541,51,51,51,51,51
36542,140,140,140,140,140
36544,87,87,87,87,87
36551,116,116,116,116,116
36555,17,17,17,17,17
36561,259,259,259,259,259
