zip,panels_1_years_9500_incentive,panels_2_years_9500_incentive,panels_3_years_9500_incentive,panels_4_years_9500_incentive,panels_5_years_9500_incentive
99501,43,102,148,200,233
99502,83,211,300,401,434
99503,31,55,81,102,125
99504,98,174,234,272,310
99506,12,16,16,18,21
99507,98,262,345,488,608
99508,82,150,182,242,264
99515,97,161,253,350,409
99516,7,95,200,326,441
99517,4,78,122,185,236
99518,21,42,71,92,122
99701,4,42,88,151,181
99703,2,2,3,6,7
99709,52,88,128,216,252
99712,1,3,9,15,20
35004,3,3,3,3,3
35005,52,52,52,52,52
35007,379,379,379,379,379
35014,2,2,2,2,2
35020,648,648,648,648,648
35022,472,472,472,472,472
35023,217,217,217,217,217
35040,101,101,101,101,101
35043,1,1,1,1,1
35044,0,0,0,0,0
35051,0,0,0,0,0
35055,363,363,363,363,363
35057,18,18,18,18,18
35058,26,26,26,26,26
35061,9,9,9,9,9
35064,189,189,189,189,189
35068,92,92,92,92,92
35071,396,396,396,396,396
35072,0,0,0,0,0
35073,2,2,2,2,2
35077,16,16,16,16,16
35080,339,339,339,339,339
35094,147,147,147,147,147
35096,7,7,7,7,7
35111,51,51,51,51,51
35114,162,162,162,162,162
35115,42,42,42,42,42
35116,9,9,9,9,9
35117,123,123,123,123,123
35118,31,31,31,31,31
35124,743,743,743,743,743
35126,84,84,84,84,84
35127,95,95,95,95,95
35147,34,34,34,34,34
35150,228,228,228,228,228
35151,13,13,13,13,13
35160,164,164,164,164,164
35173,617,617,617,617,617
35176,3,3,3,3,3
35179,13,13,13,13,13
35184,0,0,0,0,0
35188,1,1,1,1,1
35203,51,51,51,51,51
35204,342,342,342,342,342
35205,270,270,270,270,270
35206,391,391,391,391,391
35207,360,360,360,360,360
35208,243,243,243,243,243
35209,468,468,468,468,468
35210,270,270,270,270,270
35211,700,700,700,700,700
35212,475,475,475,475,475
35213,709,709,709,709,709
35214,449,449,449,449,449
35215,631,631,631,631,631
35216,659,659,659,659,659
35217,447,447,447,447,447
35218,198,198,198,198,198
35221,128,128,128,128,128
35222,256,256,256,256,256
35223,746,746,746,746,746
35224,114,114,114,114,114
35226,1194,1194,1194,1194,1194
35228,244,244,244,244,244
35233,116,116,116,116,116
35234,225,225,225,225,225
35235,386,386,386,386,386
35242,2098,2098,2098,2098,2098
35243,676,676,676,676,676
35244,891,891,891,891,891
35401,1090,1090,1090,1090,1090
35404,532,532,532,532,532
35405,568,568,568,568,568
35406,504,504,504,504,504
35444,1,1,1,1,1
35452,1,1,1,1,1
35453,97,97,97,97,97
35456,28,28,28,28,28
35463,1,1,1,1,1
35473,289,289,289,289,289
35474,39,39,39,39,39
35475,107,107,107,107,107
35476,217,217,217,217,217
35490,4,4,4,4,4
35601,483,483,483,483,483
35603,433,433,433,433,433
35611,411,411,411,411,411
35613,399,399,399,399,399
35614,67,67,67,67,67
35616,1,1,1,1,1
35630,739,739,739,739,739
35633,68,68,68,68,68
35634,26,26,26,26,26
35645,9,9,9,9,9
35660,239,239,239,239,239
35661,230,230,230,230,230
35671,30,30,30,30,30
35673,23,23,23,23,23
35674,142,142,142,142,142
35741,165,165,165,165,165
35748,32,32,32,32,32
35749,772,772,772,772,772
35750,2,2,2,2,2
35754,7,7,7,7,7
35756,500,500,500,500,500
35757,404,404,404,404,404
35758,1325,1325,1325,1325,1325
35759,171,171,171,171,171
35761,112,112,112,112,112
35763,600,600,600,600,600
35773,31,31,31,31,31
35775,2,2,2,2,2
35801,942,942,942,942,942
35802,434,434,434,434,434
35803,771,771,771,771,771
35805,433,433,433,433,433
35806,437,437,437,437,437
35808,123,123,123,123,123
35810,426,426,426,426,426
35811,731,731,731,731,731
35816,327,327,327,327,327
35824,286,286,286,286,286
35901,213,213,213,213,213
35903,100,100,100,100,100
35904,104,104,104,104,104
35905,1,1,1,1,1
35906,3,3,3,3,3
35950,197,197,197,197,197
35951,52,52,52,52,52
35954,84,84,84,84,84
35956,9,9,9,9,9
35957,128,128,128,128,128
35976,98,98,98,98,98
35980,3,3,3,3,3
36020,29,29,29,29,29
36022,48,48,48,48,48
36025,36,36,36,36,36
36043,9,9,9,9,9
36054,187,187,187,187,187
36064,12,12,12,12,12
36066,374,374,374,374,374
36067,358,358,358,358,358
36079,27,27,27,27,27
36081,196,196,196,196,196
36092,92,92,92,92,92
36093,122,122,122,122,122
36104,308,308,308,308,308
36105,176,176,176,176,176
36106,292,292,292,292,292
36107,180,180,180,180,180
36108,760,760,760,760,760
36109,565,565,565,565,565
36110,247,247,247,247,247
36111,270,270,270,270,270
36112,0,0,0,0,0
36113,6,6,6,6,6
36115,1,1,1,1,1
36116,775,775,775,775,775
36117,978,978,978,978,978
36201,238,238,238,238,238
36203,164,164,164,164,164
36205,21,21,21,21,21
36206,98,98,98,98,98
36207,193,193,193,193,193
36250,0,0,0,0,0
36260,1,1,1,1,1
36265,130,130,130,130,130
36268,5,5,5,5,5
36277,6,6,6,6,6
36301,511,511,511,511,511
36303,663,663,663,663,663
36305,186,186,186,186,186
36312,0,0,0,0,0
36321,1,1,1,1,1
36322,53,53,53,53,53
36330,460,460,460,460,460
36345,81,81,81,81,81
36350,27,27,27,27,27
36351,1,1,1,1,1
36360,189,189,189,189,189
36362,37,37,37,37,37
36376,0,0,0,0,0
36509,34,34,34,34,34
36511,3,3,3,3,3
36523,14,14,14,14,14
36526,618,618,618,618,618
36527,371,371,371,371,371
36530,3,3,3,3,3
36532,1064,1064,1064,1064,1064
36535,466,466,466,466,466
36541,56,56,56,56,56
36542,192,192,192,192,192
36544,108,108,108,108,108
36551,134,134,134,134,134
36555,20,20,20,20,20
36561,336,336,336,336,336
36567,162,162,162,162,162
36571,272,272,272,272,272
36572,73,73,73,73,73
36575,292,292,292,292,292
36576,64,64,64,64,64
36580,60,60,60,60,60
36582,400,400,400,400,400
36587,14,14,14,14,14
36602,58,58,58,58,58
36603,308,308,308,308,308
36604,269,269,269,269,269
36605,665,665,665,665,665
36606,311,311,311,311,311
36607,263,263,263,263,263
36608,882,882,882,882,882
36609,474,474,474,474,474
36610,386,386,386,386,386
36611,174,174,174,174,174
36612,123,123,123,123,123
36613,127,127,127,127,127
36617,229,229,229,229,229
36618,244,244,244,244,244
36619,326,326,326,326,326
36693,374,374,374,374,374
36695,992,992,992,992,992
36752,0,0,0,0,0
36801,307,307,307,307,307
36804,71,71,71,71,71
36830,758,758,758,758,758
36832,207,207,207,207,207
36856,8,8,8,8,8
36867,662,662,662,662,662
36869,467,467,467,467,467
36870,420,420,420,420,420
36875,4,4,4,4,4
36877,137,137,137,137,137
36879,2,2,2,2,2
71601,432,1159,6671,6808,6835
71602,227,1088,6005,6085,6115
71603,604,2038,12176,12390,12541
71837,0,1,6,6,6
71854,704,1934,11626,11793,11864
71901,230,672,5919,5979,6022
71913,335,904,9943,10054,10136
71956,0,0,8,8,8
71964,2,6,118,118,118
71968,0,2,43,43,43
72002,148,482,3599,3681,3711
72007,68,228,1737,1760,1774
72011,13,42,379,385,389
72012,101,456,3424,3452,3470
72015,366,1038,9719,9818,9867
72019,235,704,5425,5542,5587
72022,104,518,5374,5423,5450
72023,262,1381,11759,11854,11902
72065,7,23,158,160,161
72068,0,1,15,15,15
72076,528,1560,11759,11891,11999
72081,8,35,336,339,341
72082,4,34,262,263,263
72086,48,239,1470,1499,1506
72103,82,310,3097,3116,3132
72113,208,844,6717,6828,6911
72114,315,798,3829,3905,3961
72116,233,621,5037,5125,5161
72117,303,739,5451,5546,5557
72118,220,659,6123,6186,6236
72120,274,1059,9223,9402,9440
72135,14,43,261,268,272
72142,36,95,740,752,759
72143,161,758,5847,5912,5942
72167,1,2,11,11,11
72176,67,266,2064,2082,2097
72201,45,96,584,602,612
72202,193,483,2768,2828,2871
72204,360,892,7311,7408,7476
72205,237,674,5078,5204,5267
72206,592,1402,8426,8583,8661
72207,174,455,2352,2436,2484
72209,323,749,6331,6396,6428
72210,104,336,3495,3538,3556
72211,215,831,5187,5284,5353
72212,262,715,3315,3471,3538
72223,390,936,5027,5177,5332
72227,198,452,2286,2363,2409
72364,1,3,26,27,27
72376,0,0,2,2,2
72401,893,2662,15826,16053,16248
72404,239,828,6864,6983,7025
72411,0,3,36,36,36
72416,22,84,590,596,601
72417,0,5,63,63,63
72701,816,4813,8197,8401,8512
72703,412,4251,7258,7423,7491
72704,395,3515,6144,6322,6367
72712,1015,7116,10247,10567,10685
72718,31,216,364,373,377
72719,169,1585,2665,2706,2728
72730,44,812,1440,1451,1456
72745,52,1384,2444,2471,2474
72753,0,1,1,1,1
72756,232,1252,6490,6576,6622
72758,516,5007,8508,8709,8762
72762,621,7649,11398,11667,11714
72764,555,6731,12094,12229,12316
72774,0,1,2,2,2
72801,271,836,5391,5480,5518
72802,73,345,2453,2475,2495
72834,38,158,1078,1089,1094
72837,0,2,16,16,16
72847,8,26,187,189,190
72858,12,48,308,312,315
72901,236,2122,7059,7124,7138
72903,324,2514,8123,8231,8280
72904,358,2042,6279,6324,6363
72908,119,1589,4872,4931,4951
72916,191,839,2325,2373,2417
72921,15,111,353,357,361
72923,45,460,1637,1649,1657
72941,3,36,114,115,116
72956,416,3000,10473,10612,10665
85003,196,2151,2218,2227,2227
85004,184,1554,1625,1627,1627
85006,423,6857,7033,7047,7047
85007,308,4755,4872,4877,4877
85008,328,10418,10555,10555,10555
85009,566,13239,13482,13482,13482
85012,245,2141,2224,2228,2228
85013,366,5492,5616,5627,5627
85014,320,6513,6653,6660,6660
85015,438,8084,8216,8240,8240
85016,892,9815,10139,10149,10149
85017,380,7770,7888,7912,7912
85018,1311,11426,11890,11926,11926
85019,269,6599,6707,6727,6727
85020,564,10240,10439,10449,10449
85021,472,9084,9223,9242,9242
85022,766,14712,15027,15027,15027
85023,386,9711,9879,9889,9889
85024,440,7540,7686,7709,7709
85027,603,11828,12057,12057,12057
85028,715,7855,8123,8123,8123
85029,536,11953,12172,12184,12184
85031,173,6825,6908,6915,6915
85032,1083,20407,20802,20823,20823
85033,333,12164,12299,12324,12324
85034,289,3052,3154,3166,3166
85035,183,9535,9603,9622,9622
85037,533,12791,13012,13012,13012
85040,438,9318,9480,9508,9508
85041,679,17521,17861,17897,17897
85042,593,12238,12604,12604,12604
85043,352,9803,10034,10034,10034
85044,705,12134,12562,12574,12574
85045,297,2158,2320,2320,2320
85048,1075,11125,11587,11599,11599
85050,1325,10182,10695,10695,10695
85051,338,11067,11259,11270,11270
85053,369,8848,9001,9010,9010
85054,111,1285,1329,1329,1329
85083,763,6077,6363,6363,6363
85085,379,4021,4163,4167,4167
85118,297,6057,6175,6175,6175
85119,412,9855,10026,10046,10046
85120,483,14007,14163,14206,14206
85132,179,3250,3313,3316,3316
85140,490,10434,10647,10658,10658
85142,1369,19655,20390,20411,20411
85143,411,13046,13272,13272,13272
85201,292,10259,10395,10405,10405
85202,305,9133,9272,9272,9272
85203,472,10027,10253,10263,10263
85204,403,16542,16794,16794,16794
85205,643,16542,16914,16914,16914
85206,515,14539,14687,14716,14716
85207,1220,18410,19058,19077,19077
85208,364,15606,15796,15812,15812
85209,762,15906,16182,16230,16230
85210,412,8775,8936,8963,8963
85212,484,7168,7451,7451,7451
85213,745,11073,11486,11486,11486
85215,686,8099,8359,8367,8367
85224,590,13430,13718,13732,13732
85225,771,19882,20288,20288,20288
85226,810,12277,12644,12657,12657
85233,680,12457,12816,12829,12829
85234,1186,15835,16462,16478,16478
85248,1344,15548,15980,16012,16012
85249,1850,15058,16120,16120,16120
85250,562,7043,7298,7298,7298
85251,782,10196,10524,10534,10534
85253,1806,7692,8361,8378,8378
85254,1714,15921,16653,16653,16653
85255,2350,16314,17247,17265,17265
85256,147,1753,1782,1794,1794
85257,628,9242,9498,9518,9518
85258,1340,10024,10541,10563,10563
