zip,state_code,target_prop,group_id,group_incentive,pred_panels
99501,AK,0.0,0,4500,232.84031936127744
99502,AK,0.0,0,4500,394.97299999999996
99503,AK,0.0,0,4500,109.64564564564566
99504,AK,0.0,0,4500,226.22754491017963
99506,AK,0.0,0,4500,26.793206793206796
99507,AK,0.0,0,4500,578.0780780780781
99508,AK,0.0,0,4500,245.94005994005994
99515,AK,0.0,0,4500,343.7842157842158
99516,AK,5e-07,0,4500,367.07014028056113
99517,AK,0.0,0,4500,236.58858858858858
99518,AK,0.0,0,4500,97.878
99701,AK,0.0,0,4500,180.944
99703,AK,0.0,0,4500,4.8149999999999995
99709,AK,0.0,0,4500,236.177
99712,AK,0.0,0,4500,13.992007992007991
35004,AL,2.85e-05,0,4500,0.36
35005,AL,0.0001135,0,4500,28.571571571571575
35007,AL,6.75e-05,0,4500,31.564
35014,AL,3.2e-05,0,4500,0.0
35020,AL,0.000192,0,4500,60.744
35022,AL,0.0002795,0,4500,81.05705705705705
35023,AL,6.5e-05,0,4500,0.0
35040,AL,0.0001245,0,4500,6.553892215568863
35043,AL,4e-06,0,4500,0.03206412825651302
35044,AL,5e-07,0,4500,0.0
35051,AL,5e-07,0,4500,0.014
35055,AL,7.85e-05,0,4500,0.0
35057,AL,0.000113,0,4500,0.0
35058,AL,8.7e-05,0,4500,5.41058941058941
35061,AL,0.00037,0,4500,0.74
35064,AL,0.000516,0,4500,17.865000000000002
35068,AL,0.0001285,0,4500,0.0
35071,AL,3.65e-05,0,4500,54.51551551551552
35072,AL,4.5e-06,0,4500,0.0
35073,AL,1.95e-05,0,4500,0.8198198198198199
35077,AL,7.95e-05,0,4500,0.0
35080,AL,0.0001015,0,4500,0.0
35094,AL,3.9e-05,0,4500,0.0
35096,AL,7.45e-05,0,4500,0.0
35111,AL,9e-05,0,4500,6.265000000000001
35114,AL,8.6e-05,0,4500,6.077844311377246
35115,AL,2.6e-05,0,4500,0.0
35116,AL,1.7e-05,0,4500,0.4924924924924925
35117,AL,3.85e-05,0,4500,32.60460460460461
35118,AL,3.35e-05,0,4500,3.1786427145708585
35124,AL,8.05e-05,0,4500,54.43843843843844
35126,AL,6.3e-05,0,4500,0.0
35127,AL,0.0002625,0,4500,23.596211365902292
35147,AL,4.25e-05,0,4500,3.4514514514514514
35150,AL,6.2e-05,0,4500,59.502497502497505
35151,AL,4.55e-05,0,4500,0.9221556886227545
35160,AL,0.0001,0,4500,23.503503503503502
35173,AL,9.5e-05,0,4500,6.428
35176,AL,8e-06,0,4500,0.0
35179,AL,8.4e-05,0,4500,0.0
35184,AL,3.5e-06,0,4500,0.04204204204204204
35188,AL,1.6e-05,0,4500,0.0
35203,AL,0.0001405,0,4500,13.636363636363637
35204,AL,0.000353,0,4500,0.0
35205,AL,4e-05,0,4500,9.885885885885886
35206,AL,0.0001735,0,4500,92.65734265734265
35207,AL,0.000281,0,4500,0.0
35208,AL,0.0003795,0,4500,131.139
35209,AL,8.5e-05,0,4500,62.035999999999994
35210,AL,9.6e-05,0,4500,21.546453546453545
35211,AL,0.000234,0,4500,25.336336336336338
35212,AL,0.000173,0,4500,62.705294705294705
35213,AL,8.75e-05,0,4500,15.867735470941883
35214,AL,0.0002675,0,4500,110.64599999999999
35215,AL,0.000244,0,4500,11.468
35216,AL,5.35e-05,0,4500,33.64364364364364
35217,AL,0.000129,0,4500,0.0
35218,AL,0.000221,0,4500,27.555
35221,AL,0.0004,0,4500,0.0
35222,AL,0.0001175,0,4500,7.84015984015984
35223,AL,0.0001335,0,4500,51.702
35224,AL,0.0001775,0,4500,33.84615384615385
35226,AL,0.0001,0,4500,29.63963963963964
35228,AL,0.00033,0,4500,0.0
