,carbon_offset_metric_tons_per_panel,yearly_sunlight_kwh_kw_threshold_avg,black_prop,Median_income,Carbon Offset,Energy Potential,Racial Equity,Income Equity
377,1.2000000000000002,0.0,0.0,-0.2,2711.5519629946616,10854500.0,0.4062113621367387,0.7713516130503817
378,1.2000000000000002,0.0,0.0,-0.30000000000000004,2711.5519629946616,10854500.0,0.4072266583356827,0.7711337106830394
379,1.2000000000000002,0.0,0.0,-0.4,2711.5519629946616,10854500.0,0.40824138102553387,0.7709159313932443
400,1.2000000000000002,0.4,0.0,0.0,2610.418223223788,13081500.0,0.38778226767934676,0.728736680203927
401,1.2000000000000002,0.4,0.0,-0.1,2602.2496798737498,13081500.0,0.38768946082723077,0.727958570800344
402,1.2000000000000002,0.4,0.0,-0.2,2599.2908864194274,13081500.0,0.38721774732690317,0.7270411708817615
403,1.2000000000000002,0.4,0.0,-0.30000000000000004,2599.2908864194274,13081500.0,0.386750106729014,0.7261632974303571
404,1.2000000000000002,0.4,0.0,-0.4,2599.2908864194274,13081500.0,0.3862835943022427,0.7252875414171562
425,1.2000000000000002,0.8,0.0,0.0,2610.418223223788,13081500.0,0.36768872217762616,0.6876107413483887
426,1.2000000000000002,0.8,0.0,-0.1,2602.2496798737498,13081500.0,0.3676211605810924,0.686917936562176
427,1.2000000000000002,0.8,0.0,-0.2,2599.2908864194274,13081500.0,0.3671990569148482,0.6861010045010121
428,1.2000000000000002,0.8,0.0,-0.30000000000000004,2599.2908864194274,13081500.0,0.3667805406285689,0.6853191615121077
429,1.2000000000000002,0.8,0.0,-0.4,2599.2908864194274,13081500.0,0.3663629772667123,0.6845390983855526
450,1.2000000000000002,1.2000000000000002,0.0,0.0,2610.418223223788,13081500.0,0.3481948551313334,0.6479993376885897
451,1.2000000000000002,1.2000000000000002,0.0,-0.1,2602.2496798737498,13081500.0,0.3481494798892204,0.6473840192816935
452,1.2000000000000002,1.2000000000000002,0.0,-0.2,2599.2908864194274,13081500.0,0.3477727182719188,0.6466583647644528
453,1.2000000000000002,1.2000000000000002,0.0,-0.30000000000000004,2599.2908864194274,13081500.0,0.34739910950658337,0.6459637857034575
454,1.2000000000000002,1.2000000000000002,0.0,-0.4,2599.2908864194274,13081500.0,0.34702630260815703,0.6452706971433606
475,1.2000000000000002,1.6,0.0,0.0,2610.418223223788,13081500.0,0.3346039721056415,0.6197014014933262
476,1.2000000000000002,1.6,0.0,-0.1,2602.2496798737498,13081500.0,0.3345727769731568,0.619138627850855
477,1.2000000000000002,1.6,0.0,-0.2,2599.2908864194274,13081500.0,0.3342264905964849,0.6184748802041917
478,1.2000000000000002,1.6,0.0,-0.30000000000000004,2599.2908864194274,13081500.0,0.33388306974785453,0.6178394960953593
479,1.2000000000000002,1.6,0.0,-0.4,2599.2908864194274,13081500.0,0.33354035391109327,0.617205416157977
500,1.6,0.0,0.0,0.0,2717.866315932764,10850974.341158967,0.3213105083015315,0.593529054191116
501,1.6,0.0,0.0,-0.1,2717.866315932764,10850974.341158967,0.32204809780534194,0.5934100556024775
502,1.6,0.0,0.0,-0.2,2711.5519629946616,10854500.0,0.3228319770180179,0.5932810836513012
503,1.6,0.0,0.0,-0.30000000000000004,2711.5519629946616,10854500.0,0.3236310437634371,0.5931521677495621
504,1.6,0.0,0.0,-0.4,2711.5519629946616,10854500.0,0.32442976330201745,0.5930233078607305
525,1.6,0.4,0.0,0.0,2610.418223223788,13081500.0,0.31236890994735944,0.5683084522205197
526,1.6,0.4,0.0,-0.1,2608.0645436989407,13081500.0,0.31314940131896685,0.567931274286104
527,1.6,0.4,0.0,-0.2,2599.2908864194274,13081500.0,0.3130920363009042,0.5673727304390461
528,1.6,0.4,0.0,-0.30000000000000004,2599.2908864194274,13081500.0,0.3127968914802124,0.5668379617117902
529,1.6,0.4,0.0,-0.4,2599.2908864194274,13081500.0,0.3125023025882272,0.5663042001118994
550,1.6,0.8,0.0,0.0,2610.418223223788,13081500.0,0.3009130850989965,0.5431891697053364
551,1.6,0.8,0.0,-0.1,2608.0645436989407,13081500.0,0.3016661066937234,0.5428445873841936
552,1.6,0.8,0.0,-0.2,2599.2908864194274,13081500.0,0.3016218471231782,0.5423342756044165
553,1.6,0.8,0.0,-0.30000000000000004,2599.2908864194274,13081500.0,0.30135005322232766,0.5418456443353643
554,1.6,0.8,0.0,-0.4,2599.2908864194274,13081500.0,0.3010787487118751,0.541357892765802
575,1.6,1.2000000000000002,0.0,0.0,2610.418223223788,13081500.0,0.2905044712415352,0.5203348573785023
576,1.6,1.2000000000000002,0.0,-0.1,2608.0645436989407,13081500.0,0.2912319271543855,0.5200186527518602
577,1.6,1.2000000000000002,0.0,-0.2,2599.2908864194274,13081500.0,0.2911987310821271,0.5195503361210079
578,1.6,1.2000000000000002,0.0,-0.30000000000000004,2599.2908864194274,13081500.0,0.2909473452639768,0.5191018811433821
579,1.6,1.2000000000000002,0.0,-0.4,2599.2908864194274,13081500.0,0.2906963931037727,0.5186541996747349
600,1.6,1.6,0.0,0.0,2610.418223223788,13081500.0,0.28315017387352936,0.5032602831933213
601,1.6,1.6,0.0,-0.1,2608.0645436989407,13081500.0,0.28385793970953777,0.5029644844291827
602,1.6,1.6,0.0,-0.2,2599.2908864194274,13081500.0,0.2838321228508025,0.5025263683391812
603,1.6,1.6,0.0,-0.30000000000000004,2599.2908864194274,13081500.0,0.28359511955705075,0.5021068088176484
604,1.6,1.6,0.0,-0.4,2599.2908864194274,13081500.0,0.2833585117343729,0.501687949292605
